episode,target_x,target_y,selected_policy,success,initial_distance,final_distance,steps,reward,final_ee_x,final_ee_y,final_ee_z
40,0.47404576026077466,-0.096368736445018,original,1,0.453327476978302,0.03898452967405319,37,-1.6092057238519182,0.48132702708244324,-0.06230008229613304,0.19749581813812256
41,0.5361801960137094,0.05937962597778562,original,1,0.47366830706596375,0.03467212989926338,36,-1.6759503544867034,0.5103067755699158,0.06426338106393814,0.20255818963050842
42,0.4024975442098896,0.03837463919273931,original,1,0.4229772686958313,0.03789199888706207,39,-1.6679945693910136,0.43696773052215576,0.05348201096057892,0.18440183997154236
43,0.45764500826314886,0.18360670096596227,original,1,0.4740470051765442,0.033700305968523026,36,-1.6565084499120717,0.4532146453857422,0.1829763501882553,0.2134018838405609
44,0.4297021107477021,0.007865692226499105,original,1,0.4282919466495514,0.03261189162731171,37,-1.3556952196359644,0.45434555411338806,0.018660565838217735,0.198431134223938
45,0.47184583921788326,0.01937292531658233,original,1,0.442565381526947,0.03672368451952934,35,-1.2426073777675635,0.4813237488269806,0.024475080892443657,0.21511077880859375
46,0.5499271397428623,0.11891233064354062,original,1,0.4913840591907501,0.03821759298443794,38,-2.15203997388482,0.5177745223045349,0.13623473048210144,0.19125743210315704
47,0.4510711497510604,0.03273054725778396,original,1,0.43605419993400574,0.03349778428673744,36,-1.270666202753783,0.4693484604358673,0.04132312908768654,0.20672468841075897
48,0.5429180121391413,0.06777461256594408,original,1,0.47808220982551575,0.0373782217502594,36,-1.7817930400371562,0.5142070651054382,0.07409750670194626,0.20308318734169006
49,0.590997330390656,0.03427135780112295,original,1,0.5001389980316162,0.03872609883546829,44,-2.7394968307018273,0.5612836480140686,0.053577568382024765,0.17790594696998596
50,0.5358156938086978,-0.19346088319421095,targeted,1,0.50803142786026,0.03850053623318672,43,-2.7127339835464968,0.5428190231323242,-0.1567046344280243,0.18906770646572113
51,0.4296349787790327,-0.1139977359900001,targeted,1,0.4431021809577942,0.037575654685497284,36,-1.3542867350578316,0.4290429949760437,-0.09338419884443283,0.21358315646648407
52,0.474809070582068,-0.11292371780558237,targeted,1,0.4574125111103058,0.03439513221383095,36,-1.3891495478153244,0.4697266221046448,-0.09315360337495804,0.2076827883720398
53,0.5171892828619091,-0.13817094306364128,targeted,1,0.48123136162757874,0.039949484169483185,37,-1.791372319012881,0.5082210302352905,-0.10204720497131348,0.19451233744621277
54,0.5075829810507473,-0.10990154593663548,targeted,1,0.46970751881599426,0.0333414226770401,36,-1.5075192068517218,0.4984027147293091,-0.08836972713470459,0.20374351739883423
55,0.5702692327289197,-0.19093145381701412,targeted,1,0.5235229730606079,0.038696665316820145,42,-2.9485416331887233,0.5678682923316956,-0.1559312343597412,0.1963294893503189
56,0.4064262317440741,0.007067156259808194,original,1,0.42219987511634827,0.035912156105041504,38,-1.5487650607526309,0.4378167688846588,0.01995321549475193,0.1917586624622345
57,0.4225135228358782,0.006613381493468629,original,1,0.42626717686653137,0.03567706048488617,37,-1.4069149914383905,0.4502010941505432,0.01821259781718254,0.1992797553539276
58,0.4178101445644833,0.12213317979583038,original,1,0.44216760993003845,0.03587784245610237,38,-1.6124264204502117,0.44035521149635315,0.14468486607074738,0.19644266366958618
59,0.5581406200788855,-0.04039372385738843,original,1,0.48271581530570984,0.03819720819592476,41,-2.138661907911299,0.5230154395103455,-0.02952774614095688,0.16964733600616455
60,0.44108150285617614,-0.07420425800570873,original,1,0.4379497766494751,0.038539666682481766,37,-1.4900229169428343,0.4541289806365967,-0.04399135708808899,0.20005616545677185
61,0.5650842152771859,-0.12271512258974285,targeted,1,0.4999774694442749,0.039869945496320724,37,-2.1453590118885044,0.5408159494400024,-0.09334055334329605,0.19173875451087952
62,0.5898985111120794,0.04025987653009952,original,1,0.4999624788761139,0.038759686052799225,44,-2.729693371653557,0.5597813129425049,0.05923789367079735,0.17786957323551178
63,0.5880385629712409,-0.14913092949784465,targeted,1,0.5191655158996582,0.03609122708439827,40,-2.7034571932256224,0.5646855235099792,-0.12161590903997421,0.18036897480487823
64,0.4140538493441571,-0.17215392554013267,targeted,1,0.45761820673942566,0.03924065828323364,52,-3.017249136865141,0.4270574152469635,-0.1547042280435562,0.19105100631713867
65,0.43165455678379716,-0.14818616392744582,targeted,1,0.45366743206977844,0.037429552525281906,43,-1.9284565323591236,0.4344506859779358,-0.11290361732244492,0.17386896908283234
66,0.5921925204926464,0.16179865477931216,original,1,0.5251890420913696,0.03977825492620468,49,-3.635115938037635,0.5582922101020813,0.18255391716957092,0.17848442494869232
67,0.4801979266068898,0.04555020433986581,original,1,0.44764572381973267,0.03650078922510147,35,-1.2814864769577978,0.4861149787902832,0.05233544483780861,0.21537311375141144
68,0.4266947187417405,0.17573223334310034,original,1,0.4620877504348755,0.03759053349494934,36,-1.631539217978717,0.43791139125823975,0.1801012009382248,0.2156110554933548
69,0.4056465249250367,0.09071076404163614,original,1,0.4315980076789856,0.039166152477264404,43,-1.935261676460505,0.4335950016975403,0.11688444763422012,0.17290706932544708
70,0.4945418176548639,-0.17506669097681718,targeted,1,0.48387402296066284,0.036061856895685196,44,-2.305715405046941,0.49857521057128906,-0.13962975144386292,0.17466969788074493
71,0.5960088982325094,-0.07471440315780983,original,1,0.5073639750480652,0.03890460357069969,40,-2.669148095101118,0.5577820539474487,-0.07322130352258682,0.17292559146881104
72,0.42529813312683323,0.042788162288036,original,1,0.42911744117736816,0.03823784738779068,37,-1.4350251682102675,0.4551534056663513,0.05558761954307556,0.200173482298851
73,0.40593540603491723,-0.06554722046196507,original,1,0.42708534002304077,0.038822758942842484,39,-1.7092015920579433,0.42530909180641174,-0.03230820968747139,0.1851995438337326
74,0.5921527887918825,0.15074980591239134,original,1,0.5218693017959595,0.03891945257782936,49,-3.5530802233517145,0.5600601434707642,0.1727401316165924,0.1788989156484604
75,0.44803424569130856,0.023135041060271394,original,1,0.4344438910484314,0.03407755121588707,36,-1.2732279908657071,0.4674658477306366,0.031006570905447006,0.2068650722503662
76,0.5580716029192545,0.19551810661807967,original,1,0.519206702709198,0.03904610872268677,47,-3.1798222206532962,0.5224555730819702,0.21104231476783752,0.1761147379875183
77,0.44088768961855707,0.006607938906872057,original,1,0.4316079914569855,0.03663744032382965,36,-1.3021362672746184,0.463107705116272,0.016416136175394058,0.2074294090270996
78,0.482299052486701,0.04410883484417766,original,1,0.44831863045692444,0.03596418723464012,35,-1.2810028906166568,0.4869491159915924,0.05048413574695587,0.21508783102035522
79,0.42009032538609736,-0.10401035705282556,targeted,1,0.4380916357040405,0.035358794033527374,36,-1.3020149108767507,0.42017605900764465,-0.08546648919582367,0.21398396790027618
80,0.41756655880255156,0.06663473373729994,original,1,0.43009528517723083,0.03952699899673462,38,-1.567559609115123,0.4497338831424713,0.08537187427282333,0.19328786432743073
81,0.4919608663371434,0.11545579986560633,original,1,0.4646013677120209,0.0398244671523571,35,-1.5074168686568736,0.4858187139034271,0.12413835525512695,0.21837806701660156
82,0.5528295340822578,0.1184238415962765,original,1,0.4927148222923279,0.03925810754299164,38,-2.1937384307384473,0.5196114778518677,0.13591280579566956,0.1914845108985901
83,0.467989048512375,-0.18536615349091654,targeted,1,0.47811388969421387,0.03919200226664543,46,-2.5113996797800064,0.4760674238204956,-0.14702510833740234,0.17915312945842743
84,0.5813543127779293,-0.03302359528443688,original,1,0.4946425259113312,0.03996711224317551,43,-2.585849345326423,0.5506073236465454,-0.00836408045142889,0.17351016402244568
85,0.5856538698297259,-0.002390055171667488,original,1,0.4959474503993988,0.03926697373390198,46,-2.747499130070209,0.5658484101295471,0.029381833970546722,0.18244905769824982
86,0.4795685727134471,0.13477337400515693,original,1,0.465035617351532,0.031988274306058884,36,-1.5085036638379083,0.47588542103767395,0.14451615512371063,0.2102450430393219
87,0.553108835053769,-0.10126798333090324,targeted,1,0.4890155792236328,0.036360882222652435,36,-1.8598201540112473,0.5318079590797424,-0.07996576279401779,0.20036180317401886
88,0.42302174102743784,-0.01887787034033317,original,1,0.4267716109752655,0.03477317467331886,37,-1.4005104686319818,0.44708845019340515,-0.0028057973831892014,0.19927836954593658
89,0.48813079949557575,-0.1254743536347206,targeted,1,0.4656889736652374,0.03859415650367737,36,-1.5140403553843491,0.4837435781955719,-0.0978960171341896,0.20664013922214508
90,0.4899902279082752,0.12759114112008269,original,1,0.4669891595840454,0.03188718110322952,36,-1.5295657603442656,0.48179441690444946,0.1376132071018219,0.20914068818092346
91,0.5936640561531594,0.05193377380645803,original,1,0.5031610727310181,0.03904002904891968,43,-2.7575001005828357,0.5686846375465393,0.08122438192367554,0.1744270920753479
92,0.4941119317469856,-0.011707891546950261,original,1,0.45106735825538635,0.03443346917629242,35,-1.2852923734486126,0.49031031131744385,-0.003932667430490255,0.2133280336856842
93,0.4262945622440901,0.1432736130484344,original,1,0.45063841342926025,0.034091755747795105,37,-1.5588149860501286,0.4427346885204315,0.1588289439678192,0.20549513399600983
94,0.44916513413367803,0.07911760598476247,original,1,0.441345751285553,0.033984411507844925,37,-1.4004764668643475,0.4689449667930603,0.09813831001520157,0.20004773139953613
95,0.4581187944779322,0.1696211394245779,original,1,0.4689599275588989,0.03309069201350212,36,-1.5845353896915908,0.45674219727516174,0.17289318144321442,0.21289974451065063
96,0.5800662129422287,0.14738805241267844,original,1,0.5143917202949524,0.03903301805257797,47,-3.2103231386840374,0.5478506088256836,0.16910295188426971,0.17623236775398254
97,0.47560633281118986,-0.14207567520306244,targeted,1,0.465755432844162,0.03840980306267738,38,-1.6636932587623585,0.46957486867904663,-0.10574468225240707,0.19090843200683594
98,0.533837889502093,0.12127360799565617,original,1,0.48422616720199585,0.03592647239565849,37,-1.916800639927386,0.5052722692489624,0.13327807188034058,0.19818264245986938
99,0.43235972536838735,-0.0400376177718646,original,1,0.4308529794216156,0.03189616650342941,37,-1.362472239434716,0.44935885071754456,-0.020573720335960388,0.1986963152885437
100,0.5312832425626516,-0.14871495204781784,targeted,1,0.4906439185142517,0.038641463965177536,39,-2.049179778397084,0.520489513874054,-0.11162779480218887,0.17890401184558868
