episode,success,initial_distance_m,final_distance_m,steps,episode_reward,target_x,target_y,target_z,final_ee_x,final_ee_y,final_ee_z,error_x,error_y,error_z,abs_error_x,abs_error_y,abs_error_z
26,1,0.3035244643688202,0.0327898077666759,42,0.7551585552096345,0.536280632019043,-0.1698628365993499,0.4867655336856842,0.5139140486717224,-0.1908918917179107,0.4752465784549713,0.022366583347320557,0.02102905511856082,0.01151895523071289,0.022366583347320557,0.02102905511856082,0.01151895523071289
28,1,0.4004410207271576,0.0319853276014328,36,-0.2664356268942374,0.5515477657318115,-0.0063184667378664,0.2732221484184265,0.5226082801818848,0.0072813909500837,0.2740039825439453,0.028939485549926758,-0.0135998576879501,-0.0007818341255187988,0.028939485549926758,0.0135998576879501,0.0007818341255187988
30,1,0.2545049786567688,0.031186856329441,23,2.657544727772473,0.5304146409034729,0.0320119336247444,0.4726147651672363,0.5014908313751221,0.0234149955213069,0.4804967641830444,0.02892380952835083,0.0085969381034375,-0.007881999015808105,0.02892380952835083,0.0085969381034375,0.007881999015808105
32,1,0.3370363712310791,0.0331099405884742,29,1.0436532291769982,0.5863179564476013,0.069513127207756,0.4149018228054046,0.5542547702789307,0.063136450946331,0.4096522331237793,0.032063186168670654,0.006376676261425004,0.005249589681625311,0.032063186168670654,0.006376676261425004,0.005249589681625311
33,1,0.4071740210056305,0.0320349372923374,34,0.3943583346903336,0.5138180255889893,0.2086316496133804,0.3083158135414123,0.4855545163154602,0.2050614356994629,0.2936643660068512,0.028263509273529053,0.0035702139139175137,0.014651447534561102,0.028263509273529053,0.0035702139139175137,0.014651447534561102
34,1,0.4102520644664764,0.0339105352759361,34,0.1238109888136387,0.5297947525978088,0.1571215242147445,0.2836903631687164,0.4965047240257263,0.1601183712482452,0.2779704630374908,0.03329002857208252,-0.002996847033500699,0.005719900131225586,0.03329002857208252,0.002996847033500699,0.005719900131225586
35,1,0.2762367725372314,0.0341082885861396,29,1.944905119538308,0.5346524715423584,-0.0485832616686821,0.4415090978145599,0.5132274627685547,-0.0646808147430419,0.4204090237617492,0.02142500877380371,0.016097553074359797,0.02110007405281067,0.02142500877380371,0.016097553074359797,0.02110007405281067
37,1,0.3043915331363678,0.0345335826277732,37,1.193131880387663,0.5385043621063232,-0.0893311500549316,0.4139490127563476,0.5233573317527771,-0.101584680378437,0.385436087846756,0.015147030353546143,0.012253530323505402,0.02851292490959162,0.015147030353546143,0.012253530323505402,0.02851292490959162
38,1,0.3506307005882263,0.0260344203561544,27,1.327233013957739,0.4514458477497101,0.0842963978648185,0.2820861041545868,0.4473929405212402,0.0845175459980964,0.3078021705150604,0.004052907228469904,-0.00022114813327789307,-0.025716066360473633,0.004052907228469904,0.00022114813327789307,0.025716066360473633
39,1,0.4155225157737732,0.0331272557377815,40,-0.4995059934258465,0.4339975118637085,-0.2336408048868179,0.2709773480892181,0.423427402973175,-0.2160822749137878,0.2970039844512939,0.010570108890533503,-0.017558529973030118,-0.026026636362075806,0.010570108890533503,0.017558529973030118,0.026026636362075806
41,1,0.3969753980636596,0.032626312226057,34,0.3901773706078542,0.5478708148002625,0.1905930936336517,0.3387652635574341,0.5190382599830627,0.191811665892601,0.3235443830490112,0.028832554817199707,-0.0012185722589493075,0.015220880508422907,0.028832554817199707,0.0012185722589493075,0.015220880508422907
42,1,0.3528266847133636,0.0324596650898456,29,1.0951543526351446,0.4456036686897278,-0.0931666269898414,0.2794623970985412,0.4435442984104156,-0.114124909043312,0.30416339635849,0.0020593702793121893,0.020958282053470598,-0.024700999259948786,0.0020593702793121893,0.020958282053470598,0.024700999259948786
43,1,0.3651981055736542,0.0323948487639427,31,1.0392223098874092,0.548954963684082,0.1598272919654846,0.3682512044906616,0.5219085216522217,0.1597276628017425,0.350421279668808,0.02704644203186035,9.962916374209319e-05,0.017829924821853638,0.02704644203186035,9.962916374209319e-05,0.017829924821853638
44,1,0.3524942994117737,0.0332512930035591,34,0.9936750206351276,0.5174891948699951,0.2292400598526001,0.4247287809848785,0.5152462124824524,0.2181116789579391,0.3934753537178039,0.0022429823875427246,0.011128380894661005,0.031253427267074585,0.0022429823875427246,0.011128380894661005,0.031253427267074585
45,1,0.4369495213031769,0.0321660861372947,40,-0.9350605434179302,0.573510468006134,0.1947491765022277,0.3039476573467254,0.5441049933433533,0.2059923857450485,0.2973472476005554,0.02940547466278076,-0.011243209242820795,0.0066004097461699884,0.02940547466278076,0.011243209242820795,0.0066004097461699884
46,1,0.2920596301555633,0.0311487857252359,26,2.130470341593028,0.545049786567688,0.1086972504854202,0.4605569839477539,0.518341064453125,0.1048780530691146,0.4449908435344696,0.02670872211456299,0.0038191974163055975,0.015566140413284302,0.02670872211456299,0.0038191974163055975,0.015566140413284302
47,1,0.25699383020401,0.0297308601438999,19,3.2419995212554933,0.4531356394290924,0.0943973511457443,0.4011001586914062,0.4522657096385956,0.0926319882273674,0.4307658076286316,0.0008699297904968262,0.0017653629183768949,-0.029665648937225397,0.0008699297904968262,0.0017653629183768949,0.029665648937225397
48,1,0.3614653944969177,0.0345139950513839,32,1.1441853335499772,0.472808301448822,-0.1991571187973022,0.3382621109485626,0.4387034475803375,-0.1959905922412872,0.3425104022026062,0.0341048538684845,-0.003166526556014987,-0.004248291254043579,0.0341048538684845,0.003166526556014987,0.004248291254043579
49,1,0.4770614206790924,0.0339363291859626,61,-4.895471075624224,0.6390454173088074,-0.1417382508516311,0.2784095108509063,0.655928909778595,-0.1224015057086944,0.3006066381931305,-0.016883492469787598,-0.019336745142936707,-0.022197127342224177,0.016883492469787598,0.019336745142936707,0.022197127342224177
50,1,0.3715991079807281,0.0332365520298481,31,1.0075911720097075,0.4603038132190704,-0.1995096057653427,0.3167997300624847,0.4324374496936798,-0.190886989235878,0.3327303528785705,0.02786636352539057,-0.008622616529464722,-0.015930622816085815,0.02786636352539057,0.008622616529464722,0.015930622816085815
51,1,0.3826977908611297,0.0320849493145942,43,-1.309994591623541,0.624336838722229,-0.090608961880207,0.3964723646640777,0.6097849011421204,-0.065590463578701,0.4103201031684875,0.014551937580108643,-0.025018498301506,-0.01384773850440979,0.014551937580108643,0.025018498301506,0.01384773850440979
52,1,0.3395164906978607,0.0280284434556961,27,1.37870129495859,0.4216234087944031,0.0839899629354476,0.281914085149765,0.4284117817878723,0.087719477713108,0.3088510930538177,-0.006788372993469238,-0.0037295147776603976,-0.02693700790405268,0.006788372993469238,0.0037295147776603976,0.02693700790405268
53,1,0.4080268442630768,0.0335205271840095,39,-0.8969428381323805,0.5869427919387817,-0.0385269783437252,0.2959150969982147,0.5634580850601196,-0.0151560474187135,0.3010036945343017,0.02348470687866211,-0.023370930925011697,-0.005088597536086981,0.02348470687866211,0.023370930925011697,0.005088597536086981
54,1,0.3565396964550018,0.0336184613406658,29,0.8700355379283424,0.57747483253479,0.0271412692964077,0.3595362603664398,0.5494044423103333,0.0334175415337085,0.3769392073154449,0.028070390224456787,-0.006276272237300803,-0.01740294694900507,0.028070390224456787,0.006276272237300803,0.01740294694900507
55,1,0.3082704544067383,0.0345747284591198,22,2.4421555605530743,0.4221878051757812,0.1406829506158828,0.3413212597370147,0.4399610757827759,0.130800262093544,0.3692829310894012,-0.017773270606994684,0.009882688522338784,-0.027961671352386475,0.017773270606994684,0.009882688522338784,0.027961671352386475
56,1,0.4097878336906433,0.0320123396813869,33,-0.2495463788509369,0.3629271984100342,0.2326846420764923,0.2576161921024322,0.3871253728866577,0.2119906991720199,0.2609326839447021,-0.024198174476623535,0.020693942904472407,-0.0033164918422698975,0.024198174476623535,0.020693942904472407,0.0033164918422698975
57,1,0.2994538247585296,0.0324336811900138,26,1.8266831269860264,0.3861407041549682,-0.0170937348157167,0.301963746547699,0.4098414778709411,-0.0205930639058351,0.3238263130187988,-0.0237007737159729,0.0034993290901184013,-0.021862566471099798,0.0237007737159729,0.0034993290901184013,0.021862566471099798
58,1,0.1786112934350967,0.0327415503561496,16,3.940397625267505,0.4505405128002167,0.0337826199829578,0.4894604980945587,0.4321964383125305,0.0237918179482221,0.5146733522415161,0.018344074487686157,0.009990802034735697,-0.025212854146957397,0.018344074487686157,0.009990802034735697,0.025212854146957397
60,1,0.3221969902515411,0.0301313810050487,25,2.035730290412903,0.4003470838069916,0.1557164341211319,0.3240868151187897,0.4259220659732818,0.1502814441919326,0.3390628397464752,-0.025574982166290228,0.005434989929199302,-0.014976024627685547,0.025574982166290228,0.005434989929199302,0.014976024627685547
61,1,0.3082081377506256,0.0346021242439746,29,1.5777247434854504,0.5653502941131592,0.1093965992331504,0.4626378118991852,0.539976179599762,0.1055881157517433,0.4394223690032959,0.025374114513397217,0.003808483481407096,0.023215442895889282,0.025374114513397217,0.003808483481407096,0.023215442895889282
62,1,0.3995521068572998,0.0342754870653152,50,-2.437587765157222,0.6438877582550049,-0.1122595742344856,0.4070771038532257,0.6417011618614197,-0.0900929644703865,0.4331283867359161,0.002186596393585205,-0.022166609764099093,-0.026051282882690374,0.002186596393585205,0.022166609764099093,0.026051282882690374
63,1,0.3804411590099334,0.0340482406318187,53,-1.7440066623687764,0.5717782378196716,-0.2101853340864181,0.4157403409481048,0.54153972864151,-0.2012349963188171,0.4285780489444732,0.03023850917816162,-0.008950337767600985,-0.012837707996368408,0.03023850917816162,0.008950337767600985,0.012837707996368408
64,1,0.2987675070762634,0.0339377336204052,21,2.6973578917980188,0.446454644203186,-0.169265478849411,0.3873679041862488,0.4187978208065033,-0.1506842821836471,0.3938184082508087,0.027656823396682684,-0.01858119666576391,-0.0064505040645599365,0.027656823396682684,0.01858119666576391,0.0064505040645599365
65,1,0.2583962082862854,0.0349612645804882,20,3.008045480251313,0.488565057516098,0.0385399162769317,0.4104793965816498,0.4681308567523956,0.0333821848034858,0.438374400138855,0.020434200763702448,0.005157731473445899,-0.0278950035572052,0.020434200763702448,0.005157731473445899,0.0278950035572052
66,1,0.4069601595401764,0.0344591699540615,30,0.5775192819535722,0.4996006488800049,0.2025753557682037,0.2944785356521606,0.4693551659584045,0.1862741708755493,0.2918485999107361,0.030245482921600397,0.01630118489265442,0.002629935741424505,0.030245482921600397,0.01630118489265442,0.002629935741424505
67,1,0.2085237205028534,0.0324032381176948,15,3.8563172312080862,0.4366374909877777,-0.0718891769647598,0.4435954988002777,0.4071973264217376,-0.0824785530567169,0.4520282745361328,0.029440164566040095,0.010589376091957106,-0.008432775735855103,0.029440164566040095,0.010589376091957106,0.008432775735855103
68,1,0.3197602331638336,0.0336014404892921,41,0.6030093339085569,0.5456294417381287,-0.1467886567115783,0.4361104667186737,0.5212850570678711,-0.1609169095754623,0.4177583456039428,0.02434438467025757,0.014128252863884,0.01835212111473089,0.02434438467025757,0.014128252863884,0.01835212111473089
69,1,0.4431806206703186,0.0327143594622612,39,-1.1731756816804395,0.5814610719680786,0.1351207345724105,0.2695932388305664,0.549480140209198,0.1394494473934173,0.2642349302768707,0.031980931758880615,-0.004328712821006803,0.005358308553695679,0.031980931758880615,0.004328712821006803,0.005358308553695679
70,1,0.2548520267009735,0.0327281355857849,20,3.174678923040629,0.4136417210102081,0.1976925134658813,0.4698580205440521,0.4242772758007049,0.1679868400096893,0.4611638486385345,-0.010635554790496826,0.02970567345619199,0.008694171905517634,0.010635554790496826,0.02970567345619199,0.008694171905517634
71,1,0.2949854731559753,0.0318819470703601,24,2.150091274380685,0.4116717875003814,0.0256878286600112,0.3156708180904388,0.4245461821556091,0.0232834331691265,0.3447384536266327,-0.012874394655227661,0.002404395490884701,-0.029067635536193903,0.012874394655227661,0.002404395490884701,0.029067635536193903
72,1,0.3979451954364776,0.0348652191460132,42,-0.2030262586474425,0.4748854041099548,-0.2395275831222534,0.3204400539398193,0.4455002546310425,-0.2288277000188827,0.3358546197414398,0.029385149478912298,-0.010699883103370694,-0.015414565801620539,0.029385149478912298,0.010699883103370694,0.015414565801620539
74,1,0.2401611804962158,0.0348192565143108,21,3.1361753460764885,0.4032549262046814,-0.0362177304923534,0.3732340335845947,0.4254463016986847,-0.0604815110564231,0.3846879601478576,-0.022191375494003296,0.0242637805640697,-0.011453926563262884,0.022191375494003296,0.0242637805640697,0.011453926563262884
75,1,0.3321784138679504,0.0341987982392311,26,1.5957494099438194,0.541208028793335,0.0162239242345094,0.3552481830120086,0.5166695713996887,0.0197972673922777,0.3787992596626282,0.02453845739364624,-0.0035733431577683016,-0.023551076650619562,0.02453845739364624,0.0035733431577683016,0.023551076650619562
76,1,0.1709900200366974,0.0343938767910003,15,4.031650486290455,0.4432379007339477,0.0374997556209564,0.4939579963684082,0.4239502251148224,0.029607456177473,0.5213192105293274,0.01928767561912531,0.007892299443483401,-0.02736121416091919,0.01928767561912531,0.007892299443483401,0.02736121416091919
77,1,0.4407647848129272,0.0337390787899494,39,-0.6758303177356719,0.5158960819244385,0.1935060769319534,0.2538180947303772,0.4831844270229339,0.1998572200536728,0.2485326379537582,0.03271165490150457,-0.006351143121719388,0.005285456776618985,0.03271165490150457,0.006351143121719388,0.005285456776618985
78,1,0.288489282131195,0.031236495822668,21,2.862819567024708,0.4109292030334472,0.1823839843273162,0.3923682272434234,0.4314091205596924,0.1588543057441711,0.3939948379993438,-0.020479917526245173,0.023529678583145114,-0.0016266107559204102,0.020479917526245173,0.023529678583145114,0.0016266107559204102
80,1,0.3448289036750793,0.0314078964293003,35,0.6699813206493861,0.5536489486694336,-0.0671324729919433,0.3588086664676666,0.5260056853294373,-0.0641843900084495,0.3441931009292602,0.027643263339996338,-0.002948082983493805,0.014615565538406428,0.027643263339996338,0.002948082983493805,0.014615565538406428
81,1,0.3666094541549682,0.0329151935875415,41,-0.4948755416274055,0.5830544829368591,0.2230914831161499,0.4984142184257507,0.5712298154830933,0.2134114801883697,0.4692614376544952,0.01182466745376587,0.009680002927780207,0.029152780771255493,0.01182466745376587,0.009680002927780207,0.029152780771255493
82,1,0.4240607619285583,0.0343805737793445,58,-1.6886951982229943,0.4954745471477508,-0.1809154748916626,0.256230890750885,0.4645932614803314,-0.1680519580841064,0.2482999414205551,0.030881285667419378,-0.012863516807556208,0.007930949330329923,0.030881285667419378,0.012863516807556208,0.007930949330329923
83,1,0.4220384061336517,0.0349886082112789,53,-1.486964472606778,0.4983969926834106,-0.211822509765625,0.2794282734394073,0.4666239619255066,-0.1990968137979507,0.2866900861263275,0.031773030757904,-0.012725695967674311,-0.0072618126869202215,0.031773030757904,0.012725695967674311,0.0072618126869202215
84,1,0.4039909541606903,0.0349983498454093,34,0.1936502303183083,0.4204517006874084,0.2459965497255325,0.2905571460723877,0.4309993088245392,0.2217825353145599,0.2675938308238983,-0.010547608137130793,0.024214014410972595,0.02296331524848938,0.010547608137130793,0.024214014410972595,0.02296331524848938
86,1,0.2947593629360199,0.0335376597940921,33,0.967851452082396,0.5719701647758484,-0.0726332738995552,0.4834581315517425,0.5427602529525757,-0.0767660960555076,0.4675058424472809,0.029209911823272705,0.004132822155952398,0.015952289104461614,0.029209911823272705,0.004132822155952398,0.015952289104461614
87,1,0.3498234152793884,0.0312434062361717,36,-0.3693096840381633,0.6428301930427551,0.0292278509587049,0.4967100620269775,0.6209588050842285,0.0132091930136084,0.4811795949935913,0.02187138795852661,0.0160186579450965,0.015530467033386175,0.02187138795852661,0.0160186579450965,0.015530467033386175
88,1,0.2439950704574585,0.0340504609048366,25,2.7563738366961483,0.5017383098602295,-0.0301298573613166,0.4463585019111633,0.4885042011737823,-0.0546972043812274,0.4268459975719452,0.013234108686447199,0.024567347019910802,0.019512504339218084,0.013234108686447199,0.024567347019910802,0.019512504339218084
89,1,0.3506903946399688,0.0328460410237312,43,0.1512153428792961,0.5432742834091187,-0.1497348248958587,0.378734827041626,0.5157963037490845,-0.15491983294487,0.3615029156208038,0.02747797966003418,0.005185008049011286,0.0172319114208222,0.02747797966003418,0.005185008049011286,0.0172319114208222
92,1,0.3286174237728119,0.0290662515908479,31,1.0298261244595055,0.5711916089057922,-0.0343382731080055,0.3978548347949981,0.5428966879844666,-0.028015011921525,0.3957906663417816,0.028294920921325684,-0.006323261186480501,0.0020641684532164972,0.028294920921325684,0.006323261186480501,0.0020641684532164972
94,1,0.3641586899757385,0.0310908313840627,26,1.3352146856486802,0.4733805954456329,0.1279744207859039,0.2926824390888214,0.4635406136512756,0.1165536418557167,0.3198739886283874,0.0098399817943573,0.011420778930187198,-0.027191549539565985,0.0098399817943573,0.011420778930187198,0.027191549539565985
96,1,0.3430942893028259,0.0340390615165233,40,-0.1677476035058509,0.6139001250267029,0.1209580972790718,0.4958918392658233,0.6051408648490906,0.1066179051995277,0.466289609670639,0.008759260177612305,0.014340192079544095,0.029602229595184326,0.008759260177612305,0.014340192079544095,0.029602229595184326
97,1,0.338172972202301,0.0292305070906877,24,1.9722529143095016,0.50662761926651,0.1372343897819519,0.3542943596839905,0.4799825251102447,0.1268186271190643,0.3602921366691589,0.026645094156265314,0.010415762662887601,-0.0059977769851684015,0.026645094156265314,0.010415762662887601,0.0059977769851684015
98,1,0.3442111909389496,0.033838003873825,24,1.976661873459816,0.4559766948223114,0.2054110467433929,0.3576767444610595,0.4550976753234863,0.1720295399427414,0.3522074818611145,0.0008790194988251288,0.033381506800651495,0.005469262599945013,0.0008790194988251288,0.033381506800651495,0.005469262599945013
99,1,0.4107657074928283,0.0322784930467605,35,-0.4808844032883623,0.5739412903785706,-0.0014886921271681,0.2780532240867615,0.5491267442703247,0.0140077816322445,0.2916913628578186,0.02481454610824585,-0.0154964737594126,-0.013638138771057129,0.02481454610824585,0.0154964737594126,0.013638138771057129
100,1,0.1824195086956024,0.0323901921510696,16,3.9655848550796513,0.3880628049373626,0.0050612930208444,0.4269194602966308,0.4094980657100677,-0.0040752431377768,0.4494178593158722,-0.021435260772705078,0.0091365361586212,-0.02249839901924139,0.021435260772705078,0.0091365361586212,0.02249839901924139
