episode,success,target_x,target_y,object_x,object_y,initial_distance,final_distance,steps,reward,final_ee_x,final_ee_y,final_ee_z,goal_x,goal_y,goal_z
25,1,0.5178369879570799,-0.14185654901465986,0.5178369879722595,-0.14185655117034912,0.4825851023197174,0.039196133613586426,40,-2.2684042558073987,0.5344437956809998,-0.10641250014305115,0.1820664256811142,0.5178369879722595,-0.14185655117034912,0.18000000715255737
26,1,0.5789347955713633,-0.1539204871073239,0.5789347887039185,-0.1539204865694046,0.5157021880149841,0.03767813742160797,40,-2.9005349649488927,0.5835667252540588,-0.11751403659582138,0.1885298192501068,0.5789347887039185,-0.1539204865694046,0.18000000715255737
27,0,0.4439418651549545,-0.1809899540138289,0.45141929388046265,-0.18176813423633575,0.46885624527931213,0.06257225573062897,120,-13.429615202173595,0.48980551958084106,-0.132353737950325,0.18005388975143433,0.45141929388046265,-0.18176813423633575,0.18000000715255737
28,0,0.5148551017562015,-0.16754741927085065,0.5148550868034363,-0.16754741966724396,0.48947814106941223,0.062275584787130356,120,-12.741859987229109,0.5621185302734375,-0.1269972324371338,0.17968709766864777,0.5148550868034363,-0.16754741966724396,0.18000000715255737
29,1,0.5485732525260227,-0.1490084780486356,0.5485732555389404,-0.14900848269462585,0.49883317947387695,0.03827723115682602,40,-2.5407562294602384,0.5618414878845215,-0.11370082944631577,0.1865169256925583,0.5485732555389404,-0.14900848269462585,0.18000000715255737
30,0,0.5470857837786214,-0.19900559413304086,0.5470857620239258,-0.199005588889122,0.5153213739395142,0.07261819392442703,120,-14.036789175197471,0.6079626679420471,-0.15941683948040009,0.17963236570358276,0.5470857620239258,-0.199005588889122,0.18000000715255737
31,0,0.5873143203129634,-0.18570326640247672,0.5873143076896667,-0.18570326268672943,0.5304450392723083,0.05898936092853546,120,-13.083308515399688,0.6351087689399719,-0.15112847089767456,0.18013350665569305,0.5873143076896667,-0.18570326268672943,0.18000000715255737
32,0,0.5242537529905938,-0.17751238645743955,0.5242537260055542,-0.17751239240169525,0.49701353907585144,0.0663197860121727,120,-13.18337717451155,0.5766695737838745,-0.13688167929649353,0.17980536818504333,0.5242537260055542,-0.17751239240169525,0.18000000715255737
33,0,0.5430900451367567,-0.18522187660037268,0.5430900454521179,-0.18522188067436218,0.5082888007164001,0.06801330298185349,120,-13.44232201930136,0.5992982983589172,-0.14692994952201843,0.1795886754989624,0.5430900454521179,-0.18522188067436218,0.18000000715255737
34,0,0.46805905726166136,-0.1563179461604737,0.46805906295776367,-0.15631794929504395,0.4676431715488434,0.04748888313770294,120,-11.7774980300665,0.49797043204307556,-0.11943328380584717,0.18015941977500916,0.46805906295776367,-0.15631794929504395,0.18000000715255737
35,0,0.5065137675274534,-0.16297861190336801,0.506513774394989,-0.1629786193370819,0.4844389259815216,0.0585220605134964,120,-12.409650766104463,0.5499294400215149,-0.12373778223991394,0.17973899841308594,0.506513774394989,-0.1629786193370819,0.18000000715255737
36,0,0.4948682413277143,-0.1898196608926127,0.4948682487010956,-0.18981966376304626,0.48953014612197876,0.07138147205114365,120,-13.878899741768837,0.5478333830833435,-0.14196570217609406,0.17991414666175842,0.4948682487010956,-0.18981966376304626,0.18000000715255737
37,1,0.5716359000844218,-0.1507114986674931,0.571635901927948,-0.15071149170398712,0.5109372735023499,0.03659813851118088,40,-2.776497868448498,0.5780325531959534,-0.1155187338590622,0.18774445354938507,0.571635901927948,-0.15071149170398712,0.18000000715255737
38,1,0.5192381870188257,-0.14490398018599793,0.5192381739616394,-0.1449039727449417,0.4841022789478302,0.03813198581337929,41,-2.342612741887568,0.5414338111877441,-0.11397054046392441,0.18212711811065674,0.5192381739616394,-0.1449039727449417,0.18000000715255737
39,0,0.5073087219420647,-0.19974254404457786,0.5073087215423584,-0.19974254071712494,0.4983311593532562,0.07400869578123093,120,-14.20252931497992,0.5655093789100647,-0.15402638912200928,0.17993833124637604,0.5073087215423584,-0.19974254071712494,0.18000000715255737
40,0,0.486546656107283,-0.1825468110404312,0.48654666543006897,-0.18254680931568146,0.48360565304756165,0.06927753239870071,120,-13.634949790574613,0.5350922346115112,-0.13312318921089172,0.17989790439605713,0.48654666543006897,-0.18254680931568146,0.18000000715255737
41,1,0.5831804226162984,-0.17643966044977014,0.5831804275512695,-0.17643965780735016,0.5250875353813171,0.039218779653310776,44,-3.376448604464529,0.6108774542808533,-0.14920155704021454,0.18539196252822876,0.5831804275512695,-0.17643965780735016,0.18000000715255737
42,0,0.45851006208066636,-0.17461653663884302,0.4591347575187683,-0.1746620237827301,0.4709155261516571,0.058091677725315094,120,-12.899765077233313,0.4959563612937927,-0.12973089516162872,0.18008024990558624,0.4591347575187683,-0.1746620237827301,0.18000000715255737
43,0,0.462722860024833,-0.19139349818765078,0.46272286772727966,-0.19139349460601807,0.4787442982196808,0.07305650413036346,120,-14.241038863398124,0.5097744464874268,-0.13550613820552826,0.1799258291721344,0.46272286772727966,-0.19139349460601807,0.18000000715255737
44,0,0.45203483839097863,-0.19724525902540047,0.4556102752685547,-0.1976994127035141,0.4777616858482361,0.07557908445596695,120,-14.604764663875098,0.5038034915924072,-0.13947907090187073,0.17994162440299988,0.4556102752685547,-0.1976994127035141,0.18000000715255737
45,0,0.4771414620293958,-0.15260182045431425,0.47714146971702576,-0.15260182321071625,0.46962741017341614,0.046412743628025055,120,-11.566900060623881,0.5082172751426697,-0.11812835931777954,0.18013156950473785,0.47714146971702576,-0.15260182321071625,0.18000000715255737
46,0,0.5291225093664308,-0.161164273500163,0.529122531414032,-0.1611642688512802,0.49357643723487854,0.05912253260612488,120,-12.386010215356956,0.5750241875648499,-0.12390565127134323,0.17944583296775818,0.529122531414032,-0.1611642688512802,0.18000000715255737
47,1,0.5749153635104496,-0.1460619786518363,0.57491534948349,-0.146061971783638,0.5112957954406738,0.03402505815029144,40,-2.7563946428894983,0.5784837007522583,-0.11294595897197723,0.18694990873336792,0.57491534948349,-0.146061971783638,0.18000000715255737
48,1,0.45121375231637445,-0.14038490056001385,0.4554925262928009,-0.1402752846479416,0.45696935057640076,0.03984948620200157,65,-3.4511969752609755,0.475999653339386,-0.10610856115818024,0.18027250468730927,0.4554925262928009,-0.1402752846479416,0.18000000715255737
49,0,0.4756060634944224,-0.1932659362476958,0.4756060540676117,-0.19326592981815338,0.48383286595344543,0.0732852965593338,120,-14.195045175254345,0.525934100151062,-0.1399947702884674,0.1799197494983673,0.4756060540676117,-0.19326592981815338,0.18000000715255737
50,1,0.5583910389151296,-0.14219103184187099,0.5583910346031189,-0.14219103753566742,0.5017240643501282,0.03904558718204498,39,-2.5300326189398765,0.5616651773452759,-0.10401695966720581,0.1875218152999878,0.5583910346031189,-0.14219103753566742,0.18000000715255737
51,0,0.5620799244981434,-0.19708243731802155,0.562079906463623,-0.19708243012428284,0.5217344164848328,0.07095199823379517,120,-13.92917215764523,0.6217812895774841,-0.15874876081943512,0.17932119965553284,0.562079906463623,-0.19708243012428284,0.18000000715255737
52,0,0.4964573854932853,-0.17676106257805865,0.49645739793777466,-0.17676106095314026,0.48523426055908203,0.06656891107559204,120,-13.278807801604268,0.5447379946708679,-0.13093101978302002,0.17989647388458252,0.49645739793777466,-0.17676106095314026,0.18000000715255737
53,0,0.45737223432267515,-0.15775111377685963,0.45856642723083496,-0.1577741950750351,0.46455618739128113,0.04781368002295494,120,-11.901736204326156,0.4860366880893707,-0.11863984167575836,0.18018753826618195,0.45856642723083496,-0.1577741950750351,0.18000000715255737
54,0,0.5241554458288056,-0.19688975502479686,0.5241554379463196,-0.1968897581100464,0.5042169094085693,0.07237233221530914,120,-13.97800059922039,0.5832186937332153,-0.1550653576850891,0.17992548644542694,0.5241554379463196,-0.1968897581100464,0.18000000715255737
55,0,0.5208250751145755,-0.16661782098793057,0.5208250880241394,-0.16661782562732697,0.49172696471214294,0.06182490661740303,120,-12.68156223326922,0.568303108215332,-0.12701982259750366,0.17960643768310547,0.5208250880241394,-0.16661782562732697,0.18000000715255737
56,0,0.5637447153336554,-0.1944359019082768,0.5637447237968445,-0.19443589448928833,0.521569013595581,0.0696602612733841,120,-13.798304235972466,0.6221534013748169,-0.1564824879169464,0.17928093671798706,0.5637447237968445,-0.19443589448928833,0.18000000715255737
57,0,0.447945843783966,-0.16863027694979027,0.45365697145462036,-0.16897939145565033,0.4654218554496765,0.05344615504145622,120,-12.540077524036175,0.48530566692352295,-0.12591175734996796,0.18017452955245972,0.45365697145462036,-0.16897939145565033,0.18000000715255737
58,0,0.5066347897099244,-0.1632120178939087,0.5066347718238831,-0.16321201622486115,0.4845673441886902,0.05872412398457527,120,-12.428031661137938,0.5502060651779175,-0.12384200841188431,0.17974010109901428,0.5066347718238831,-0.16321201622486115,0.18000000715255737
59,0,0.4545255936286718,-0.1573558037823317,0.4571406841278076,-0.15740253031253815,0.46350836753845215,0.047461822628974915,120,-11.884737717509264,0.483860045671463,-0.11817675083875656,0.18019653856754303,0.4571406841278076,-0.15740253031253815,0.18000000715255737
60,1,0.5873852571560492,-0.1671596704381795,0.5873852372169495,-0.16715967655181885,0.5242789387702942,0.03934139013290405,41,-3.19560342669487,0.597708523273468,-0.13029490411281586,0.1890644133090973,0.5873852372169495,-0.16715967655181885,0.18000000715255737
61,1,0.569375169574472,-0.16849363985554827,0.5693751573562622,-0.16849364340305328,0.5153073668479919,0.03956768661737442,43,-3.0842751057446005,0.5960371494293213,-0.14012600481510162,0.187072291970253,0.5693751573562622,-0.16849364340305328,0.18000000715255737
62,0,0.52932665381701,-0.15458768628648992,0.5293266773223877,-0.15458768606185913,0.49156782031059265,0.054857224225997925,120,-11.966179104596375,0.572255551815033,-0.12044000625610352,0.17939791083335876,0.5293266773223877,-0.15458768606185913,0.18000000715255737
63,0,0.48027775693510144,-0.16291921110109311,0.48027774691581726,-0.16291920840740204,0.4742174446582794,0.053620919585227966,120,-12.211416430845858,0.5172797441482544,-0.12411132454872131,0.180057555437088,0.48027774691581726,-0.16291920840740204,0.18000000715255737
64,1,0.5555854435465466,-0.16095973603516803,0.5555854439735413,-0.16095973551273346,0.5059784054756165,0.03976287692785263,42,-2.8224104557931415,0.5802863836288452,-0.13071058690547943,0.18747924268245697,0.5555854439735413,-0.16095973551273346,0.18000000715255737
65,0,0.4563797131304302,-0.1548246503964455,0.4580877423286438,-0.15484438836574554,0.46324965357780457,0.046134039759635925,120,-11.738109740912916,0.48371362686157227,-0.11648264527320862,0.18020065128803253,0.4580877423286438,-0.15484438836574554,0.18000000715255737
66,0,0.495037941973088,-0.19938530193297305,0.4950379431247711,-0.19938530027866364,0.4933827519416809,0.07448481023311615,120,-14.286800918057564,0.5513854026794434,-0.15067240595817566,0.17993494868278503,0.4950379431247711,-0.19938530027866364,0.18000000715255737
67,0,0.47433323658014603,-0.1903850047119903,0.4743332266807556,-0.19038499891757965,0.4822462201118469,0.07253209501504898,120,-14.095155464522545,0.5233446955680847,-0.13691750168800354,0.17991116642951965,0.4743332266807556,-0.19038499891757965,0.18000000715255737
68,0,0.4995065982666433,-0.16832981643304606,0.4995065927505493,-0.16832982003688812,0.4834328293800354,0.061949148774147034,120,-12.776666446179153,0.5443976521492004,-0.12563931941986084,0.17989392578601837,0.4995065927505493,-0.16832982003688812,0.18000000715255737
69,1,0.5893734178487144,-0.15298422054315908,0.5893734097480774,-0.15298421680927277,0.5210076570510864,0.036959897726774216,40,-3.0245814485847964,0.5891869068145752,-0.11700549721717834,0.18845760822296143,0.5893734097480774,-0.15298421680927277,0.18000000715255737
70,0,0.5148781342720601,-0.17172438080602948,0.5148781538009644,-0.1717243790626526,0.490933358669281,0.06428151577711105,120,-12.957749795168638,0.5640280842781067,-0.1302955150604248,0.1797829121351242,0.5148781538009644,-0.1717243790626526,0.18000000715255737
71,0,0.44111044990777065,-0.1646398772876853,0.45025044679641724,-0.16517382860183716,0.4619607925415039,0.05131114274263382,120,-12.357137389332056,0.4788253605365753,-0.1225561648607254,0.18020570278167725,0.45025044679641724,-0.16517382860183716,0.18000000715255737
72,1,0.45888151203868777,-0.14171661992832466,0.4593448042869568,-0.1417044997215271,0.4598551392555237,0.03999469801783562,72,-3.7967080846428845,0.48024415969848633,-0.10760602355003357,0.1802946925163269,0.4593448042869568,-0.1417044997215271,0.18000000715255737
73,0,0.4608072733662082,-0.1653178689553771,0.46080726385116577,-0.1653178632259369,0.46829667687416077,0.051741402596235275,120,-12.283663416355846,0.4928865134716034,-0.12472144514322281,0.18015919625759125,0.46080726385116577,-0.1653178632259369,0.18000000715255737
74,0,0.5352206963571536,-0.15898094038401747,0.5352206826210022,-0.15898093581199646,0.4956529140472412,0.05790108069777489,120,-12.262874350026244,0.5806643962860107,-0.12310618907213211,0.17936263978481293,0.5352206826210022,-0.15898093581199646,0.18000000715255737
75,0,0.46103982225775797,-0.16521104012001503,0.46103981137275696,-0.1652110368013382,0.4683353900909424,0.05170047655701637,120,-12.276947923749692,0.4931427240371704,-0.12468552589416504,0.18015854060649872,0.46103981137275696,-0.1652110368013382,0.18000000715255737
76,0,0.4878246511836625,-0.1960896786174983,0.4878246486186981,-0.19608968496322632,0.4893493354320526,0.0734933540225029,120,-14.188092295825491,0.5416273474693298,-0.14602434635162354,0.17993111908435822,0.4878246486186981,-0.19608968496322632,0.18000000715255737
77,0,0.4664461393613729,-0.15769374367381503,0.4664461314678192,-0.1576937437057495,0.46755242347717285,0.048056911677122116,120,-11.853465530872347,0.49650508165359497,-0.12019841372966766,0.18016277253627777,0.4664461314678192,-0.1576937437057495,0.18000000715255737
78,0,0.5548732604825167,-0.19603538338679707,0.5548732876777649,-0.19603538513183594,0.5178633332252502,0.07128404825925827,120,-13.906238724887366,0.6147785186767578,-0.15740278363227844,0.17945130169391632,0.5548732876777649,-0.19603538513183594,0.18000000715255737
79,0,0.5013684274708679,-0.17923696490825203,0.5013684034347534,-0.17923696339130402,0.4880762994289398,0.06775286793708801,120,-13.387593365497887,0.5517171621322632,-0.133899986743927,0.17988961935043335,0.5013684034347534,-0.17923696339130402,0.18000000715255737
80,0,0.451148465624714,-0.14919521879158384,0.45575201511383057,-0.1491837352514267,0.45973196625709534,0.042930275201797485,120,-11.43484562203287,0.4771818518638611,-0.11198540776968002,0.18023470044136047,0.45575201511383057,-0.1491837352514267,0.18000000715255737
81,1,0.5868252750985794,-0.17403084449076683,0.5868252515792847,-0.1740308403968811,0.5262119770050049,0.03990912809967995,42,-3.3116231288015854,0.6042914986610413,-0.1391686499118805,0.1885027289390564,0.5868252515792847,-0.1740308403968811,0.18000000715255737
82,0,0.5778739104788579,-0.17758254245263874,0.5778738856315613,-0.1775825470685959,0.5227032899856567,0.058722492307424545,120,-12.842133938930923,0.6256855726242065,-0.14348924160003662,0.17985747754573822,0.5778738856315613,-0.1775825470685959,0.18000000715255737
83,0,0.5020836780774505,-0.1637975891748635,0.5020836591720581,-0.16379758715629578,0.4829086661338806,0.05853744596242905,120,-12.441036125198012,0.5449300408363342,-0.12391295284032822,0.1798103153705597,0.5020836591720581,-0.16379758715629578,0.18000000715255737
84,1,0.5460813478043559,-0.14696171192510446,0.5460813641548157,-0.14696171879768372,0.49706077575683594,0.03752616420388222,40,-2.495036798268557,0.5592860579490662,-0.11233603954315186,0.18590858578681946,0.5460813641548157,-0.14696171879768372,0.18000000715255737
85,0,0.44423566691157707,-0.1547876660094724,0.4520130455493927,-0.1549198478460312,0.45946556329727173,0.04581179469823837,120,-11.769585587531322,0.4753364324569702,-0.11549036204814911,0.18023592233657837,0.4520130455493927,-0.1549198478460312,0.18000000715255737
86,0,0.4906937392499883,-0.15735442156598445,0.49069374799728394,-0.1573544144630432,0.476253867149353,0.05178235471248627,120,-11.916483716666702,0.5276461839675903,-0.12107867747545242,0.1799784153699875,0.49069374799728394,-0.1573544144630432,0.18000000715255737
87,0,0.48136326804069124,-0.15117542980480403,0.4813632667064667,-0.15117542445659637,0.47071313858032227,0.04627293720841408,120,-11.50189101785422,0.5130414366722107,-0.11744612455368042,0.18011298775672913,0.4813632667064667,-0.15117542445659637,0.18000000715255737
88,1,0.5634513690839619,-0.15214229307528587,0.56345134973526,-0.15214228630065918,0.5071741938591003,0.038202736526727676,40,-2.711252359896898,0.573200523853302,-0.11602112650871277,0.1877242922782898,0.56345134973526,-0.15214228630065918,0.18000000715255737
89,0,0.4905746355293272,-0.15748103129107205,0.4905746281147003,-0.15748102962970734,0.4762497842311859,0.05185787007212639,120,-11.924541253969068,0.5275661945343018,-0.1211373582482338,0.17998166382312775,0.4905746281147003,-0.15748102962970734,0.18000000715255737
90,0,0.45679735489429407,-0.19701185176334385,0.4581499993801117,-0.19719231128692627,0.479132741689682,0.07535308599472046,120,-14.552313353028145,0.5066692233085632,-0.13953843712806702,0.17993755638599396,0.4581499993801117,-0.19719231128692627,0.18000000715255737
91,0,0.5277075987081732,-0.17095444397745838,0.527707576751709,-0.17095445096492767,0.4962232708930969,0.06360949575901031,120,-12.874279113039371,0.577640950679779,-0.13155049085617065,0.179607555270195,0.527707576751709,-0.17095445096492767,0.18000000715255737
92,0,0.5137472713901362,-0.1680657152578809,0.5137472748756409,-0.16806571185588837,0.4891866147518158,0.06252726167440414,120,-12.771535721868279,0.5611175298690796,-0.12725356221199036,0.1797068566083908,0.5137472748756409,-0.16806571185588837,0.18000000715255737
93,0,0.5626579186981955,-0.1906190593111962,0.56265789270401,-0.1906190663576126,0.5196226239204407,0.06857214868068695,120,-13.646693188138306,0.6199973225593567,-0.15301868319511414,0.17926453053951263,0.56265789270401,-0.1906190663576126,0.18000000715255737
94,0,0.47130310860761304,-0.16066671345437397,0.4713031053543091,-0.16066671907901764,0.47023823857307434,0.05018429830670357,120,-12.00555369615555,0.504502534866333,-0.12303368002176285,0.18012666702270508,0.4713031053543091,-0.16066671907901764,0.18000000715255737
95,1,0.5822887539196866,-0.1455409179251664,0.5822887420654297,-0.14554092288017273,0.5150498747825623,0.03349997103214264,40,-2.8408095306158048,0.5827593207359314,-0.11279432475566864,0.18704889714717865,0.5822887420654297,-0.14554092288017273,0.18000000715255737
96,0,0.4787939860606823,-0.19197615782603653,0.4787939786911011,-0.1919761598110199,0.48444029688835144,0.07269885390996933,120,-14.106682919338349,0.5292838215827942,-0.13967040181159973,0.17991650104522705,0.4787939786911011,-0.1919761598110199,0.18000000715255737
97,0,0.46707254450729974,-0.19970717605300475,0.4670725464820862,-0.19970718026161194,0.48355045914649963,0.0758294016122818,120,-14.559655025526876,0.5182361602783203,-0.1437395215034485,0.17993763089179993,0.4670725464820862,-0.19970718026161194,0.18000000715255737
98,0,0.5450077092742558,-0.19525183486882106,0.5450077056884766,-0.19525183737277985,0.5129159092903137,0.07139743864536285,120,-13.874204102903603,0.6046072840690613,-0.15594081580638885,0.1796417236328125,0.5450077056884766,-0.19525183737277985,0.18000000715255737
99,0,0.5145848900055489,-0.15054326439717947,0.5145848989486694,-0.15054325759410858,0.48380550742149353,0.05041641741991043,120,-11.59719475381076,0.553227961063385,-0.11816580593585968,0.17952090501785278,0.5145848989486694,-0.15054325759410858,0.18000000715255737
100,1,0.5827319466247038,-0.146237311459643,0.5827319622039795,-0.146237313747406,0.5154840350151062,0.03382733464241028,40,-2.8547705872356897,0.5832571387290955,-0.11318828165531158,0.18719543516635895,0.5827319622039795,-0.146237313747406,0.18000000715255737
