episode,global_step,episode_reward,episode_length,success,initial_distance,final_distance,moving_reward_20,success_rate_20,alpha,critic_loss,actor_loss,object_x,object_y,object_z
53,6216,-19.92561540633441,120,0,0.5013430714607239,0.11985314637422562,-20.0936015815381,0.2,0.04486723616719246,0.004830656573176384,2.296290397644043,0.572019636631012,-0.1131313145160675,0.029892245307564735
54,6336,-21.783286342709314,120,0,0.4386540949344635,0.15984612703323364,-19.36017967921379,0.2,0.04350143298506737,0.004535609856247902,2.4504761695861816,0.4622417390346527,-0.0015458640409633517,0.029892245307564735
55,6385,-4.9124475158751,49,1,0.4650475084781647,0.0397319421172142,-18.26868463500845,0.25,0.04296514391899109,0.00712896604090929,2.125631093978882,0.5259804725646973,0.002046296140179038,0.029892245307564735
56,6445,-5.724720543175937,60,1,0.4626477360725403,0.03816964477300644,-17.47454302433482,0.3,0.04230900853872299,0.003146509174257517,2.3791520595550537,0.4615981876850128,-0.1477404683828354,0.029892245307564735
57,6565,-17.747254314348094,120,0,0.441265344619751,0.12292610853910446,-17.732760392952475,0.25,0.04103947430849075,0.08352094888687134,2.253653049468994,0.46147656440734863,-0.050368908792734146,0.029892245307564735
58,6620,-4.506496492624285,55,1,0.44177260994911194,0.03633744269609451,-17.306271156362953,0.25,0.04046902433037758,0.009725615382194519,2.3752429485321045,0.4348415732383728,-0.10062653571367264,0.02989388071000576
59,6740,-17.459087546318766,120,0,0.4643249213695526,0.13922476768493652,-17.011937723634528,0.25,0.039271365851163864,0.005267307162284851,2.3411927223205566,0.4909760057926178,-0.1159161627292633,0.029892245307564735
60,6800,-5.5779131613043145,60,1,0.4886166453361511,0.035471562296152115,-16.256361181175684,0.3,0.03868255764245987,0.06163859739899635,2.475663661956787,0.5492720007896423,-0.10834603011608124,0.029892245307564735
61,6920,-15.2211766320467,120,0,0.46305879950523376,0.04217659309506416,-15.842441912178298,0.3,0.03753660246729851,0.009651191532611847,2.248469352722168,0.4865160882472992,0.11782752722501755,0.029892245307564735
62,7040,-16.88521454453468,120,0,0.509087324142456,0.04329817742109299,-15.50237913445325,0.3,0.036424703896045685,0.006250742822885513,2.0854837894439697,0.5347338318824768,0.19747145473957062,0.029892245307564735
63,7095,-6.288382111601531,55,1,0.5062022805213928,0.03729108348488808,-14.613490765706985,0.35,0.035934075713157654,0.06014137715101242,2.477663516998291,0.5982987880706787,0.05546220764517784,0.029892245307564735
64,7215,-17.803350637694823,120,0,0.4321349859237671,0.12672391533851624,-14.223455897201669,0.35,0.034878455102443695,0.03323689103126526,2.3361802101135254,0.4026685357093811,-0.09507531672716141,0.02989591658115387
65,7271,-4.7835329654812755,56,1,0.48252013325691223,0.037621572613716125,-13.34952670721186,0.4,0.03440063074231148,0.00880825612694025,2.2593541145324707,0.5590309500694275,-0.031540509313344955,0.029892245307564735
66,7391,-16.65692895118147,120,0,0.43538448214530945,0.1391751617193222,-13.07746487092308,0.4,0.03340007737278938,0.005750870332121849,2.364032745361328,0.4440898895263672,0.04950011894106865,0.029892245307564735
67,7437,-4.142649261206392,46,1,0.48364412784576416,0.037109967321157455,-12.46811407130293,0.45,0.033026713877916336,0.004153980873525143,2.366553783416748,0.551531195640564,-0.07618789374828339,0.029892245307564735
68,7557,-19.141566808819764,120,0,0.4860464632511139,0.0750964879989624,-12.526212009061942,0.45,0.032081399112939835,0.004963214509189129,2.306697368621826,0.47689521312713623,0.19764189422130585,0.029892245307564735
69,7677,-17.92648842252791,120,0,0.4338238537311554,0.15605078637599945,-12.578336754103074,0.45,0.031160425394773483,0.06583190709352493,2.394645929336548,0.4475533962249756,0.011500129476189613,0.029892245307564735
70,7726,-4.39613584935665,49,1,0.5078318119049072,0.037710823118686676,-11.857398850933532,0.5,0.03079921379685402,0.007088135462254286,2.181917667388916,0.5635998845100403,-0.1540733128786087,0.029892245307564735
71,7778,-5.167475822567941,52,1,0.5311532020568848,0.039738453924655914,-11.711928235911648,0.5,0.030415479093790054,0.00762441661208868,2.572709321975708,0.579431414604187,-0.19898347556591034,0.029892245307564735
72,7898,-15.820264145061376,120,0,0.46365633606910706,0.05561768263578415,-12.093499373738537,0.45,0.029550373554229736,0.006608721800148487,2.278931140899658,0.4395483732223511,0.17056432366371155,0.029892245307564735
73,7946,-3.874896219670771,48,1,0.49620482325553894,0.03936741501092911,-11.290963414405354,0.5,0.029213538393378258,0.05204380676150322,2.4951813220977783,0.5421881675720215,-0.15031245350837708,0.029892245307564735
74,8013,-6.02747834354639,67,1,0.5035303831100464,0.037846341729164124,-10.50317301444721,0.55,0.02874535135924816,0.008038721978664398,2.225257396697998,0.545930027961731,0.16776032745838165,0.029892245307564735
75,8133,-14.810097794532767,120,0,0.4310603737831116,0.1031256914138794,-10.998055528380092,0.5,0.027933642268180847,0.05077909305691719,2.067659378051758,0.43909546732902527,-0.0069188703782856464,0.029892245307564735
76,8177,-3.1125746579468263,44,1,0.46886444091796875,0.039036545902490616,-10.867448234118637,0.5,0.02764870971441269,0.006883576977998018,2.3307409286499023,0.5338990092277527,-0.006201001349836588,0.029892245307564735
77,8297,-17.33171851588413,120,0,0.4449373185634613,0.14932627975940704,-10.846671444195437,0.5,0.026891043409705162,0.04621204361319542,1.9897958040237427,0.4554975628852844,-0.08719167113304138,0.029892245307564735
78,8339,-2.817995063662532,42,1,0.4582224190235138,0.03541259095072746,-10.762246372747349,0.5,0.026629826053977013,0.009343408048152924,2.2702231407165527,0.509120523929596,0.028317084535956383,0.029892245307564735
79,8381,-3.006496155411007,42,1,0.48482179641723633,0.03542298078536987,-10.039616803201962,0.55,0.02637181431055069,0.008518804796040058,2.307450771331787,0.556115984916687,-0.06842533499002457,0.029892245307564735
80,8425,-3.748802735209466,44,1,0.5222457051277161,0.039052531123161316,-9.94816128189722,0.55,0.026111118495464325,0.008893368765711784,2.296212673187256,0.5666223168373108,-0.1924211084842682,0.029892245307564735
81,8545,-19.796429534330958,120,0,0.45454877614974976,0.21715423464775085,-10.176923927011433,0.55,0.02541346848011017,0.011264361441135406,2.3522329330444336,0.43874937295913696,-0.1495128571987152,0.02989225648343563
82,8587,-4.052717449516059,42,1,0.5225034356117249,0.03703111410140991,-9.535299072260504,0.6,0.025177383795380592,0.008629713207483292,2.0806667804718018,0.5974861979484558,0.14254073798656464,0.029892245307564735
83,8707,-19.311703747361893,120,0,0.4499819576740265,0.15381713211536407,-10.18646515404852,0.55,0.02451573684811592,0.010892864316701889,2.1123580932617188,0.44047585129737854,0.12787523865699768,0.029892245307564735
84,8750,-3.21112525303848,43,1,0.49246811866760254,0.038405515253543854,-9.456853884815704,0.6,0.024274997413158417,0.008474081754684448,2.3111062049865723,0.5732990503311157,-0.05743676796555519,0.029892245307564735
85,8794,-4.452101451903578,44,1,0.5184969305992126,0.03986327722668648,-9.440282309136817,0.6,0.024032551795244217,0.007752843201160431,2.111179828643799,0.5960057377815247,0.13040299713611603,0.029892245307564735
86,8914,-14.234024433773019,120,0,0.48152613639831543,0.07958697527647018,-9.319137083266396,0.6,0.023391233757138252,0.013149410486221313,2.103729486465454,0.49849820137023926,-0.16395805776119232,0.029892245307564735
87,9034,-25.51181272149087,120,0,0.5105262398719788,0.18733054399490356,-10.387595256280619,0.55,0.022777367383241653,0.00790266040712595,2.2166588306427,0.5532742738723755,0.1779734492301941,0.029892245307564735
88,9154,-23.44021756492554,120,0,0.47110408544540405,0.160275399684906,-10.60252779408591,0.55,0.022187497466802597,0.03690270334482193,2.3445072174072266,0.5155107975006104,0.10074392706155777,0.029892245307564735
89,9197,-2.7325732187926777,43,1,0.4292192757129669,0.038745149970054626,-9.842832033899146,0.6,0.02198559045791626,0.00784812681376934,2.2411656379699707,0.4190460741519928,0.05794940143823624,0.029892245307564735
90,9317,-20.45177897907794,120,0,0.4849577248096466,0.16790401935577393,-10.645614190385212,0.55,0.02143944427371025,0.00983620434999466,2.2273061275482178,0.5401381254196167,0.11188652366399765,0.029892245307564735
91,9355,-2.052448679506777,38,1,0.45422011613845825,0.03758766129612923,-10.489862833232152,0.55,0.021267125383019447,0.05415550246834755,2.1126835346221924,0.4829142093658447,-0.08399912714958191,0.029892245307564735
92,9475,-23.213104805648342,120,0,0.4572572708129883,0.18563885986804962,-10.859504866261503,0.55,0.020735325291752815,0.024410048499703407,2.152937650680542,0.42400112748146057,0.16455517709255219,0.029892245307564735
93,9518,-3.1767081241309647,43,1,0.49908000230789185,0.03753266856074333,-10.82459546148451,0.55,0.020549701526761055,0.01910252869129181,2.1006031036376953,0.5288617610931396,-0.17761129140853882,0.029892245307564735
94,9559,-2.3695371739566307,41,1,0.44962817430496216,0.039083898067474365,-10.641698403005021,0.55,0.020373880863189697,0.011884728446602821,2.4041900634765625,0.45811066031455994,0.1049564778804779,0.029892245307564735
95,9603,-4.158216347396375,44,1,0.5191470384597778,0.03643275797367096,-10.109104330648204,0.6,0.02018982544541359,0.010105466470122337,1.8767774105072021,0.5556656122207642,0.1984129101037979,0.029892245307564735
96,9645,-3.3829066251218336,42,1,0.5091029405593872,0.034449901431798935,-10.122620929006953,0.6,0.020019859075546265,0.012902852147817612,2.3707807064056396,0.5720697045326233,-0.14357276260852814,0.029892245307564735
97,9690,-2.5148277823627003,45,1,0.4448990523815155,0.037019986659288406,-9.381776392330881,0.65,0.01983352191746235,0.012095160782337189,2.0489635467529297,0.4568934738636017,0.08456866443157196,0.029892245307564735
98,9810,-18.464690906032928,120,0,0.4592970907688141,0.1479761302471161,-10.164111184449402,0.6,0.019348012283444405,0.021733414381742477,2.6163010597229004,0.4053861200809479,0.181539848446846,0.029892245307564735
99,9851,-2.9680109184980408,41,1,0.4745471775531769,0.03859320655465126,-10.162186922603754,0.6,0.019185876473784447,0.11046317219734192,2.0590598583221436,0.5008312463760376,0.1389637589454651,0.029892245307564735
100,9890,-1.9149601978063595,39,1,0.42510247230529785,0.03811268508434296,-10.070494795733596,0.6,0.019033053889870644,0.00807292852550745,2.2828361988067627,0.4163491129875183,-0.020929357036948204,0.029892245307564735
101,10010,-13.533472782857721,120,0,0.47160086035728455,0.0787351056933403,-9.757346958159935,0.6,0.018582509830594063,0.03035186603665352,2.1756341457366943,0.4728381335735321,-0.16306579113006592,0.029892245307564735
102,10130,-16.436709298193446,120,0,0.46999016404151917,0.08312714099884033,-10.376546550593805,0.55,0.018162596970796585,0.013400427997112274,2.0420613288879395,0.4266403019428253,-0.19818808138370514,0.029893262311816216
103,10176,-3.7821366378664996,46,1,0.5017222166061401,0.03840012103319168,-9.600068195119036,0.6,0.017986392602324486,0.011202162131667137,2.16666316986084,0.594721257686615,-0.025135638192296028,0.029892245307564735
104,10221,-3.085364692509173,45,1,0.45773476362228394,0.037307921797037125,-9.593780167092572,0.6,0.01782912015914917,0.011495241895318031,2.056089162826538,0.4396553337574005,0.15364815294742584,0.029892245307564735
105,10341,-14.232623625360436,120,0,0.514694094657898,0.061357323080301285,-10.082806275765414,0.55,0.01741640642285347,0.008306588046252728,1.9798612594604492,0.5772833824157715,0.15344813466072083,0.029892245307564735
106,10461,-15.683981411084533,120,0,0.47489121556282043,0.0988399088382721,-10.155304124630991,0.55,0.017008300870656967,0.04463568329811096,1.4377142190933228,0.43394917249679565,-0.20413853228092194,0.029894156381487846
107,10501,-2.9155037002265427,40,1,0.4967692494392395,0.03509295731782913,-9.025488673567773,0.6,0.016880393028259277,0.012951774522662163,2.0459957122802734,0.5174145102500916,0.18491220474243164,0.029892245307564735
108,10543,-3.0809763447940313,42,1,0.5062640309333801,0.03656048700213432,-8.007526612561199,0.65,0.016738807782530785,0.007698959670960903,2.151337146759033,0.586699903011322,-0.09879811108112335,0.029892245307564735
109,10581,-1.7355015330016608,38,1,0.4292297959327698,0.0393124483525753,-7.957673028271648,0.65,0.016611825674772263,0.08080162107944489,2.40567684173584,0.4230245053768158,-0.04959791526198387,0.029892245307564735
110,10693,-8.73128439450636,112,1,0.5080244541168213,0.03879933059215546,-7.371648299043069,0.7,0.016252480447292328,0.016055814921855927,1.8132905960083008,0.5325208306312561,0.19727371633052826,0.029892245307564735
111,10813,-13.55727277636528,120,0,0.47727179527282715,0.08257343620061874,-7.946889503885993,0.65,0.015890352427959442,0.11430133879184723,2.0280637741088867,0.45959874987602234,0.1902283877134323,0.029892245307564735
112,10851,-2.10888301730156,38,1,0.4713734984397888,0.035296082496643066,-6.891678414468653,0.7,0.015770452097058296,0.22404149174690247,1.3649959564208984,0.49153053760528564,0.14081041514873505,0.029892245307564735
113,10889,-2.476978092640639,38,1,0.4913908839225769,0.03794429823756218,-6.8566919128941395,0.7,0.015651442110538483,0.02266388200223446,1.5623196363449097,0.5403010249137878,0.13683435320854187,0.029892245307564735
114,10927,-1.8393165092170243,38,1,0.43460115790367126,0.0395030714571476,-6.830180879657158,0.7,0.015534522011876106,0.009284453466534615,2.072056770324707,0.4439919888973236,0.042374465614557266,0.029892245307564735
115,10965,-1.9854795737564563,38,1,0.44145962595939636,0.03868408501148224,-6.721544040975163,0.7,0.015421475283801556,0.015674280002713203,1.6356834173202515,0.4253864288330078,0.11204809695482254,0.029892245307564735
116,11085,-14.253426955565802,120,0,0.46226733922958374,0.07139215618371964,-7.2650700574973595,0.65,0.01507917232811451,0.05667048320174217,1.871673583984375,0.4441368877887726,-0.1661679893732071,0.029891453683376312
117,11124,-1.8164117075502846,39,1,0.4363417625427246,0.03785943239927292,-7.230149253756738,0.65,0.01496948953717947,0.014440052211284637,1.470278024673462,0.43860310316085815,-0.06898392736911774,0.029892245307564735
118,11162,-1.7756933742761616,38,1,0.44009992480278015,0.03705385699868202,-6.395699377168901,0.7,0.014865649864077568,0.01276182010769844,1.5854313373565674,0.4191771149635315,0.11308179795742035,0.029892245307564735
119,11211,-3.2672301093861478,49,1,0.49221497774124146,0.03939881920814514,-6.410660336713306,0.7,0.014729926362633705,0.05315287038683891,1.6405584812164307,0.5184929370880127,-0.17097800970077515,0.029892245307564735
120,11268,-4.184145587980751,57,1,0.5188175439834595,0.03766694664955139,-6.524119606222025,0.7,0.014569560065865517,0.010131606832146645,1.8693232536315918,0.574000895023346,0.1719636619091034,0.029892245307564735
121,11305,-1.8749892526865022,37,1,0.4649500846862793,0.03657059371471405,-5.941195429713465,0.75,0.014470539055764675,0.054534196853637695,1.7088451385498047,0.49480801820755005,0.11221837997436523,0.029892245307564735
122,11343,-1.7265319833159438,38,1,0.4531761407852173,0.032617781311273575,-5.20568656396959,0.8,0.014366324059665203,0.014871129766106606,1.6406331062316895,0.4709155857563019,-0.10092366486787796,0.029892245307564735
123,11383,-2.492420965433122,40,1,0.45588406920433044,0.03866249695420265,-5.141200780347921,0.8,0.014259358868002892,0.011127307079732418,1.651527762413025,0.4005430042743683,0.1753925085067749,0.029892245307564735
124,11422,-1.880397224575284,39,1,0.4233051538467407,0.03267388418316841,-5.080952406951226,0.8,0.014154761098325253,0.041301608085632324,1.2492583990097046,0.40204057097435,-0.0428619310259819,0.029892245307564735
125,11542,-13.95427617781795,120,0,0.48361119627952576,0.05688262730836868,-5.067035034574102,0.8,0.01387146208435297,0.0108441561460495,1.6968919038772583,0.4840245842933655,-0.18500781059265137,0.029892245307564735
126,11580,-2.150808005928993,38,1,0.46093398332595825,0.035249508917331696,-4.390376364316325,0.85,0.013780062086880207,0.025062713772058487,1.6884891986846924,0.5139684081077576,0.03621046990156174,0.029892245307564735
127,11621,-2.5793705260753654,41,1,0.4812314808368683,0.03570377826690674,-4.373569705608766,0.85,0.013684794306755066,0.0423642061650753,1.325418472290039,0.5565347671508789,0.03169828653335571,0.029892245307564735
128,11670,-3.270549187660217,49,1,0.49379852414131165,0.0374348983168602,-4.383048347752076,0.85,0.013561641797423363,0.011809812858700752,1.4650347232818604,0.49645107984542847,0.19907674193382263,0.029892245307564735
129,11708,-2.390406305044892,38,1,0.4741583466529846,0.03835519775748253,-4.415793586354237,0.85,0.013472591526806355,0.10519260168075562,1.5746840238571167,0.5356423258781433,0.0650896430015564,0.029892245307564735
130,11751,-3.089765981584785,43,1,0.5013918280601501,0.03567231073975563,-4.13371766570816,0.85,0.013384133577346802,0.090155228972435,1.450853705406189,0.5873978137969971,0.06678811460733414,0.029892245307564735
131,11790,-2.1227082554996004,39,1,0.43271604180336,0.03899214789271355,-3.561989439664875,0.9,0.013301885686814785,0.011714957654476166,1.1936819553375244,0.4077441692352295,0.09368349611759186,0.029892245307564735
132,11829,-2.4229276512563214,39,1,0.49221113324165344,0.03526900336146355,-3.5776916713626123,0.9,0.013224349357187748,0.03216337412595749,1.6855378150939941,0.5047727227210999,0.18666644394397736,0.029892245307564735
133,11872,-3.039219197034833,43,1,0.505974292755127,0.037730395793914795,-3.605803726582322,0.9,0.013131394982337952,0.13110464811325073,1.2692034244537354,0.5974447727203369,-0.0578107126057148,0.029892245307564735
134,11908,-1.4567992356419577,36,1,0.43202218413352966,0.03873343765735626,-3.5866778629035685,0.9,0.013062088750302792,0.022450923919677734,1.4431147575378418,0.4418282210826874,0.012193114496767521,0.029892245307564735
