episode,success,initial_distance_m,final_distance_m,steps,episode_reward,object_x,object_y,object_z,goal_x,goal_y,goal_z,final_ee_x,final_ee_y,final_ee_z
20,1,0.48255741596221924,0.03749699890613556,39,-2.154740769118071,0.5242425203323364,-0.13173741102218628,0.029892245307564735,0.5242425203323364,-0.13173741102218628,0.18000000715255737,0.5319223999977112,-0.09519211202859879,0.18338903784751892
21,1,0.432701051235199,0.039779309183359146,39,-1.7001131555438027,0.41987738013267517,-0.07856329530477524,0.029892245307564735,0.41987738013267517,-0.07856329530477524,0.18000000715255737,0.43421614170074463,-0.04176825284957886,0.1847873032093048
22,1,0.4428226053714752,0.03656471520662308,37,-1.4584610009193417,0.44404101371765137,0.09484656155109406,0.029892245307564735,0.44404101371765137,0.09484656155109406,0.18000000715255737,0.46408703923225403,0.11637182533740997,0.2017209231853485
23,1,0.4468567371368408,0.0333748497068882,36,-1.334965272545813,0.46817710995674133,0.0734035074710846,0.029892245307564735,0.46817710995674133,0.0734035074710846,0.18000000715255737,0.4799196422100067,0.08767680823802948,0.20778968930244446
24,1,0.50689297914505,0.0376444011926651,44,-2.918205039054156,0.5946184396743774,0.0768522098660469,0.029892245307564735,0.5946184396743774,0.0768522098660469,0.18000000715255737,0.5673134922981262,0.1020522341132164,0.17395851016044617
25,1,0.4485001862049103,0.03342809900641441,36,-1.3487554186582544,0.47074198722839355,0.07762904465198517,0.029892245307564735,0.47074198722839355,0.07762904465198517,0.18000000715255737,0.4812817871570587,0.09281481057405472,0.20785216987133026
26,1,0.491815447807312,0.03932296484708786,44,-2.5461406505107886,0.5854548811912537,-0.005726621486246586,0.030703229829669,0.5854548811912537,-0.005726621486246586,0.18070323765277863,0.5535736083984375,0.01709349825978279,0.17768293619155884
27,1,0.468000590801239,0.03434257581830025,36,-1.6082721510529518,0.5151537656784058,-0.085927814245224,0.029892245307564735,0.5151537656784058,-0.085927814245224,0.18000000715255737,0.50711590051651,-0.06214078888297081,0.2034303843975067
28,1,0.48345947265625,0.0352848619222641,38,-2.0478590503335,0.533937931060791,-0.11798300594091415,0.029892245307564735,0.533937931060791,-0.11798300594091415,0.18000000715255737,0.5312989950180054,-0.08354630321264267,0.18722295761108398
29,1,0.5069096684455872,0.03996488079428673,43,-2.6726484896242635,0.5452168583869934,0.1785752773284912,0.029891369864344597,0.5452168583869934,0.1785752773284912,0.18000000715255737,0.511662483215332,0.19929935038089752,0.1735340654850006
30,1,0.49394845962524414,0.03607625514268875,39,-2.3369052262604253,0.5470322966575623,-0.1343795359134674,0.029892245307564735,0.5470322966575623,-0.1343795359134674,0.18000000715255737,0.5509641766548157,-0.09894780069589615,0.18553432822227478
31,1,0.4558492600917816,0.03862824663519859,36,-1.5605798305571073,0.43120139837265015,0.15510094165802002,0.029892245307564735,0.43120139837265015,0.15510094165802002,0.18000000715255737,0.4453790485858917,0.1646202653646469,0.21464850008487701
32,0,0.49255818128585815,0.057399850338697433,120,-12.214704374298455,0.528845489025116,-0.15838466584682465,0.029892245307564735,0.528845489025116,-0.15838466584682465,0.18000000715255737,0.5734540224075317,-0.12226682901382446,0.17943131923675537
33,1,0.4886331856250763,0.03961983695626259,39,-2.200827360451221,0.5710103511810303,0.027388406917452812,0.029892245307564735,0.5710103511810303,0.027388406917452812,0.18000000715255737,0.5320600867271423,0.03323135897517204,0.1757025420665741
34,1,0.4641096889972687,0.031894881278276443,36,-1.4969411909580232,0.4826260805130005,0.12743248045444489,0.029892245307564735,0.4826260805130005,0.12743248045444489,0.18000000715255737,0.4788472652435303,0.13832202553749084,0.20973923802375793
35,1,0.46551427245140076,0.03954353183507919,35,-1.5189836373925196,0.5031214356422424,0.09963174164295197,0.029892245307564735,0.5031214356422424,0.09963174164295197,0.18000000715255737,0.49298521876335144,0.11001792550086975,0.21678417921066284
36,0,0.47846701741218567,0.07253419607877731,120,-14.177527642697104,0.4633227288722992,-0.19020749628543854,0.029892245307564735,0.4633227288722992,-0.19020749628543854,0.18000000715255737,0.5099803805351257,-0.13467131555080414,0.17992529273033142
37,1,0.4382476806640625,0.03407495096325874,37,-1.3889743883907792,0.44430437684059143,0.0699484795331955,0.029892245307564735,0.44430437684059143,0.0699484795331955,0.18000000715255737,0.4662533104419708,0.08670854568481445,0.19996114075183868
38,1,0.4591604471206665,0.037095267325639725,35,-1.4121341811120507,0.4989504814147949,0.07529743760824203,0.029892245307564735,0.4989504814147949,0.07529743760824203,0.18000000715255737,0.4942982792854309,0.08481121063232422,0.2155514359474182
39,1,0.4665069282054901,0.038095831871032715,35,-1.5219673663377753,0.5178915858268738,0.06957432627677917,0.029892245307564735,0.5178915858268738,0.06957432627677917,0.18000000715255737,0.5019668340682983,0.07586611062288284,0.21403099596500397
40,1,0.453327476978302,0.038984522223472595,37,-1.6092059221863755,0.4740457832813263,-0.09636873751878738,0.029892245307564735,0.4740457832813263,-0.09636873751878738,0.18000000715255737,0.4813270568847656,-0.06230009347200394,0.19749581813812256
41,1,0.47366830706596375,0.034672148525714874,36,-1.6759505970776072,0.5361801981925964,0.05937962606549263,0.029892245307564735,0.5361801981925964,0.05937962606549263,0.18000000715255737,0.5103067755699158,0.06426337361335754,0.2025582194328308
42,1,0.4229772686958313,0.037891991436481476,39,-1.6679928267002095,0.4024975597858429,0.0383746400475502,0.029892245307564735,0.4024975597858429,0.0383746400475502,0.18000000715255737,0.43696776032447815,0.05348201096057892,0.18440179526805878
43,1,0.4740470051765442,0.033700305968523026,36,-1.6565085665881636,0.4576450288295746,0.18360669910907745,0.029892245307564735,0.4576450288295746,0.18360669910907745,0.18000000715255737,0.4532146751880646,0.1829763501882553,0.2134018838405609
44,1,0.4282919466495514,0.03261180222034454,37,-1.355692908316854,0.42970213294029236,0.007865692488849163,0.029892245307564735,0.42970213294029236,0.007865692488849163,0.18000000715255737,0.4543455243110657,0.018660563975572586,0.19843105971813202
45,1,0.4425654113292694,0.03672367334365845,35,-1.2426072435080995,0.4718458652496338,0.01937292516231537,0.029892245307564735,0.4718458652496338,0.01937292516231537,0.18000000715255737,0.481323778629303,0.024475080892443657,0.21511076390743256
46,1,0.49139127135276794,0.03821762278676033,38,-2.151997819542882,0.5499271750450134,0.11891233175992966,0.029892245307564735,0.5499271750450134,0.11891233175992966,0.18000000715255737,0.5177745223045349,0.13623470067977905,0.19125740230083466
47,1,0.43605419993400574,0.03349776566028595,36,-1.2706661148369305,0.451071172952652,0.032730549573898315,0.029892245307564735,0.451071172952652,0.032730549573898315,0.18000000715255737,0.4693484604358673,0.04132312908768654,0.20672468841075897
48,1,0.47808220982551575,0.0373782217502594,36,-1.7817930358648288,0.5429180264472961,0.06777461618185043,0.029892245307564735,0.5429180264472961,0.06777461618185043,0.18000000715255737,0.5142070651054382,0.07409750670194626,0.20308318734169006
49,1,0.5001389980316162,0.03872610628604889,44,-2.739496934562923,0.594700813293457,0.03459823131561279,0.03267966955900192,0.594700813293457,0.03459823131561279,0.182679682970047,0.5612836480140686,0.05357757955789566,0.17790594696998596
50,0,0.50803142786026,0.0709046870470047,120,-13.798600577749319,0.5358157157897949,-0.1934608817100525,0.029892245307564735,0.5358157157897949,-0.1934608817100525,0.18000000715255737,0.5943414568901062,-0.15343382954597473,0.17978353798389435
51,1,0.44142305850982666,0.03941727057099342,44,-2.0869234199821936,0.43129265308380127,-0.102693110704422,0.029900038614869118,0.43129265308380127,-0.102693110704422,0.18000000715255737,0.4387253224849701,-0.06490357965230942,0.1716078668832779
52,1,0.4574125111103058,0.038700755685567856,39,-1.838383689224723,0.47480908036231995,-0.11292371898889542,0.029892245307564735,0.47480908036231995,-0.11292371898889542,0.18000000715255737,0.484255313873291,-0.07543464750051498,0.1817568838596344
53,1,0.4812313914299011,0.037264831364154816,40,-2.2168916086852573,0.5171893239021301,-0.13817094266414642,0.029892245307564735,0.5171893239021301,-0.13817094266414642,0.18000000715255737,0.5321469902992249,-0.10405602306127548,0.18105269968509674
54,1,0.46970754861831665,0.039399273693561554,37,-1.80467939212918,0.5075830221176147,-0.1099015474319458,0.029892245307564735,0.5075830221176147,-0.1099015474319458,0.18000000715255737,0.5105242133140564,-0.07374308258295059,0.19536937773227692
55,0,0.5235229730606079,0.06653700768947601,120,-13.559558562375603,0.5702692270278931,-0.19093145430088043,0.029892245307564735,0.5702692270278931,-0.19093145430088043,0.18000000715255737,0.6255362033843994,-0.15388622879981995,0.17937859892845154
56,1,0.42219990491867065,0.0359121635556221,38,-1.5487647324800502,0.40642625093460083,0.0070671564899384975,0.029892245307564735,0.40642625093460083,0.0070671564899384975,0.18000000715255737,0.4378167986869812,0.01995321549475193,0.1917586773633957
57,1,0.42626717686653137,0.035677049309015274,37,-1.4069148947298542,0.42251354455947876,0.006613381672650576,0.029892245307564735,0.42251354455947876,0.006613381672650576,0.18000000715255737,0.4502011239528656,0.01821259595453739,0.19927974045276642
58,1,0.44216760993003845,0.03587784245610237,38,-1.6124264216423052,0.4178101420402527,0.12213318049907684,0.029892245307564735,0.4178101420402527,0.12213318049907684,0.18000000715255737,0.44035521149635315,0.14468486607074738,0.19644266366958618
59,1,0.48271581530570984,0.03819720819592476,41,-2.1386619055271137,0.5581406354904175,-0.04039372503757477,0.029892245307564735,0.5581406354904175,-0.04039372503757477,0.18000000715255737,0.5230154395103455,-0.02952774614095688,0.16964733600616455
60,1,0.4379497766494751,0.03853964805603027,37,-1.4900226226449025,0.44108152389526367,-0.07420425862073898,0.029892245307564735,0.44108152389526367,-0.07420425862073898,0.18000000715255737,0.4541289806365967,-0.04399135708808899,0.20005615055561066
61,1,0.4999774694442749,0.03726423904299736,38,-2.3896998301148393,0.5650842189788818,-0.12271512299776077,0.029892245307564735,0.5650842189788818,-0.12271512299776077,0.18000000715255737,0.5552396774291992,-0.08791966736316681,0.18899916112422943
62,1,0.4999624788761139,0.03875969350337982,44,-2.729693530946969,0.5934295654296875,0.04055147245526314,0.03244449198246002,0.5934295654296875,0.04055147245526314,0.1824444979429245,0.5597813725471497,0.05923791229724884,0.17786957323551178
63,1,0.5191655158996582,0.03515419363975525,40,-2.9599039326608176,0.5880385637283325,-0.1491309255361557,0.029892245307564735,0.5880385637283325,-0.1491309255361557,0.18000000715255737,0.5872185826301575,-0.11486425250768661,0.1878064125776291
64,0,0.46336308121681213,0.06694117933511734,120,-14.236690535992384,0.41559892892837524,-0.1904248744249344,0.02989225648343563,0.41559892892837524,-0.1904248744249344,0.18000000715255737,0.4457525610923767,-0.13066019117832184,0.1802503615617752
65,0,0.4565870761871338,0.042298823595047,120,-11.44631196275353,0.4457659125328064,-0.14804710447788239,0.02989155612885952,0.4457659125328064,-0.14804710447788239,0.18000000715255737,0.4625571668148041,-0.10922496020793915,0.18029232323169708
66,1,0.5251890420913696,0.03977825492620468,49,-3.6351159578561782,0.592192530632019,0.1617986559867859,0.029892245307564735,0.592192530632019,0.1617986559867859,0.18000000715255737,0.5582922101020813,0.18255391716957092,0.17848442494869232
67,1,0.44764572381973267,0.03650078549981117,35,-1.2814864547550657,0.480197936296463,0.04555020481348038,0.029892245307564735,0.480197936296463,0.04555020481348038,0.18000000715255737,0.4861149787902832,0.05233544111251831,0.21537311375141144
68,1,0.4620877504348755,0.03759053349494934,36,-1.631539217978717,0.42669472098350525,0.17573224008083344,0.029892245307564735,0.42669472098350525,0.17573224008083344,0.18000000715255737,0.43791139125823975,0.1801012009382248,0.2156110554933548
69,1,0.4315980076789856,0.039166152477264404,43,-1.935261676460505,0.40548452734947205,0.09055045992136002,0.029638057574629784,0.40548452734947205,0.09055045992136002,0.18000000715255737,0.4335950016975403,0.11688444763422012,0.17290706932544708
70,0,0.48387402296066284,0.06577721238136292,120,-13.200352609977124,0.49454182386398315,-0.17506669461727142,0.029892245307564735,0.49454182386398315,-0.17506669461727142,0.18000000715255737,0.5416355729103088,-0.12914490699768066,0.17990151047706604
71,1,0.5073639750480652,0.03890460357069969,40,-2.6691481456160533,0.5960088968276978,-0.07471440732479095,0.029892245307564735,0.5960088968276978,-0.07471440732479095,0.18000000715255737,0.5577820539474487,-0.07322131097316742,0.17292559146881104
72,1,0.42911744117736816,0.038237813860177994,37,-1.435024929642677,0.42529815435409546,0.04278816282749176,0.029892245307564735,0.42529815435409546,0.04278816282749176,0.18000000715255737,0.4551534056663513,0.05558761581778526,0.20017346739768982
73,1,0.42708534002304077,0.038822758942842484,39,-1.7092015920579433,0.4059354066848755,-0.06554722040891647,0.029892245307564735,0.4059354066848755,-0.06554722040891647,0.18000000715255737,0.42530909180641174,-0.03230820968747139,0.1851995438337326
74,1,0.5218693614006042,0.03891945630311966,49,-3.5530811291933038,0.5921528339385986,0.1507498025894165,0.029892245307564735,0.5921528339385986,0.1507498025894165,0.18000000715255737,0.5600602030754089,0.1727401316165924,0.1788989007472992
75,1,0.4344438910484314,0.03407755121588707,36,-1.2732279914617548,0.44803425669670105,0.023135041818022728,0.029892245307564735,0.44803425669670105,0.023135041818022728,0.18000000715255737,0.4674658477306366,0.031006569042801857,0.2068650722503662
76,1,0.519206702709198,0.03904610872268677,47,-3.1798222206532962,0.5580716133117676,0.1955181062221527,0.029892245307564735,0.5580716133117676,0.1955181062221527,0.18000000715255737,0.5224555730819702,0.21104231476783752,0.1761147379875183
77,1,0.4316079914569855,0.03663744032382965,36,-1.302136258631946,0.4408876895904541,0.006607939023524523,0.029892245307564735,0.4408876895904541,0.006607939023524523,0.18000000715255737,0.463107705116272,0.016416136175394058,0.2074294090270996
78,1,0.44831863045692444,0.03596418723464012,35,-1.2810028918087513,0.4822990596294403,0.044108834117650986,0.029892245307564735,0.4822990596294403,0.044108834117650986,0.18000000715255737,0.4869491159915924,0.05048413574695587,0.21508783102035522
79,1,0.4370294213294983,0.039620548486709595,45,-2.15351996034384,0.4205634593963623,-0.09733419120311737,0.02989373169839382,0.4205634593963623,-0.09733419120311737,0.18000000715255737,0.4262159466743469,-0.058843519538640976,0.17249630391597748
80,1,0.43009528517723083,0.03952699899673462,38,-1.5675595983862882,0.41756656765937805,0.06663473695516586,0.029892245307564735,0.41756656765937805,0.06663473695516586,0.18000000715255737,0.4497338831424713,0.08537187427282333,0.19328786432743073
81,1,0.46460139751434326,0.0398244671523571,35,-1.5074168950319242,0.49196088314056396,0.11545579880475998,0.029892245307564735,0.49196088314056396,0.11545579880475998,0.18000000715255737,0.4858187139034271,0.12413834780454636,0.21837806701660156
82,1,0.4927148222923279,0.03925810754299164,38,-2.1937384113669376,0.5528295636177063,0.11842384189367294,0.029892245307564735,0.5528295636177063,0.11842384189367294,0.18000000715255737,0.5196114778518677,0.13591280579566956,0.1914845108985901
83,0,0.47811388969421387,0.07008257508277893,120,-13.878485751152036,0.467989057302475,-0.18536615371704102,0.029892245307564735,0.467989057302475,-0.18536615371704102,0.18000000715255737,0.5134322643280029,-0.13201376795768738,0.17992699146270752
84,1,0.4946425259113312,0.039967115968465805,43,-2.585849555581807,0.5813988447189331,-0.03300417587161064,0.029821857810020447,0.5813988447189331,-0.03300417587161064,0.18000000715255737,0.5506073236465454,-0.008364074863493443,0.17351016402244568
85,1,0.4959475100040436,0.0392669215798378,46,-2.747499141842126,0.5976990461349487,0.0066506327129900455,0.03572385385632515,0.5976990461349487,0.0066506327129900455,0.18572385609149933,0.5658484697341919,0.02938183583319187,0.182449072599411
86,1,0.46503564715385437,0.03198825567960739,36,-1.5085033698380004,0.47956860065460205,0.1347733736038208,0.029892245307564735,0.47956860065460205,0.1347733736038208,0.18000000715255737,0.47588545083999634,0.14451614022254944,0.2102450281381607
87,1,0.4890156090259552,0.035339854657649994,37,-2.053065787851809,0.5531088709831238,-0.1012679859995842,0.029892245307564735,0.5531088709831238,-0.1012679859995842,0.18000000715255737,0.5358555912971497,-0.0734623447060585,0.19334451854228973
88,1,0.4267716109752655,0.03477315232157707,37,-1.4005101789534073,0.42302176356315613,-0.018877871334552765,0.029892245307564735,0.42302176356315613,-0.018877871334552765,0.18000000715255737,0.44708845019340515,-0.0028058018069714308,0.19927836954593658
89,1,0.4656889736652374,0.03778919577598572,40,-2.002461987137793,0.4881308078765869,-0.12547434866428375,0.029892245307564735,0.4881308078765869,-0.12547434866428375,0.18000000715255737,0.5020827651023865,-0.09052503108978271,0.17654871940612793
90,1,0.4669891595840454,0.031887173652648926,36,-1.5295656220614893,0.489990234375,0.12759114801883698,0.029892245307564735,0.489990234375,0.12759114801883698,0.18000000715255737,0.48179444670677185,0.1376132071018219,0.20914068818092346
91,1,0.5031732320785522,0.039040058851242065,43,-2.757427261769773,0.5938778519630432,0.05192640796303749,0.029750751331448555,0.5938778519630432,0.05192640796303749,0.18000000715255737,0.5686846375465393,0.08122437447309494,0.1744270920753479
92,1,0.45106735825538635,0.034433454275131226,35,-1.28529244080186,0.49411195516586304,-0.011707891710102558,0.029892245307564735,0.49411195516586304,-0.011707891710102558,0.18000000715255737,0.49031031131744385,-0.003932672087103128,0.213328018784523
93,1,0.45063841342926025,0.034091755747795105,37,-1.5588150842487787,0.42629456520080566,0.14327362179756165,0.029892245307564735,0.42629456520080566,0.14327362179756165,0.18000000715255737,0.4427346885204315,0.1588289588689804,0.20549513399600983
94,1,0.441345751285553,0.03398444876074791,37,-1.4004768162965755,0.44916513562202454,0.07911760360002518,0.029892245307564735,0.44916513562202454,0.07911760360002518,0.18000000715255737,0.4689449965953827,0.09813831001520157,0.20004776120185852
95,1,0.4689599275588989,0.03309069573879242,36,-1.5845354281365864,0.4581187963485718,0.16962113976478577,0.029892245307564735,0.4581187963485718,0.16962113976478577,0.18000000715255737,0.45674216747283936,0.17289318144321442,0.21289974451065063
96,1,0.5143917202949524,0.03903301805257797,47,-3.2103245794773105,0.5800662636756897,0.1473880559206009,0.029892245307564735,0.5800662636756897,0.1473880559206009,0.18000000715255737,0.5478506684303284,0.16910295188426971,0.17623236775398254
97,0,0.465755432844162,0.041367173194885254,120,-11.05924442246556,0.47560635209083557,-0.14207567274570465,0.029892245307564735,0.47560635209083557,-0.14207567274570465,0.18000000715255737,0.5010359287261963,-0.10944809764623642,0.1801447719335556
98,1,0.48422616720199585,0.03592647239565849,37,-1.916800639927386,0.5338379144668579,0.12127360701560974,0.029892245307564735,0.5338379144668579,0.12127360701560974,0.18000000715255737,0.5052722692489624,0.13327807188034058,0.19818264245986938
99,1,0.4308529794216156,0.03189616650342941,37,-1.362472233176228,0.4323597252368927,-0.0400376170873642,0.029892245307564735,0.4323597252368927,-0.0400376170873642,0.18000000715255737,0.44935885071754456,-0.020573720335960388,0.1986963152885437
100,1,0.4906439185142517,0.038327906280756,41,-2.4517386546731013,0.5312832593917847,-0.14871495962142944,0.029892245307564735,0.5312832593917847,-0.14871495962142944,0.18000000715255737,0.5532699227333069,-0.11763922870159149,0.1844625324010849
