episode,success,initial_distance_m,final_distance_m,steps,episode_reward,object_x,object_y,object_z,goal_x,goal_y,goal_z,final_ee_x,final_ee_y,final_ee_z,error_x,error_y,error_z,abs_error_x,abs_error_y,abs_error_z
15,1,0.5087453126907349,0.0376551039516925,38,-2.5882469743490244,0.584410548210144,-0.1164256930351257,0.0298922453075647,0.584410548210144,-0.1164256930351257,0.1800000071525573,0.5638250112533569,-0.0860615149140358,0.1884946525096893,0.02058553695678711,-0.030364178121089908,-0.008494645357132014,0.02058553695678711,0.030364178121089908,0.008494645357132014
16,1,0.4910101592540741,0.0387513488531112,38,-2.229709498435259,0.5454151034355164,-0.1262435466051101,0.0298922453075647,0.5454151034355164,-0.1262435466051101,0.1800000071525573,0.5441022515296936,-0.0885833725333213,0.1890363097190857,0.001312851905822754,-0.037660174071788816,-0.009036302566528404,0.001312851905822754,0.037660174071788816,0.009036302566528404
17,1,0.4955796599388122,0.0361468456685543,40,-2.447782330662013,0.5447441935539246,-0.1441009789705276,0.0298922453075647,0.5447441935539246,-0.1441009789705276,0.1800000071525573,0.5571703314781189,-0.1105512678623199,0.185157760977745,-0.012426137924194336,-0.03354971110820769,-0.005157753825187711,0.012426137924194336,0.03354971110820769,0.005157753825187711
18,1,0.5345237255096436,0.0380988009274005,43,-3.571846892833708,0.5982733368873596,-0.1804597824811935,0.0298922453075647,0.5982733368873596,-0.1804597824811935,0.1800000071525573,0.6164637804031372,-0.1476114094257354,0.1864506304264068,-0.018190443515777588,-0.0328483730554581,-0.006450623273849515,0.018190443515777588,0.0328483730554581,0.006450623273849515
19,1,0.445606917142868,0.0394480042159557,35,-1.300681101083755,0.4715068936347961,0.0564652308821678,0.0298922453075647,0.4715068936347961,0.0564652308821678,0.1800000071525573,0.482628732919693,0.0653865039348602,0.2167812585830688,-0.011121839284896906,-0.0089212730526924,-0.0367812514305115,0.011121839284896906,0.0089212730526924,0.0367812514305115
20,1,0.4825574159622192,0.0374969989061355,39,-2.154740769118071,0.5242425203323364,-0.1317374110221862,0.0298922453075647,0.5242425203323364,-0.1317374110221862,0.1800000071525573,0.5319223999977112,-0.0951921120285987,0.1833890378475189,-0.007679879665374756,-0.036545298993587494,-0.0033890306949616034,0.007679879665374756,0.036545298993587494,0.0033890306949616034
21,1,0.432701051235199,0.0397793091833591,39,-1.7001131555438027,0.4198773801326751,-0.0785632953047752,0.0298922453075647,0.4198773801326751,-0.0785632953047752,0.1800000071525573,0.4342161417007446,-0.0417682528495788,0.1847873032093048,-0.014338761568069458,-0.036795042455196394,-0.00478729605674752,0.014338761568069458,0.036795042455196394,0.00478729605674752
22,1,0.4428226053714752,0.036564715206623,37,-1.4584610009193415,0.4440410137176513,0.094846561551094,0.0298922453075647,0.4440410137176513,0.094846561551094,0.1800000071525573,0.464087039232254,0.1163718253374099,0.2017209231853485,-0.02004602551460266,-0.021525263786315904,-0.02172091603279122,0.02004602551460266,0.021525263786315904,0.02172091603279122
23,1,0.4468567371368408,0.0333748497068882,36,-1.334965272545813,0.4681771099567413,0.0734035074710846,0.0298922453075647,0.4681771099567413,0.0734035074710846,0.1800000071525573,0.4799196422100067,0.0876768082380294,0.2077896893024444,-0.011742532253265436,-0.014273300766944802,-0.027789682149887113,0.011742532253265436,0.014273300766944802,0.027789682149887113
24,1,0.50689297914505,0.0376444011926651,44,-2.918205039054156,0.5946184396743774,0.0768522098660469,0.0298922453075647,0.5946184396743774,0.0768522098660469,0.1800000071525573,0.5673134922981262,0.1020522341132164,0.1739585101604461,0.02730494737625122,-0.025200024247169495,0.006041496992111178,0.02730494737625122,0.025200024247169495,0.006041496992111178
25,1,0.4485001862049103,0.0334280990064144,36,-1.3487554186582544,0.4707419872283935,0.0776290446519851,0.0298922453075647,0.4707419872283935,0.0776290446519851,0.1800000071525573,0.4812817871570587,0.0928148105740547,0.2078521698713302,-0.010539799928665217,-0.015185765922069605,-0.027852162718772916,0.010539799928665217,0.015185765922069605,0.027852162718772916
26,1,0.491815447807312,0.0393229648470878,44,-2.5461406505107886,0.5854548811912537,-0.0057266214862465,0.030703229829669,0.5854548811912537,-0.0057266214862465,0.1807032376527786,0.5535736083984375,0.0170934982597827,0.1776829361915588,0.03188127279281616,-0.0228201197460292,0.0030203014612197876,0.03188127279281616,0.0228201197460292,0.0030203014612197876
27,1,0.468000590801239,0.0343425758183002,36,-1.6082721510529518,0.5151537656784058,-0.085927814245224,0.0298922453075647,0.5151537656784058,-0.085927814245224,0.1800000071525573,0.50711590051651,-0.0621407888829708,0.2034303843975067,0.008037865161895752,-0.023787025362253196,-0.023430377244949424,0.008037865161895752,0.023787025362253196,0.023430377244949424
28,1,0.48345947265625,0.0352848619222641,38,-2.0478590503335,0.533937931060791,-0.1179830059409141,0.0298922453075647,0.533937931060791,-0.1179830059409141,0.1800000071525573,0.5312989950180054,-0.0835463032126426,0.1872229576110839,0.0026389360427856445,-0.0344367027282715,-0.007222950458526611,0.0026389360427856445,0.0344367027282715,0.007222950458526611
29,1,0.5069096684455872,0.0399648807942867,43,-2.6726484896242635,0.5452168583869934,0.1785752773284912,0.0298913698643445,0.5452168583869934,0.1785752773284912,0.1800000071525573,0.511662483215332,0.1992993503808975,0.1735340654850006,0.03355437517166138,-0.020724073052406283,0.006465941667556679,0.03355437517166138,0.020724073052406283,0.006465941667556679
30,1,0.4939484596252441,0.0360762551426887,39,-2.3369052262604253,0.5470322966575623,-0.1343795359134674,0.0298922453075647,0.5470322966575623,-0.1343795359134674,0.1800000071525573,0.5509641766548157,-0.0989478006958961,0.1855343282222747,-0.003931879997253418,-0.035431735217571314,-0.005534321069717407,0.003931879997253418,0.035431735217571314,0.005534321069717407
31,1,0.4558492600917816,0.0386282466351985,36,-1.5605798305571073,0.4312013983726501,0.15510094165802,0.0298922453075647,0.4312013983726501,0.15510094165802,0.1800000071525573,0.4453790485858917,0.1646202653646469,0.214648500084877,-0.014177650213241633,-0.00951932370662692,-0.0346484929323197,0.014177650213241633,0.00951932370662692,0.0346484929323197
33,1,0.4886331856250763,0.0396198369562625,39,-2.200827360451221,0.5710103511810303,0.0273884069174528,0.0298922453075647,0.5710103511810303,0.0273884069174528,0.1800000071525573,0.5320600867271423,0.033231358975172,0.1757025420665741,0.03895026445388794,-0.005842952057719203,0.004297465085983193,0.03895026445388794,0.005842952057719203,0.004297465085983193
34,1,0.4641096889972687,0.0318948812782764,36,-1.4969411909580232,0.4826260805130005,0.1274324804544448,0.0298922453075647,0.4826260805130005,0.1274324804544448,0.1800000071525573,0.4788472652435303,0.1383220255374908,0.2097392380237579,0.003778815269470215,-0.010889545083045987,-0.029739230871200617,0.003778815269470215,0.010889545083045987,0.029739230871200617
35,1,0.4655142724514007,0.0395435318350791,35,-1.5189836373925196,0.5031214356422424,0.0996317416429519,0.0298922453075647,0.5031214356422424,0.0996317416429519,0.1800000071525573,0.4929852187633514,0.1100179255008697,0.2167841792106628,0.010136216878891047,-0.0103861838579178,-0.036784172058105497,0.010136216878891047,0.0103861838579178,0.036784172058105497
37,1,0.4382476806640625,0.0340749509632587,37,-1.3889743883907792,0.4443043768405914,0.0699484795331955,0.0298922453075647,0.4443043768405914,0.0699484795331955,0.1800000071525573,0.4662533104419708,0.0867085456848144,0.1999611407518386,-0.02194893360137945,-0.016760066151618902,-0.01996113359928131,0.02194893360137945,0.016760066151618902,0.01996113359928131
38,1,0.4591604471206665,0.0370952673256397,35,-1.4121341811120507,0.4989504814147949,0.075297437608242,0.0298922453075647,0.4989504814147949,0.075297437608242,0.1800000071525573,0.4942982792854309,0.0848112106323242,0.2155514359474182,0.004652202129364014,-0.009513773024082212,-0.03555142879486092,0.004652202129364014,0.009513773024082212,0.03555142879486092
39,1,0.4665069282054901,0.0380958318710327,35,-1.5219673663377753,0.5178915858268738,0.0695743262767791,0.0298922453075647,0.5178915858268738,0.0695743262767791,0.1800000071525573,0.5019668340682983,0.0758661106228828,0.2140309959650039,0.01592475175857544,-0.006291784346103696,-0.03403098881244662,0.01592475175857544,0.006291784346103696,0.03403098881244662
40,1,0.453327476978302,0.0389845222234725,37,-1.6092059221863757,0.4740457832813263,-0.0963687375187873,0.0298922453075647,0.4740457832813263,-0.0963687375187873,0.1800000071525573,0.4813270568847656,-0.0623000934720039,0.1974958181381225,-0.007281273603439331,-0.0340686440467834,-0.017495810985565213,0.007281273603439331,0.0340686440467834,0.017495810985565213
41,1,0.4736683070659637,0.0346721485257148,36,-1.6759505970776072,0.5361801981925964,0.0593796260654926,0.0298922453075647,0.5361801981925964,0.0593796260654926,0.1800000071525573,0.5103067755699158,0.0642633736133575,0.2025582194328308,0.025873422622680664,-0.0048837475478649,-0.02255821228027352,0.025873422622680664,0.0048837475478649,0.02255821228027352
42,1,0.4229772686958313,0.0378919914364814,39,-1.6679928267002095,0.4024975597858429,0.0383746400475502,0.0298922453075647,0.4024975597858429,0.0383746400475502,0.1800000071525573,0.4369677603244781,0.0534820109605789,0.1844017952680587,-0.0344702005386352,-0.015107370913028696,-0.004401788115501404,0.0344702005386352,0.015107370913028696,0.004401788115501404
43,1,0.4740470051765442,0.033700305968523,36,-1.6565085665881636,0.4576450288295746,0.1836066991090774,0.0298922453075647,0.4576450288295746,0.1836066991090774,0.1800000071525573,0.4532146751880646,0.1829763501882553,0.2134018838405609,0.00443035364151001,0.000630348920822088,-0.03340187668800362,0.00443035364151001,0.000630348920822088,0.03340187668800362
44,1,0.4282919466495514,0.0326118022203445,37,-1.355692908316854,0.4297021329402923,0.0078656924888491,0.0298922453075647,0.4297021329402923,0.0078656924888491,0.1800000071525573,0.4543455243110657,0.0186605639755725,0.198431059718132,-0.02464339137077337,-0.010794871486723399,-0.0184310525655747,0.02464339137077337,0.010794871486723399,0.0184310525655747
45,1,0.4425654113292694,0.0367236733436584,35,-1.2426072435080997,0.4718458652496338,0.0193729251623153,0.0298922453075647,0.4718458652496338,0.0193729251623153,0.1800000071525573,0.481323778629303,0.0244750808924436,0.2151107639074325,-0.00947791337966919,-0.005102155730128302,-0.03511075675487521,0.00947791337966919,0.005102155730128302,0.03511075675487521
46,1,0.4913912713527679,0.0382176227867603,38,-2.151997819542882,0.5499271750450134,0.1189123317599296,0.0298922453075647,0.5499271750450134,0.1189123317599296,0.1800000071525573,0.5177745223045349,0.136234700679779,0.1912574023008346,0.032152652740478516,-0.017322368919849396,-0.01125739514827731,0.032152652740478516,0.017322368919849396,0.01125739514827731
47,1,0.4360541999340057,0.0334977656602859,36,-1.2706661148369305,0.451071172952652,0.0327305495738983,0.0298922453075647,0.451071172952652,0.0327305495738983,0.1800000071525573,0.4693484604358673,0.0413231290876865,0.2067246884107589,-0.018277287483215332,-0.008592579513788196,-0.0267246812582016,0.018277287483215332,0.008592579513788196,0.0267246812582016
48,1,0.4780822098255157,0.0373782217502594,36,-1.7817930358648288,0.5429180264472961,0.0677746161818504,0.0298922453075647,0.5429180264472961,0.0677746161818504,0.1800000071525573,0.5142070651054382,0.0740975067019462,0.20308318734169,0.02871096134185791,-0.0063228905200957974,-0.023083180189132718,0.02871096134185791,0.0063228905200957974,0.023083180189132718
49,1,0.5001389980316162,0.0387261062860488,44,-2.739496934562923,0.594700813293457,0.0345982313156127,0.0326796695590019,0.594700813293457,0.0345982313156127,0.182679682970047,0.5612836480140686,0.0535775795578956,0.1779059469699859,0.03341716527938843,-0.018979348242282895,0.004773736000061091,0.03341716527938843,0.018979348242282895,0.004773736000061091
51,1,0.4414230585098266,0.0394172705709934,44,-2.0869234199821936,0.4312926530838012,-0.102693110704422,0.0299000386148691,0.4312926530838012,-0.102693110704422,0.1800000071525573,0.4387253224849701,-0.0649035796523094,0.1716078668832779,-0.007432669401168879,-0.03778953105211259,0.008392140269279397,0.007432669401168879,0.03778953105211259,0.008392140269279397
52,1,0.4574125111103058,0.0387007556855678,39,-1.838383689224723,0.4748090803623199,-0.1129237189888954,0.0298922453075647,0.4748090803623199,-0.1129237189888954,0.1800000071525573,0.484255313873291,-0.0754346475005149,0.1817568838596344,-0.009446233510971125,-0.0374890714883805,-0.0017568767070771096,0.009446233510971125,0.0374890714883805,0.0017568767070771096
53,1,0.4812313914299011,0.0372648313641548,40,-2.2168916086852573,0.5171893239021301,-0.1381709426641464,0.0298922453075647,0.5171893239021301,-0.1381709426641464,0.1800000071525573,0.5321469902992249,-0.1040560230612754,0.1810526996850967,-0.014957666397094727,-0.034114919602871,-0.0010526925325394232,0.014957666397094727,0.034114919602871,0.0010526925325394232
54,1,0.4697075486183166,0.0393992736935615,37,-1.80467939212918,0.5075830221176147,-0.1099015474319458,0.0298922453075647,0.5075830221176147,-0.1099015474319458,0.1800000071525573,0.5105242133140564,-0.0737430825829505,0.1953693777322769,-0.0029411911964416504,-0.036158464848995306,-0.015369370579719599,0.0029411911964416504,0.036158464848995306,0.015369370579719599
56,1,0.4221999049186706,0.0359121635556221,38,-1.5487647324800502,0.4064262509346008,0.0070671564899384,0.0298922453075647,0.4064262509346008,0.0070671564899384,0.1800000071525573,0.4378167986869812,0.0199532154947519,0.1917586773633957,-0.03139054775238043,-0.012886059004813499,-0.011758670210838401,0.03139054775238043,0.012886059004813499,0.011758670210838401
57,1,0.4262671768665313,0.0356770493090152,37,-1.4069148947298542,0.4225135445594787,0.0066133816726505,0.0298922453075647,0.4225135445594787,0.0066133816726505,0.1800000071525573,0.4502011239528656,0.0182125959545373,0.1992797404527664,-0.027687579393386896,-0.011599214281886802,-0.0192797333002091,0.027687579393386896,0.011599214281886802,0.0192797333002091
58,1,0.4421676099300384,0.0358778424561023,38,-1.6124264216423052,0.4178101420402527,0.1221331804990768,0.0298922453075647,0.4178101420402527,0.1221331804990768,0.1800000071525573,0.4403552114963531,0.1446848660707473,0.1964426636695861,-0.02254506945610041,-0.02255168557167049,-0.01644265651702881,0.02254506945610041,0.02255168557167049,0.01644265651702881
59,1,0.4827158153057098,0.0381972081959247,41,-2.1386619055271137,0.5581406354904175,-0.0403937250375747,0.0298922453075647,0.5581406354904175,-0.0403937250375747,0.1800000071525573,0.5230154395103455,-0.0295277461409568,0.1696473360061645,0.03512519598007202,-0.0108659788966179,0.010352671146392795,0.03512519598007202,0.0108659788966179,0.010352671146392795
60,1,0.4379497766494751,0.0385396480560302,37,-1.4900226226449025,0.4410815238952636,-0.0742042586207389,0.0298922453075647,0.4410815238952636,-0.0742042586207389,0.1800000071525573,0.4541289806365967,-0.0439913570880889,0.2000561505556106,-0.013047456741333063,-0.03021290153265,-0.02005614340305331,0.013047456741333063,0.03021290153265,0.02005614340305331
61,1,0.4999774694442749,0.0372642390429973,38,-2.3896998301148398,0.5650842189788818,-0.1227151229977607,0.0298922453075647,0.5650842189788818,-0.1227151229977607,0.1800000071525573,0.5552396774291992,-0.0879196673631668,0.1889991611242294,0.009844541549682617,-0.03479545563459391,-0.008999153971672114,0.009844541549682617,0.03479545563459391,0.008999153971672114
62,1,0.4999624788761139,0.0387596935033798,44,-2.729693530946969,0.5934295654296875,0.0405514724552631,0.03244449198246,0.5934295654296875,0.0405514724552631,0.1824444979429245,0.5597813725471497,0.0592379122972488,0.1778695732355117,0.03364819288253784,-0.018686439841985696,0.004574924707412803,0.03364819288253784,0.018686439841985696,0.004574924707412803
63,1,0.5191655158996582,0.0351541936397552,40,-2.9599039326608176,0.5880385637283325,-0.1491309255361557,0.0298922453075647,0.5880385637283325,-0.1491309255361557,0.1800000071525573,0.5872185826301575,-0.1148642525076866,0.1878064125776291,0.0008199810981750488,-0.0342666730284691,-0.0078064054250718,0.0008199810981750488,0.0342666730284691,0.0078064054250718
66,1,0.5251890420913696,0.0397782549262046,49,-3.635115957856178,0.592192530632019,0.1617986559867859,0.0298922453075647,0.592192530632019,0.1617986559867859,0.1800000071525573,0.5582922101020813,0.1825539171695709,0.1784844249486923,0.033900320529937744,-0.020755261182785006,0.0015155822038649958,0.033900320529937744,0.020755261182785006,0.0015155822038649958
67,1,0.4476457238197326,0.0365007854998111,35,-1.2814864547550655,0.480197936296463,0.0455502048134803,0.0298922453075647,0.480197936296463,0.0455502048134803,0.1800000071525573,0.4861149787902832,0.0523354411125183,0.2153731137514114,-0.00591704249382019,-0.006785236299037996,-0.03537310659885412,0.00591704249382019,0.006785236299037996,0.03537310659885412
68,1,0.4620877504348755,0.0375905334949493,36,-1.631539217978717,0.4266947209835052,0.1757322400808334,0.0298922453075647,0.4266947209835052,0.1757322400808334,0.1800000071525573,0.4379113912582397,0.1801012009382248,0.2156110554933548,-0.011216670274734497,-0.004368960857391385,-0.03561104834079751,0.011216670274734497,0.004368960857391385,0.03561104834079751
69,1,0.4315980076789856,0.0391661524772644,43,-1.935261676460505,0.405484527349472,0.09055045992136,0.0296380575746297,0.405484527349472,0.09055045992136,0.1800000071525573,0.4335950016975403,0.1168844476342201,0.172907069325447,-0.028110474348068293,-0.026333987712860094,0.0070929378271102905,0.028110474348068293,0.026333987712860094,0.0070929378271102905
71,1,0.5073639750480652,0.0389046035706996,40,-2.6691481456160533,0.5960088968276978,-0.0747144073247909,0.0298922453075647,0.5960088968276978,-0.0747144073247909,0.1800000071525573,0.5577820539474487,-0.0732213109731674,0.172925591468811,0.03822684288024902,-0.0014930963516234935,0.007074415683746282,0.03822684288024902,0.0014930963516234935,0.007074415683746282
72,1,0.4291174411773681,0.0382378138601779,37,-1.435024929642677,0.4252981543540954,0.0427881628274917,0.0298922453075647,0.4252981543540954,0.0427881628274917,0.1800000071525573,0.4551534056663513,0.0555876158177852,0.2001734673976898,-0.029855251312255915,-0.012799452990293503,-0.020173460245132502,0.029855251312255915,0.012799452990293503,0.020173460245132502
73,1,0.4270853400230407,0.0388227589428424,39,-1.7092015920579433,0.4059354066848755,-0.0655472204089164,0.0298922453075647,0.4059354066848755,-0.0655472204089164,0.1800000071525573,0.4253090918064117,-0.0323082096874713,0.1851995438337326,-0.0193736851215362,-0.033239010721445104,-0.005199536681175315,0.0193736851215362,0.033239010721445104,0.005199536681175315
74,1,0.5218693614006042,0.0389194563031196,49,-3.553081129193304,0.5921528339385986,0.1507498025894165,0.0298922453075647,0.5921528339385986,0.1507498025894165,0.1800000071525573,0.5600602030754089,0.1727401316165924,0.1788989007472992,0.0320926308631897,-0.021990329027175903,0.0011011064052580954,0.0320926308631897,0.021990329027175903,0.0011011064052580954
75,1,0.4344438910484314,0.034077551215887,36,-1.2732279914617548,0.448034256696701,0.0231350418180227,0.0298922453075647,0.448034256696701,0.0231350418180227,0.1800000071525573,0.4674658477306366,0.0310065690428018,0.2068650722503662,-0.019431591033935602,-0.007871527224779101,-0.02686506509780892,0.019431591033935602,0.007871527224779101,0.02686506509780892
76,1,0.519206702709198,0.0390461087226867,47,-3.179822220653296,0.5580716133117676,0.1955181062221527,0.0298922453075647,0.5580716133117676,0.1955181062221527,0.1800000071525573,0.5224555730819702,0.2110423147678375,0.1761147379875183,0.03561604022979736,-0.015524208545684787,0.0038852691650389792,0.03561604022979736,0.015524208545684787,0.0038852691650389792
77,1,0.4316079914569855,0.0366374403238296,36,-1.302136258631946,0.4408876895904541,0.0066079390235245,0.0298922453075647,0.4408876895904541,0.0066079390235245,0.1800000071525573,0.463107705116272,0.016416136175394,0.2074294090270996,-0.02222001552581787,-0.009808197151869499,-0.02742940187454232,0.02222001552581787,0.009808197151869499,0.02742940187454232
78,1,0.4483186304569244,0.0359641872346401,35,-1.2810028918087513,0.4822990596294403,0.0441088341176509,0.0298922453075647,0.4822990596294403,0.0441088341176509,0.1800000071525573,0.4869491159915924,0.0504841357469558,0.2150878310203552,-0.0046500563621521,-0.0063753016293049,-0.03508782386779791,0.0046500563621521,0.0063753016293049,0.03508782386779791
79,1,0.4370294213294983,0.0396205484867095,45,-2.15351996034384,0.4205634593963623,-0.0973341912031173,0.0298937316983938,0.4205634593963623,-0.0973341912031173,0.1800000071525573,0.4262159466743469,-0.0588435195386409,0.1724963039159774,-0.005652487277984619,-0.0384906716644764,0.007503703236579895,0.005652487277984619,0.0384906716644764,0.007503703236579895
80,1,0.4300952851772308,0.0395269989967346,38,-1.5675595983862882,0.417566567659378,0.0666347369551658,0.0298922453075647,0.417566567659378,0.0666347369551658,0.1800000071525573,0.4497338831424713,0.0853718742728233,0.1932878643274307,-0.03216731548309332,-0.018737137317657512,-0.013287857174873408,0.03216731548309332,0.018737137317657512,0.013287857174873408
81,1,0.4646013975143432,0.0398244671523571,35,-1.5074168950319242,0.4919608831405639,0.1154557988047599,0.0298922453075647,0.4919608831405639,0.1154557988047599,0.1800000071525573,0.4858187139034271,0.1241383478045463,0.2183780670166015,0.006142169237136785,-0.008682548999786405,-0.03837805986404422,0.006142169237136785,0.008682548999786405,0.03837805986404422
82,1,0.4927148222923279,0.0392581075429916,38,-2.1937384113669376,0.5528295636177063,0.1184238418936729,0.0298922453075647,0.5528295636177063,0.1184238418936729,0.1800000071525573,0.5196114778518677,0.1359128057956695,0.1914845108985901,0.03321808576583862,-0.0174889639019966,-0.011484503746032798,0.03321808576583862,0.0174889639019966,0.011484503746032798
84,1,0.4946425259113312,0.0399671159684658,43,-2.585849555581807,0.5813988447189331,-0.0330041758716106,0.0298218578100204,0.5813988447189331,-0.0330041758716106,0.1800000071525573,0.5506073236465454,-0.0083640748634934,0.1735101640224456,0.030791521072387695,-0.0246401010081172,0.006489843130111694,0.030791521072387695,0.0246401010081172,0.006489843130111694
85,1,0.4959475100040436,0.0392669215798378,46,-2.747499141842126,0.5976990461349487,0.00665063271299,0.0357238538563251,0.5976990461349487,0.00665063271299,0.1857238560914993,0.5658484697341919,0.0293818358331918,0.182449072599411,0.031850576400756836,-0.0227312031202018,0.00327478349208829,0.031850576400756836,0.0227312031202018,0.00327478349208829
86,1,0.4650356471538543,0.0319882556796073,36,-1.5085033698380004,0.479568600654602,0.1347733736038208,0.0298922453075647,0.479568600654602,0.1347733736038208,0.1800000071525573,0.4758854508399963,0.1445161402225494,0.2102450281381607,0.003683149814605713,-0.00974276661872861,-0.030245020985603416,0.003683149814605713,0.00974276661872861,0.030245020985603416
87,1,0.4890156090259552,0.0353398546576499,37,-2.053065787851809,0.5531088709831238,-0.1012679859995842,0.0298922453075647,0.5531088709831238,-0.1012679859995842,0.1800000071525573,0.5358555912971497,-0.0734623447060585,0.1933445185422897,0.01725327968597412,-0.027805641293525696,-0.013344511389732416,0.01725327968597412,0.027805641293525696,0.013344511389732416
88,1,0.4267716109752655,0.034773152321577,37,-1.4005101789534071,0.4230217635631561,-0.0188778713345527,0.0298922453075647,0.4230217635631561,-0.0188778713345527,0.1800000071525573,0.4470884501934051,-0.0028058018069714,0.1992783695459365,-0.024066686630249023,-0.0160720695275813,-0.01927836239337921,0.024066686630249023,0.0160720695275813,0.01927836239337921
89,1,0.4656889736652374,0.0377891957759857,40,-2.002461987137793,0.4881308078765869,-0.1254743486642837,0.0298922453075647,0.4881308078765869,-0.1254743486642837,0.1800000071525573,0.5020827651023865,-0.0905250310897827,0.1765487194061279,-0.01395195722579956,-0.034949317574500996,0.003451287746429388,0.01395195722579956,0.034949317574500996,0.003451287746429388
90,1,0.4669891595840454,0.0318871736526489,36,-1.5295656220614893,0.489990234375,0.1275911480188369,0.0298922453075647,0.489990234375,0.1275911480188369,0.1800000071525573,0.4817944467067718,0.1376132071018219,0.2091406881809234,0.008195787668228205,-0.010022059082985008,-0.029140681028366117,0.008195787668228205,0.010022059082985008,0.029140681028366117
91,1,0.5031732320785522,0.039040058851242,43,-2.757427261769773,0.5938778519630432,0.0519264079630374,0.0297507513314485,0.5938778519630432,0.0519264079630374,0.1800000071525573,0.5686846375465393,0.0812243744730949,0.1744270920753479,0.025193214416503906,-0.029297966510057498,0.005572915077209389,0.025193214416503906,0.029297966510057498,0.005572915077209389
