source_episode,object_x,object_y,policy,dx,dy,dz,pregrasp_success,pregrasp_distance,grasp_success,alignment_error,descent_error,descent_residual_x,descent_residual_y,descent_residual_z,lift_tracking_error,object_lift,object_xy_motion,hand_object_distance
32,0.4252530634403229,-0.1087189391255378,targeted,0.0,-0.005,0.01,1,0.03552308306097984,0,0.005994389684250416,0.012452562087217258,0.0013617277145385742,-0.004340325593948369,-0.011591961607336998,0.012444307156144472,-5.153939127922058e-06,0.0014199294762270297,0.32272835686291496
67,0.4106421172618866,-0.1034040749073028,targeted,0.0,-0.005,0.01,1,0.037347082048654556,0,0.005691891872190925,0.012215741607956165,0.001910477876663208,-0.004900937080383305,-0.011025208979845047,0.012394465512673673,-2.3301690816879272e-06,0.0021428848629524836,0.3224911647249637
14,0.4063156247138977,-0.0965389907360076,original,0.0,0.0,0.0,1,0.039500731974840164,0,0.008048505040539588,0.022129165806260512,0.0026387274265289307,-0.005691111087799072,-0.021221412569284448,0.012617667057288517,-3.028661012649536e-06,0.012922176493484858,0.3220698460847125
27,0.4140132665634155,-0.096694678068161,original,0.0,0.0,0.0,1,0.038622889667749405,0,0.007895196353337422,0.022106019669929734,0.002308577299118042,-0.005572892725467682,-0.021267097666859636,0.012637201984439418,-3.0174851417541504e-06,0.015029286023179865,0.3221832240407972
28,0.4204081296920776,-0.1092793270945549,targeted,0.0,0.0,0.0,1,0.03632752597332001,0,0.00589655350719263,0.02164039215638679,0.002023160457611084,-0.004081249237060547,-0.021155538260936746,0.012352675333669606,-3.3229589462280273e-06,0.010564906436723732,0.32181367536895744
29,0.4126269817352295,-0.1127190440893173,targeted,0.0,0.0,0.0,1,0.03791622444987297,0,0.0058907740966823875,0.021557450009359713,0.0021866261959075928,-0.0042373016476631165,-0.02102350093424321,0.012306531638021504,1.1548399925231934e-07,0.008122756141436979,0.3217072126118039
32,0.4252530634403229,-0.1087189391255378,targeted,0.0,0.0,0.0,1,0.03552308306097984,0,0.005994389684250416,0.021641803541287967,0.0019168555736541748,-0.003981776535511017,-0.021185815557837495,0.012382515981622152,-5.153939127922058e-06,0.009661016604628788,0.3217820142662693
67,0.4106421172618866,-0.1034040749073028,targeted,0.0,0.0,0.0,1,0.037347082048654556,0,0.005691891872190925,0.021536899937248496,0.0023074448108673096,-0.004315637052059174,-0.020973531752824792,0.01228470374519795,-2.3301690816879272e-06,0.01095209979906,0.32171456313794433
14,0.4063156247138977,-0.0965389907360076,original,0.0,0.0,0.005,1,0.039500731974840164,0,0.008048505040539588,0.01804465874135218,0.0026020705699920654,-0.005556359887123108,-0.016969555169343953,0.012652578469822045,-3.028661012649536e-06,0.010600806198446678,0.32273587346232585
27,0.4140132665634155,-0.096694678068161,original,0.0,0.0,0.005,1,0.038622889667749405,0,0.007895196353337422,0.018009727243467923,0.002305924892425537,-0.005455687642097473,-0.017007893994450574,0.012669557605871856,-3.0174851417541504e-06,0.013544916867617534,0.3228558419395914
