episode,global_step,episode_reward,episode_length,success,final_distance,moving_reward_20,success_rate_20,alpha,critic_loss,actor_loss
21,2520,-30.30574846073984,120,0,0.16835111379623413,-33.8775345839709,0.0,0.12683971226215363,0.002127646002918482,-0.2209281623363495
22,2640,-38.93343417011201,120,0,0.22356216609477997,-34.26892323661223,0.0,0.1223885789513588,0.00256114499643445,-0.22075717151165009
23,2760,-19.60937191575766,120,0,0.09558939188718796,-33.352340394162574,0.0,0.11809585988521576,0.0024430956691503525,-0.17658980190753937
24,2880,-24.251511670779443,120,0,0.16628523170948029,-32.97840296468139,0.0,0.11396471410989761,0.00297638145275414,-0.2600198984146118
25,3000,-27.866979461312305,120,0,0.214409738779068,-31.75452193122171,0.0,0.10998790711164474,0.003657277673482895,-0.12075518816709518
26,3120,-29.905622861385343,120,0,0.17228761315345764,-31.47475823462289,0.0,0.10614524781703949,0.0026077451184391975,-0.2362854927778244
27,3240,-25.99648828297852,120,0,0.08534527570009232,-31.131604651390575,0.0,0.10245068371295929,0.0028807385824620724,-0.20296898484230042
28,3360,-12.613514225408437,120,0,0.14425252377986908,-29.69849161401578,0.0,0.09888589382171631,0.00292015983723104,-0.07373535633087158
29,3480,-25.301167711690074,120,0,0.08765190094709396,-29.967819966649635,0.0,0.09545745700597763,0.0027399857062846422,-0.09556535631418228
30,3600,-14.428193385936323,120,0,0.11369150131940842,-28.469626535478977,0.0,0.09215191006660461,0.002557093743234873,-0.09190317988395691
31,3720,-33.265477167852204,120,0,0.28104647994041443,-27.812759347224606,0.0,0.08897367864847183,0.002759740687906742,0.0024068858474493027
32,3840,-28.425222424492237,120,0,0.09061716496944427,-27.695777060484517,0.0,0.08590824902057648,0.002862935420125723,0.029664847999811172
33,3960,-16.312961495295156,120,0,0.10850544273853302,-25.81303279408626,0.0,0.0829559937119484,0.00224759872071445,0.15562646090984344
34,4080,-25.31546096727252,120,0,0.19429509341716766,-26.172191088838503,0.0,0.0801163762807846,0.0025487695820629597,0.017183594405651093
35,4200,-22.364969964884207,120,0,0.07403138279914856,-25.83658454370498,0.0,0.07737115770578384,0.002092792419716716,0.10057970136404037
36,4320,-20.690026605390013,120,0,0.1525585651397705,-24.777429625524206,0.0,0.07473956048488617,0.002222001552581787,0.10618189722299576
37,4440,-18.656676734462373,120,0,0.11517079919576645,-23.79267450408824,0.0,0.07219977676868439,0.0018790934700518847,-0.00202241912484169
38,4560,-15.29457300480455,120,0,0.15918390452861786,-23.81751783830393,0.0,0.06975381821393967,0.0028443217743188143,0.3262208104133606
39,4680,-16.667091048806906,120,0,0.07432258874177933,-23.558694437189956,0.0,0.06739984452724457,0.0026423772796988487,0.19756120443344116
40,4800,-17.83237591486424,120,0,0.07462954521179199,-23.20184337371122,0.0,0.06513933837413788,0.002258376684039831,0.2292509377002716
41,4920,-14.661092478334911,120,0,0.07976090908050537,-22.419610574590973,0.0,0.06296384334564209,0.0032859258353710175,0.15565529465675354
42,5040,-17.44352615160401,120,0,0.12275519222021103,-21.345115173665576,0.0,0.06086953729391098,0.00272491667419672,0.15457433462142944
43,5160,-15.755897118151184,120,0,0.08503972738981247,-21.15244143378525,0.0,0.05885391682386398,0.001951450016349554,0.23962795734405518
44,5280,-15.477421976812181,120,0,0.06719791144132614,-20.713736949086886,0.0,0.05692011117935181,0.002899151062592864,0.1943206489086151
45,5400,-20.984524437077337,120,0,0.16107968986034393,-20.369614197875137,0.0,0.0550491027534008,0.0024127443321049213,0.24226677417755127
46,5515,-15.150655351132148,115,1,0.03172757849097252,-19.631865822362478,0.05,0.053314827382564545,0.0024200440384447575,0.09123237431049347
47,5579,-4.486600714921955,64,1,0.034312449395656586,-18.556371443959648,0.1,0.052378736436367035,0.0032734728883951902,0.21370463073253632
48,5676,-10.230370087698109,97,1,0.034373704344034195,-18.437214237074134,0.15,0.05098535493016243,0.004087706562131643,0.3557583689689636
49,5735,-2.8766800235211853,59,1,0.03305776044726372,-17.31598985266569,0.2,0.05016585811972618,0.0030869694892317057,0.35245734453201294
50,5855,-23.310554859340193,120,0,0.21222566068172455,-17.760107926335884,0.2,0.048550814390182495,0.0883539542555809,0.2229032814502716
51,5975,-16.657695690854457,120,0,0.11421108990907669,-16.929718852485994,0.2,0.046988651156425476,0.003720520529896021,0.5293818712234497
52,6095,-21.411520714685324,120,0,0.1847757250070572,-16.579033766995646,0.2,0.04548162221908569,0.005445224232971668,0.35744211077690125
53,6215,-23.008032515868553,120,0,0.2023288756608963,-16.913787318024315,0.2,0.04402479529380798,0.005632538348436356,0.359189510345459
54,6335,-23.847284690141677,120,0,0.25567567348480225,-16.840378504167774,0.2,0.04263569042086601,0.0062826951034367085,0.2096550017595291
55,6455,-13.68243220873177,120,0,0.15620550513267517,-16.406251616360155,0.2,0.04128008708357811,0.005069286562502384,0.22468537092208862
56,6575,-19.88077754452824,120,0,0.17106233537197113,-16.365789163317068,0.2,0.03996433690190315,0.005158509127795696,0.6329557299613953
57,6695,-18.816273243017495,120,0,0.2335219383239746,-16.37376898874482,0.2,0.03870082274079323,0.004679515492171049,0.6233048439025879
58,6815,-18.576741732507944,120,0,0.15646827220916748,-16.537877425129995,0.2,0.03747907280921936,0.11835254728794098,0.465842068195343
59,6935,-16.539853198584165,120,0,0.11860180646181107,-16.531515532618858,0.2,0.03629535436630249,0.1448993980884552,0.4061879515647888
60,7055,-19.36409669727086,120,0,0.1684340536594391,-16.608101571739187,0.2,0.035151392221450806,0.005099193193018436,0.28898850083351135
61,7108,-3.3145891767740236,53,1,0.0342976413667202,-16.04077640666114,0.25,0.034660324454307556,0.00789637491106987,0.5287232398986816
62,7228,-20.22033199347557,120,0,0.13908198475837708,-16.179616698754717,0.25,0.03356272727251053,0.004973152652382851,0.4950377345085144
63,7348,-16.59448215588927,120,0,0.13769090175628662,-16.22154595064162,0.25,0.032515186816453934,0.00728179095312953,0.3659140169620514
64,7468,-20.46718105874955,120,0,0.15671873092651367,-16.471033904738487,0.25,0.03150942921638489,0.005036923103034496,0.8642939329147339
65,7588,-13.394560905657707,120,0,0.10860741138458252,-16.09153572816751,0.25,0.030530162155628204,0.006975084543228149,0.5442507863044739
66,7708,-14.928426678627734,120,0,0.13450343906879425,-16.08042429454229,0.2,0.029584448784589767,0.0065495045855641365,0.481334924697876
67,7828,-13.347058887295416,120,0,0.09005070477724075,-16.523447203160963,0.15,0.028662053868174553,0.005858288146555424,0.484529584646225
68,7877,-2.7599350121617334,49,1,0.03372601792216301,-16.149925449384142,0.15,0.028289711102843285,0.0044871442951262,0.6686879992485046
69,7997,-19.965900787264108,120,0,0.14117668569087982,-17.00438648757129,0.1,0.02741784043610096,0.006540728732943535,0.5657958388328552
70,8079,-6.3519542504847095,82,1,0.034831106662750244,-16.156456457128513,0.15,0.026832737028598785,0.008908005431294441,0.44668230414390564
71,8199,-9.443336629420521,120,0,0.07757685333490372,-15.79573850405682,0.15,0.02601322904229164,0.14317026734352112,0.7897463440895081
72,8319,-11.418967636553573,120,0,0.07640253007411957,-15.296110850150232,0.15,0.02521468698978424,0.08384542167186737,0.6732301115989685
73,8357,-1.2684462660551068,38,1,0.032519660890102386,-14.209131537659559,0.2,0.024966498836874962,0.005306837148964405,0.7973839044570923
74,8383,2.690847810506821,26,1,0.03261110186576843,-12.882224912627134,0.25,0.024800535291433334,0.14577817916870117,0.7675782442092896
75,8423,-1.7353901017829783,40,1,0.03246114403009415,-12.284872807279694,0.3,0.02454763650894165,0.007212805561721325,0.7871440052986145
76,8462,-1.368650621250274,39,1,0.03320020064711571,-11.359266461115794,0.35,0.024299008771777153,0.009145742282271385,0.7403562068939209
77,8494,0.743511909246446,32,1,0.031793463975191116,-10.381277203502599,0.4,0.02410302124917507,0.01455689873546362,0.6291349530220032
78,8614,-12.608900366798046,120,0,0.10007186233997345,-10.082885135217104,0.4,0.023385483771562576,0.008868111297488213,0.8170378804206848
79,8734,-12.618205083459623,120,0,0.14958523213863373,-9.886802729460879,0.4,0.022689275443553925,0.006733865011483431,0.6254234910011292
80,8854,-11.357830795049674,120,0,0.06946088373661041,-9.486489434349817,0.4,0.022010864689946175,0.010044535622000694,0.5599841475486755
81,8889,-0.11381015881895795,35,1,0.030872037634253502,-9.326450483452065,0.4,0.02181667648255825,0.00771077536046505,0.5661364197731018
82,8918,1.4369677664339542,29,1,0.028908759355545044,-8.243585495456589,0.45,0.021656882017850876,0.00923891831189394,0.8181890249252319
83,8940,2.9977194154262543,22,1,0.030386967584490776,-7.263975416890811,0.5,0.02153712883591652,0.008296825923025608,0.3964895009994507
84,9060,-16.791501220464706,120,0,0.171321302652359,-7.080191424976569,0.5,0.020912010222673416,0.010605737566947937,0.745852530002594
85,9180,-18.381969110015792,120,0,0.13611723482608795,-7.329561835194474,0.5,0.02030918374657631,0.007443098351359367,0.5523151159286499
86,9300,-14.173031358029704,120,0,0.09876014292240143,-7.291792069164572,0.5,0.019732847809791565,0.015987630933523178,0.7836228609085083
87,9420,-14.613222637362774,120,0,0.10005717724561691,-7.35510025666794,0.5,0.01917743869125843,0.05335165560245514,0.6251327991485596
88,9540,-17.10466934381052,120,0,0.13743191957473755,-8.07233697325038,0.45,0.018633801490068436,0.0915507823228836,0.5750700235366821
89,9575,0.050116240680219803,35,1,0.033520326018333435,-7.071536121853162,0.5,0.018475260585546494,0.008860291913151741,0.927489161491394
90,9621,-2.4175880135595778,46,1,0.03460289165377617,-6.874817810006907,0.5,0.018273137509822845,0.010851606726646423,0.6597481369972229
91,9741,-15.416148148179051,120,0,0.10357541590929031,-7.1734583859448335,0.5,0.017765438184142113,0.03316869959235191,0.6365095376968384
92,9861,-14.805409143306324,120,0,0.09761003404855728,-7.34278046128247,0.5,0.017281778156757355,0.010200519114732742,0.8702691793441772
93,9981,-16.88699087300338,120,0,0.12268766760826111,-8.123707691629885,0.45,0.01681242510676384,0.0098723154515028,0.8121299743652344
94,10101,-17.552293146699657,120,0,0.14109502732753754,-9.13586473949021,0.4,0.016350047662854195,0.20327621698379517,0.776983916759491
95,10221,-14.399911860488348,120,0,0.11830535531044006,-9.769090827425478,0.35,0.015895217657089233,0.01015542820096016,0.7198596596717834
96,10341,-12.133390864729883,120,0,0.07072354108095169,-10.307327839599457,0.3,0.015467283315956593,0.10149693489074707,0.7336094975471497
97,10461,-12.620462629720564,120,0,0.1198989525437355,-10.975526566547808,0.25,0.01504215132445097,0.011165374889969826,0.7124812006950378
98,10581,-10.362900251522662,120,0,0.06363492459058762,-10.863226560784037,0.25,0.01463917177170515,0.008993132039904594,0.7930847406387329
99,10629,0.3041451932489867,48,1,0.03496624156832695,-10.217109046948607,0.3,0.014485299587249756,0.11308196932077408,0.8514062762260437
100,10749,-13.893322531357411,120,0,0.09783118963241577,-10.343883633763994,0.3,0.014115600846707821,0.16415934264659882,0.3983253538608551
101,10809,-3.410522451438009,60,1,0.03319166973233223,-10.508719248394945,0.3,0.01393452100455761,0.010733477771282196,0.7438204288482666
102,10853,-3.181505571976305,44,1,0.034009985625743866,-10.73964291531546,0.3,0.01380976103246212,0.00892618764191866,0.8117260932922363
103,10973,-17.87202683805953,120,0,0.19353164732456207,-11.783130227989748,0.25,0.01348438486456871,0.010433455929160118,0.8220536708831787
104,11093,-10.099811208024622,120,0,0.06487497687339783,-11.448545727367746,0.25,0.013156408444046974,0.009636590257287025,0.8550651669502258
105,11213,-10.129977457839997,120,0,0.08299490809440613,-11.035946144758956,0.25,0.012857156805694103,0.01116214320063591,0.6041812896728516
106,11291,-2.863410155177114,78,1,0.03292248025536537,-10.470465084616325,0.3,0.012647714465856552,0.010176173411309719,0.9208874702453613
107,11326,-0.08714618861675483,35,1,0.032311052083969116,-9.744161262179023,0.35,0.012561064213514328,0.01258944533765316,0.711737871170044
108,11348,2.9676689358055586,22,1,0.03471284359693527,-8.74054434819822,0.4,0.012501931749284267,0.011652323417365551,0.7853536605834961
109,11389,0.07463572338223479,41,1,0.03415754809975624,-8.73931837406312,0.4,0.012391291558742523,0.11657886952161789,0.8096046447753906
110,11427,-1.1426141102611993,38,1,0.03039393201470375,-8.675569678898201,0.4,0.01228940486907959,0.013302266597747803,0.7418224811553955
111,11490,-4.67638796299696,63,1,0.03393736109137535,-8.138581669639096,0.45,0.012129965238273144,0.18767870962619781,0.7033153772354126
112,11515,2.1879298469424246,25,1,0.02782571315765381,-7.288914720126658,0.5,0.012065776623785496,0.014689458534121513,0.7684832811355591
113,11550,0.3738706789910786,35,1,0.03327303007245064,-6.425871642526937,0.55,0.01197577454149723,0.09933890402317047,0.8035945892333984
114,11670,-12.45252927426249,120,0,0.11956842988729477,-6.170883448905078,0.55,0.011675373651087284,0.014232893474400043,0.6848444938659668
115,11697,1.8793892942368982,27,1,0.034776002168655396,-5.356918391168816,0.6,0.011612842790782452,0.09670719504356384,0.7308409810066223
116,11728,1.0649202242493625,31,1,0.028162876144051552,-4.697002836719853,0.65,0.011543814092874527,0.13407379388809204,0.6513700485229492
117,11777,-2.237629207074643,49,1,0.027711156755685806,-4.177861165587558,0.7,0.011425526812672615,0.10093653202056885,0.6240750551223755
118,11897,-15.1998825942725,120,0,0.12028323113918304,-4.41971028272505,0.7,0.01117087621241808,0.16903452575206757,0.8222718238830566
119,11921,2.4074743030965333,24,1,0.034854304045438766,-4.314543827232672,0.7,0.011117571033537388,0.09182173758745193,0.6222835779190063
120,11945,2.6338513964414596,24,1,0.03193755820393562,-3.4881851308427287,0.75,0.011061619035899639,0.01746690459549427,0.8211817741394043
121,11964,3.2522180971503256,19,1,0.029105566442012787,-3.1550481034133124,0.75,0.011017616838216782,0.05828772112727165,0.4485512375831604
122,12084,-10.115185665823518,120,0,0.06178196892142296,-3.501732108105672,0.7,0.010748612694442272,0.012152627110481262,0.806111216545105
123,12119,-0.42308014482259715,35,1,0.03200577571988106,-2.629284773443826,0.75,0.010679668746888638,0.09579630941152573,0.8101946115493774
124,12154,-0.4690124946832652,35,1,0.03236054629087448,-2.147744837776758,0.8,0.010609026066958904,0.02049151062965393,0.6959094405174255
125,12223,-3.251210854128007,69,1,0.03419997915625572,-1.8038065075911587,0.85,0.010481799021363258,0.013612603768706322,0.5432517528533936
126,12254,1.3580219461023808,31,1,0.03415314853191376,-1.592734902527184,0.85,0.01042559091001749,0.09320251643657684,0.4883713722229004
127,12284,0.7275898879766478,30,1,0.03231651335954666,-1.5519980986975137,0.85,0.010372083634138107,0.22356170415878296,0.699927568435669
128,12327,-1.4779064150154575,43,1,0.03485085070133209,-1.7742768662385644,0.85,0.010290224105119705,0.04576226696372032,1.0154900550842285
129,12392,0.5565138854831426,65,1,0.034924618899822235,-1.7501829581335187,0.85,0.01018105261027813,0.04653576761484146,0.6579676866531372
130,12448,-2.9670774352550513,56,1,0.033034875988960266,-1.8414061243832116,0.85,0.010081401094794273,0.19537502527236938,0.6105411052703857
131,12568,-8.650402853637928,120,0,0.05165227875113487,-2.0401068689152604,0.8,0.00988098420202732,0.07959537208080292,0.8572360873222351
132,12688,-8.441429544258861,120,0,0.07279055565595627,-2.5715748384753243,0.75,0.009721287526190281,0.12151239067316055,0.3179590404033661
133,12808,-15.775410284958786,120,0,0.13825778663158417,-3.3790388866728174,0.7,0.00955232698470354,0.07412747293710709,0.5210135579109192
134,12928,-12.20856049959548,120,0,0.07572309672832489,-3.3668404479394676,0.7,0.009379436261951923,0.025768857449293137,0.4805198907852173
135,12959,1.7261684498935939,31,1,0.03208933770656586,-3.374501490156633,0.7,0.009331568144261837,0.14609293639659882,0.7003265619277954
136,13003,-1.1214017066359547,44,1,0.030906135216355324,-3.4838175867008987,0.7,0.009263497777283192,0.2580574154853821,0.48847347497940063
137,13035,1.386502504050732,32,1,0.03372789919376373,-3.302611001144629,0.7,0.009219452738761902,0.014379661530256271,0.593715488910675
138,13155,-15.892685319781304,120,0,0.1017245203256607,-3.3372511374200697,0.7,0.009058749303221703,0.01634027436375618,0.47776108980178833
139,13174,3.1382822383940217,19,1,0.02866380289196968,-3.3007107406551954,0.7,0.009037827141582966,0.06654377281665802,0.3409477770328522
140,13294,-13.243147517768673,120,0,0.09395569562911987,-4.094560686365702,0.65,0.008874306455254555,0.013009591028094292,0.6714650392532349
141,13414,-10.709408054128286,120,0,0.057842470705509186,-4.7926419939296325,0.6,0.008700060658156872,0.013264468871057034,0.5953537821769714
142,13448,1.6221923758089543,34,1,0.03488226979970932,-4.205773091848009,0.65,0.008649410679936409,0.013926848769187927,0.4049726724624634
143,13568,-7.450953965568913,120,0,0.058289818465709686,-4.557166782885325,0.6,0.008508733473718166,0.06688317656517029,0.5592247247695923
144,13602,0.26591889977455097,34,1,0.03353350982069969,-4.520420213162435,0.6,0.008465399965643883,0.01019083708524704,0.5137866735458374
145,13705,-9.068442288907246,103,1,0.03424352779984474,-4.8112817849013965,0.6,0.008353587239980698,0.022012552246451378,0.51995450258255
146,13825,-10.628156600035727,120,0,0.0513283796608448,-5.410590712208302,0.55,0.00820710975676775,0.046589627861976624,0.5128301382064819
147,13856,1.433680254667998,31,1,0.026667829602956772,-5.375286193873733,0.55,0.008166763931512833,0.04745926707983017,0.4745064675807953
148,13886,1.1340786270797234,30,1,0.03200438618659973,-5.2446869417689745,0.55,0.008136531338095665,0.11512736976146698,0.4555344581604004
149,13933,-1.3726196235418362,47,1,0.034356970340013504,-5.341143617220224,0.55,0.008075807243585587,0.0152262719348073,0.4729900360107422
150,13993,-1.2085963407903906,60,1,0.03427986428141594,-5.253219562496991,0.55,0.008017554879188538,0.02618051879107952,0.5134612917900085
151,14032,-1.2756171199679391,39,1,0.031101958826184273,-4.884480275813491,0.6,0.007988319732248783,0.07007912546396255,0.230157732963562
152,14152,-9.42644543970004,120,0,0.05790303647518158,-4.93373107058555,0.6,0.007860809564590454,0.06525199860334396,0.5871648788452148
153,14272,-17.25299761526287,120,0,0.08390109986066818,-5.007610437100754,0.6,0.007748786825686693,0.20713596045970917,0.27214017510414124
154,14307,0.21985838025808313,35,1,0.032962918281555176,-4.386189493108075,0.65,0.007715114392340183,0.11963200569152832,0.5034301280975342
155,14427,-13.439748039962721,120,0,0.14194200932979584,-5.144485317600891,0.6,0.007620243355631828,0.11466789245605469,0.29931706190109253
156,14460,-0.06280728325248042,33,1,0.0290512815117836,-5.091555596431718,0.6,0.0075826519168913364,0.01875695213675499,0.17423945665359497
157,14491,1.2319654126465323,31,1,0.03377527743577957,-5.099282451001928,0.6,0.007561230566352606,0.036106809973716736,0.221366748213768
158,14515,2.124953875988721,24,1,0.03275744244456291,-4.198400491213427,0.65,0.007545556407421827,0.01676757261157036,0.23364996910095215
159,14544,2.1564900769293307,29,1,0.034331806004047394,-4.2474900992866615,0.65,0.0075318096205592155,0.1028176099061966,0.48815691471099854
160,14605,-2.5618618113175025,61,1,0.03477143496274948,-3.7134258139641028,0.7,0.007482428103685379,0.06187686324119568,0.39656776189804077
161,14624,3.2663368926942353,19,1,0.031725671142339706,-3.0146385666229767,0.75,0.0074622188694775105,0.13693244755268097,0.20971107482910156
162,14649,2.442887741178275,25,1,0.030767496675252914,-2.973603798354511,0.75,0.007443653419613838,0.03998325765132904,0.30228185653686523
163,14681,0.0987988020479662,32,1,0.033227838575839996,-2.596116159973667,0.8,0.007428605109453201,0.012631449848413467,0.3966465890407562
164,14714,-0.06982353061437241,33,1,0.03218298405408859,-2.612903281493113,0.8,0.007414346560835838,0.026716286316514015,0.43929484486579895
165,14750,-1.230564751923085,36,1,0.031749945133924484,-2.2210094046439046,0.8,0.007386061362922192,0.01943419873714447,0.5246384143829346
166,14782,0.6689619280397894,32,1,0.02920381911098957,-1.6561534782401288,0.85,0.0073621575720608234,0.11752767860889435,0.18385598063468933
167,14805,2.098170003443957,23,1,0.02753124199807644,-1.6229289908013311,0.85,0.007345746736973524,0.13039875030517578,0.34019267559051514
168,14858,-1.3263622171431786,53,1,0.03311755508184433,-1.7459510330124761,0.85,0.007309212815016508,0.03143157809972763,0.3142790198326111
169,14888,0.9460567115247231,30,1,0.03433765470981598,-1.630017216259148,0.85,0.00727954413741827,0.09144587814807892,0.08068839460611343
170,14922,-0.35765773370862153,34,1,0.029509730637073517,-1.5874702859050598,0.85,0.007270826026797295,0.15799221396446228,0.42304402589797974
171,14962,-0.779355477541686,40,1,0.034287143498659134,-1.5626572037837472,0.85,0.007239845115691423,0.06209766864776611,0.2475443184375763
172,15010,-2.3514966549724354,48,1,0.03169669955968857,-1.208909764547367,0.9,0.007216373458504677,0.01617223024368286,0.4515429139137268
173,15053,0.1338246050849543,43,1,0.03365277126431465,-0.3395686535299758,0.95,0.007185905706137419,0.08750555664300919,0.21493540704250336
174,15081,1.4092475217580809,28,1,0.03256230801343918,-0.28009919645497583,0.95,0.00718629639595747,0.08432052284479141,0.22909928858280182
175,15103,3.0708520752191544,22,1,0.03401673957705498,0.5454308093041179,1.0,0.007166056428104639,0.17418064177036285,0.1426004320383072
176,15144,-0.23849935196340244,41,1,0.03367995098233223,0.5366462058685718,1.0,0.0071481019258499146,0.02243834175169468,0.10771005600690842
177,15187,-2.0035290184244507,43,1,0.030664995312690735,0.3748714843150227,1.0,0.007130440324544907,0.10596324503421783,0.16520996391773224
178,15215,1.4333857282996192,28,1,0.03052782639861107,0.34029307693056754,1.0,0.007112707477062941,0.04712267965078354,0.2783910036087036
179,15252,-0.2274059428274624,37,1,0.03172646090388298,0.22109827594272788,1.0,0.007081266026943922,0.02000432461500168,0.08507395535707474
180,15297,-0.5709107786417009,45,1,0.030734660103917122,0.32064582757651794,1.0,0.00705648073926568,0.05892178788781166,0.027713056653738022
181,15329,0.3332090063393105,32,1,0.0323646143078804,0.17398943325877175,1.0,0.00704149017110467,0.023631058633327484,0.11094704270362854
182,15349,3.0211997294425963,20,1,0.030852394178509712,0.2029050326719878,1.0,0.007021784782409668,0.082367904484272,-0.22000229358673096
183,15385,-0.5841429406404499,36,1,0.0344453789293766,0.168757945537567,1.0,0.007010296452790499,0.012153636664152145,0.24424487352371216
184,15428,-1.1626590614020822,43,1,0.03049224242568016,0.11411616899818151,1.0,0.006995393428951502,0.014428094029426575,0.2478008270263672
185,15452,2.0806365065276626,24,1,0.0316707119345665,0.2796762319207189,1.0,0.006979936268180609,0.09372872114181519,0.33140408992767334
186,15482,1.0874077470600607,30,1,0.03367559611797333,0.30059852287173244,1.0,0.006963938940316439,0.013175873085856438,0.41901639103889465
187,15515,1.7004891886562108,33,1,0.03408695384860039,0.2807144821323452,1.0,0.0069412426091730595,0.04096747934818268,0.2225465625524521
188,15546,0.4679866920411584,31,1,0.03360165283083916,0.370431927591562,1.0,0.006934249307960272,0.13245445489883423,-0.025697454810142517
189,15589,-1.4051347273588162,43,1,0.03278093412518501,0.252872355647385,1.0,0.006920059211552143,0.06680722534656525,0.1733272522687912
190,15616,1.4339538264274596,27,1,0.031690143048763275,0.34245293365418905,1.0,0.006933210883289576,0.01983712613582611,0.2480103075504303
191,15681,-3.2033206915482877,65,1,0.032162848860025406,0.221254672953859,1.0,0.006935198325663805,0.03017476201057434,-0.10633926093578339
192,15706,2.068259489983321,25,1,0.033851079642772675,0.44224248020164686,1.0,0.006941848434507847,0.07715871185064316,0.4424605071544647
193,15753,-0.9691042090952378,47,1,0.032652273774147034,0.3870960394926373,1.0,0.006935876328498125,0.02773420512676239,0.14181892573833466
194,15873,-9.1320278101461,120,0,0.06741895526647568,-0.13996772710257188,0.95,0.006884742993861437,0.0422201007604599,0.10947420448064804
195,15890,3.5392949414253234,17,1,0.031613558530807495,-0.1165455837922634,0.95,0.006881578825414181,0.020565155893564224,0.07607617974281311
196,15927,-0.13175425276160446,37,1,0.03447218984365463,-0.1112083288321735,0.95,0.006894687190651894,0.01842448115348816,-0.022572670131921768
197,15965,0.19506383433937913,38,1,0.03236771002411842,-0.001278686193982015,0.95,0.006896666716784239,0.2180975079536438,0.0304376482963562
198,15994,0.6971434514224528,29,1,0.030702630057930946,-0.038090800037840336,0.95,0.006881208159029484,0.022997640073299408,0.2112502157688141
199,16114,-12.981029787771403,120,0,0.11284958571195602,-0.6757719922850374,0.9,0.006845066323876381,0.031186748296022415,-0.13047093152999878
200,16162,-2.2840259909629808,48,1,0.03477640077471733,-0.7614277529011014,0.9,0.006860135588794947,0.05536740645766258,0.15136322379112244
201,16186,2.2773197084665293,24,1,0.034535277634859085,-0.6642222177947404,0.9,0.006865716073662043,0.023518463596701622,0.11370062083005905
202,16219,-0.3816277192533013,33,1,0.02686367928981781,-0.8343635902295354,0.9,0.006856967229396105,0.03734054043889046,-0.09116995334625244
203,16248,1.5012693792581557,29,1,0.032679568976163864,-0.7300929742346051,0.9,0.006868571043014526,0.06097300350666046,0.16531307995319366
204,16271,2.368692580461502,23,1,0.03169086575508118,-0.5535253921414258,0.9,0.006873344536870718,0.018510380759835243,0.07524567097425461
205,16302,1.2127828675508505,31,1,0.03338848054409027,-0.5969180740902663,0.9,0.00688948854804039,0.024289341643452644,0.09683971852064133
206,16341,-0.5325895739346747,39,1,0.034516461193561554,-0.6779179401400033,0.9,0.006900772452354431,0.022923026233911514,0.30238497257232666
207,16373,1.6163459029048681,32,1,0.03406341373920441,-0.6821251044275704,0.9,0.006899347994476557,0.048009492456912994,0.09359332919120789
