episode,global_step,mode,reward,length,success,initial_distance,final_distance,success_rate_20,mean_reward_20,hard_success_rate,uniform_success_rate,alpha,critic_loss,actor_loss,object_x,object_y,object_z
17,1366,uniform,-1.6164352551102654,37,1,0.45267605781555176,0.038129065185785294,0.5294117647058824,-7.753871745590451,0.4166666666666667,0.8,0.01061941683292389,0.11435630917549133,-1.4222915172576904,0.4318684935569763,0.14493876695632935,0.029892245307564735
18,1411,hard_negative_y,-3.1056540092080827,45,1,0.5091208815574646,0.039878781884908676,0.5555555555555556,-7.495637426902541,0.46153846153846156,0.8,0.010579776018857956,0.058452703058719635,-1.0274490118026733,0.5608483552932739,-0.16264653205871582,0.029892245307564735
19,1456,hard_negative_y,-2.3463638280332093,45,1,0.47526833415031433,0.03776304051280022,0.5789473684210527,-7.224623026962051,0.5,0.8,0.010539138689637184,0.05306070297956467,-1.20770263671875,0.49380946159362793,-0.15056031942367554,0.029892245307564735
20,1501,hard_negative_y,-3.457956425398586,45,1,0.5209473967552185,0.0378863699734211,0.6,-7.036289696883877,0.5333333333333333,0.8,0.010502125136554241,0.010608501732349396,-1.2622002363204956,0.5682628750801086,-0.18659313023090363,0.029892245307564735
21,1544,hard_negative_y,-3.0047999411821342,43,1,0.5188906788825989,0.039664339274168015,0.65,-6.522358194814996,0.5625,0.8,0.010469241067767143,0.12724460661411285,-0.9519070982933044,0.5783768892288208,-0.1652018129825592,0.029892245307564735
22,1582,hard_negative_y,-2.198220046609637,38,1,0.49046266078948975,0.036922965198755264,0.7,-5.9092724308203906,0.5882352941176471,0.8,0.010442148894071579,0.08325980603694916,-0.9939323663711548,0.5331937074661255,-0.1451817899942398,0.029892245307564735
23,1622,hard_negative_y,-2.541585875898601,40,1,0.4986060857772827,0.03879549354314804,0.75,-5.302742614326999,0.6111111111111112,0.8,0.010415245778858662,0.04970652237534523,-0.8559505939483643,0.545646607875824,-0.15278759598731995,0.029892245307564735
24,1660,hard_negative_y,-2.4243618439137924,38,1,0.49864912033081055,0.03891372308135033,0.75,-5.3392230259832,0.631578947368421,0.8,0.010395186021924019,0.08074435591697693,-0.9844153523445129,0.5415773391723633,-0.15909892320632935,0.029892245307564735
25,1707,hard_negative_y,-2.9324574182927634,47,1,0.48537036776542664,0.03945813700556755,0.8,-4.792465488286689,0.65,0.8,0.010370752774178982,0.10060189664363861,-0.9007347822189331,0.4821883738040924,-0.1912568360567093,0.029892245307564735
26,1746,hard_negative_y,-1.798613641560081,39,1,0.45994868874549866,0.039501532912254333,0.85,-4.268975823482499,0.6666666666666666,0.8,0.010356373153626919,0.0696030929684639,-0.8647546172142029,0.45012709498405457,-0.1529836654663086,0.029894685372710228
27,1789,hard_negative_y,-2.533458280563358,43,1,0.4866868853569031,0.03650042787194252,0.85,-4.170196826665663,0.6818181818181818,0.8,0.010340819135308266,0.12493658065795898,-1.2500929832458496,0.4962576925754547,-0.18091967701911926,0.029892245307564735
28,1863,hard_negative_y,-5.032967988550661,74,1,0.49408581852912903,0.03815355524420738,0.9,-3.793847475088202,0.6956521739130435,0.8,0.010308734141290188,0.21725842356681824,-0.7060270309448242,0.5003778338432312,-0.1959904581308365,0.029892245307564735
29,1899,uniform,-1.3337534068524857,36,1,0.4397009015083313,0.03495095670223236,0.9,-3.7761202746769422,0.6956521739130435,0.8333333333333334,0.010295063257217407,0.11653390526771545,-0.6968607902526855,0.43943604826927185,-0.08649652451276779,0.029892245307564735
30,1946,hard_negative_y,-3.315513815134767,47,1,0.5094966292381287,0.03637298569083214,0.95,-3.2570264480141935,0.7083333333333334,0.8333333333333334,0.010273495689034462,0.07890714704990387,-0.9974026083946228,0.5512164235115051,-0.17785842716693878,0.029892245307564735
31,1986,uniform,-2.9637034119665637,40,1,0.5270323753356934,0.036814846098423004,1.0,-2.7228655916564177,0.7083333333333334,0.8571428571428571,0.010256857611238956,0.05363691970705986,-0.8460720777511597,0.5895929336547852,-0.17202985286712646,0.029892245307564735
32,2025,hard_negative_y,-2.5455044586956506,39,1,0.5082080364227295,0.03951745107769966,1.0,-2.6777236874662345,0.72,0.8571428571428571,0.010245800949633121,0.07109872251749039,-0.8655797243118286,0.5696008801460266,-0.14493218064308167,0.029892245307564735
33,2063,hard_negative_y,-2.1059481421113,38,1,0.49486440420150757,0.03456147387623787,1.0,-2.6516078522764155,0.7307692307692307,0.8571428571428571,0.010233955457806587,0.17343679070472717,-0.6404080390930176,0.5392124056816101,-0.15051957964897156,0.029892245307564735
34,2101,hard_negative_y,-2.1672719393670565,38,1,0.49118584394454956,0.038196220993995667,1.0,-2.615285905610771,0.7407407407407407,0.8571428571428571,0.010220222175121307,0.07057121396064758,-0.7733759880065918,0.5243425965309143,-0.16035309433937073,0.029892245307564735
35,2147,hard_negative_y,-3.083181559257209,46,1,0.5106037259101868,0.0389130562543869,1.0,-2.5899538744855675,0.75,0.8571428571428571,0.01020492147654295,0.06514482200145721,-0.7105059623718262,0.5516710877418518,-0.18039025366306305,0.029892245307564735
36,2190,hard_negative_y,-2.6228507992625225,43,1,0.4902135729789734,0.03661680594086647,1.0,-2.6565301043484366,0.7586206896551724,0.8571428571428571,0.01019330881536007,0.095963254570961,-0.9644750952720642,0.49621284008026123,-0.19024758040905,0.029892245307564735
37,2240,hard_negative_y,-3.5300973649695564,50,1,0.528563380241394,0.03860393166542053,1.0,-2.752213209841401,0.7666666666666667,0.8571428571428571,0.01017710193991661,0.06169162690639496,-0.8327969312667847,0.5823345184326172,-0.18777604401111603,0.029892245307564735
38,2276,uniform,-1.5159538871049882,36,1,0.44813069701194763,0.03504770249128342,1.0,-2.6727282037362463,0.7666666666666667,0.875,0.010166630148887634,0.05246762931346893,-0.8473228216171265,0.4758566915988922,0.06319841742515564,0.029892245307564735
39,2316,hard_negative_y,-2.425081930309533,40,1,0.5008413791656494,0.03925386816263199,1.0,-2.676664108850063,0.7741935483870968,0.875,0.010153645649552345,0.03129260241985321,-0.929919958114624,0.5571012496948242,-0.14135095477104187,0.029892245307564735
40,2361,uniform,-3.0670765042305,45,1,0.5206013917922974,0.03757822513580322,1.0,-2.657120112791658,0.7741935483870968,0.8888888888888888,0.010143710300326347,0.08005252480506897,-0.9149975180625916,0.5679638981819153,-0.1860450953245163,0.029892245307564735
41,2430,uniform,-3.587609403356913,69,1,0.486174076795578,0.039956338703632355,1.0,-2.6862605859003965,0.7741935483870968,0.9,0.0101253567263484,0.051150403916835785,-0.9335277080535889,0.5451874136924744,0.10639636963605881,0.029892245307564735
42,2470,hard_negative_y,-2.0782896411418896,40,1,0.4828936755657196,0.03754810988903046,1.0,-2.6802640656270094,0.78125,0.9,0.010113853961229324,0.05120966210961342,-0.5756889581680298,0.5041747689247131,-0.16122964024543762,0.029892245307564735
43,2509,hard_negative_y,-1.9374853920936586,39,1,0.46657249331474304,0.0346548818051815,1.0,-2.6500590414367626,0.7878787878787878,0.9,0.010106139816343784,0.07401661574840546,-0.8249969482421875,0.47335073351860046,-0.14731846749782562,0.029892245307564735
44,2629,uniform,-14.38592517316341,120,0,0.5029760599136353,0.06922939419746399,0.95,-3.248137207899243,0.7878787878787878,0.8181818181818182,0.010093305259943008,0.08745317161083221,-1.1047204732894897,0.5188664197921753,0.19946110248565674,0.029892245307564735
45,2673,hard_negative_y,-3.1636528922244898,44,1,0.5248157978057861,0.039137087762355804,0.95,-3.2596969815958294,0.7941176470588235,0.8181818181818182,0.010091092437505722,0.021784184500575066,-0.9274489879608154,0.5855592489242554,-0.17183177173137665,0.029892245307564735
46,2716,hard_negative_y,-2.2873443596065046,43,1,0.4802533984184265,0.03749804571270943,0.95,-3.2841335174981503,0.8,0.8181818181818182,0.010087724775075912,0.10131484270095825,-0.8104823231697083,0.47646790742874146,-0.18332883715629578,0.029892245307564735
47,2836,uniform,-13.496820711791518,120,0,0.49292582273483276,0.06294147670269012,0.9,-3.8323016390595592,0.8,0.75,0.010091808624565601,0.012172366492450237,-0.9033642411231995,0.5490841269493103,0.12672606110572815,0.029892245307564735
48,2874,hard_negative_y,-1.758994604498147,38,1,0.4569094479084015,0.03481406345963478,0.9,-3.668602969856933,0.8055555555555556,0.75,0.01009020209312439,0.09066586196422577,-1.3574987649917603,0.4518348276615143,-0.14163120090961456,0.029894761741161346
49,2910,uniform,-1.3150111290812516,36,1,0.43081918358802795,0.03286287561058998,0.9,-3.667665855968371,0.8055555555555556,0.7692307692307693,0.010088860057294369,0.018133923411369324,-1.0977184772491455,0.43084320425987244,-0.04417868331074715,0.029892245307564735
50,2948,hard_negative_y,-2.142627080529927,38,1,0.4970185160636902,0.03614575043320656,0.9,-3.609021519238129,0.8108108108108109,0.7692307692307693,0.010088566690683365,0.03773454204201698,-1.214195728302002,0.5437987446784973,-0.15047228336334229,0.029892245307564735
51,2984,uniform,-1.6533625324070451,36,1,0.4745981991291046,0.03550305217504501,0.9,-3.5435044752601526,0.8108108108108109,0.7857142857142857,0.010092184878885746,0.01687305048108101,-1.2468981742858887,0.5239983797073364,-0.09920956939458847,0.029892245307564735
52,3025,hard_negative_y,-2.7175088180601605,41,1,0.5142745971679688,0.03914310783147812,0.9,-3.5521046932283795,0.8157894736842105,0.7857142857142857,0.010094658471643925,0.050903014838695526,-1.173208475112915,0.5707756876945496,-0.16306422650814056,0.029892245307564735
53,3066,hard_negative_y,-2.781898426674309,41,1,0.5163328051567078,0.03859850391745567,0.9,-3.5859022074565288,0.8205128205128205,0.7857142857142857,0.010102849453687668,0.0131056047976017,-1.4601719379425049,0.566339910030365,-0.17615731060504913,0.029892245307564735
54,3103,hard_negative_y,-1.881445961892605,37,1,0.4897232949733734,0.03949536010622978,0.9,-3.5716109085828065,0.825,0.7857142857142857,0.010111148469150066,0.012584276497364044,-1.1096607446670532,0.5205583572387695,-0.16096262633800507,0.029892245307564735
55,3143,hard_negative_y,-2.6551317752897754,40,1,0.5129507184028625,0.03966579958796501,0.9,-3.550208419384435,0.8292682926829268,0.7857142857142857,0.0101159131154418,0.01339434739202261,-0.8252729773521423,0.5696243643760681,-0.1607358157634735,0.029892245307564735
56,3181,hard_negative_y,-1.7996914327144653,38,1,0.46296513080596924,0.039266493171453476,0.9,-3.509050451057032,0.8333333333333334,0.7857142857142857,0.010121562518179417,0.02169841341674328,-1.234697937965393,0.45409536361694336,-0.15763717889785767,0.029893822968006134
57,3217,uniform,-1.351149645745756,36,1,0.4421502947807312,0.03633738309144974,0.9,-3.400103065095842,0.8333333333333334,0.8,0.010126824490725994,0.032410308718681335,-0.9697822332382202,0.4404034912586212,0.09687361121177673,0.029892245307564735
58,3253,uniform,-1.397043249458072,36,1,0.4348174035549164,0.036915093660354614,0.9,-3.394157533213496,0.8333333333333334,0.8125,0.010133964940905571,0.02376016229391098,-0.9706441164016724,0.43366533517837524,0.06859972327947617,0.029892245307564735
59,3287,uniform,-1.3604092402756223,34,1,0.46373704075813293,0.039051372557878494,0.9,-3.3409238987118015,0.8333333333333334,0.8235294117647058,0.010142632760107517,0.03123096190392971,-1.1104683876037598,0.5188286304473877,-0.04321851581335068,0.029892245307564735
60,3327,hard_negative_y,-2.129672423601151,40,1,0.49142393469810486,0.03659645840525627,0.9,-3.2940536946803336,0.8372093023255814,0.8235294117647058,0.010149579495191574,0.05181221663951874,-1.2193846702575684,0.4995212256908417,-0.19005124270915985,0.029892245307564735
61,3365,hard_negative_y,-1.7928152066469174,38,1,0.47080156207084656,0.0335809625685215,0.9,-3.204313984844833,0.8409090909090909,0.8235294117647058,0.010155959986150265,0.01573912426829338,-1.5496487617492676,0.4843045771121979,-0.1479966789484024,0.029892245307564735
62,3404,hard_negative_y,-1.885905473679304,39,1,0.47732779383659363,0.035869013518095016,0.9,-3.194694776471704,0.8444444444444444,0.8235294117647058,0.010165364481508732,0.027224496006965637,-1.1432163715362549,0.4760451912879944,-0.17592906951904297,0.029892245307564735
63,3445,hard_negative_y,-2.7406850871443753,41,1,0.5172083973884583,0.03843686357140541,0.9,-3.23485476122424,0.8478260869565217,0.8235294117647058,0.01017073169350624,0.020533189177513123,-1.2590820789337158,0.5547395348548889,-0.19446904957294464,0.029892245307564735
64,3486,hard_negative_y,-2.7106769296526902,41,1,0.5176637172698975,0.03989512473344803,0.95,-2.651092349048705,0.851063829787234,0.8235294117647058,0.010182465426623821,0.03899698704481125,-1.1896836757659912,0.5724475979804993,-0.17088764905929565,0.029892245307564735
65,3523,hard_negative_y,-1.930999559611081,37,1,0.4934021234512329,0.03755825757980347,0.95,-2.589459682418034,0.8541666666666666,0.8235294117647058,0.010193517431616783,0.013035411015152931,-0.9767714738845825,0.5257704257965088,-0.1651441603899002,0.029892245307564735
66,3562,hard_negative_y,-2.0855087143182747,39,1,0.48603710532188416,0.039077453315258026,0.95,-2.5793679001536223,0.8571428571428571,0.8235294117647058,0.010203087702393532,0.04764094203710556,-1.0269434452056885,0.4916701018810272,-0.18388892710208893,0.029892245307564735
67,3602,hard_negative_y,-1.988910669982432,40,1,0.46967002749443054,0.032839398831129074,1.0,-2.0039723980631683,0.86,0.8235294117647058,0.010211916640400887,0.017536723986268044,-1.0151764154434204,0.45179635286331177,-0.17866282165050507,0.029895180836319923
68,3638,uniform,-1.545817749649288,36,1,0.4668167531490326,0.03593140468001366,1.0,-1.9933135553207246,0.86,0.8333333333333334,0.010226107202470303,0.02093745581805706,-1.2352266311645508,0.5283831357955933,0.024391425773501396,0.029892245307564735
69,3678,hard_negative_y,-2.438559529259802,40,1,0.5107418894767761,0.03661574050784111,1.0,-2.0494909753296526,0.8627450980392157,0.8333333333333334,0.01023735199123621,0.045763738453388214,-1.2419321537017822,0.5385810136795044,-0.1972699612379074,0.029892245307564735
70,3714,hard_negative_y,-1.5140916992723943,36,1,0.46689411997795105,0.0376264788210392,1.0,-2.0180642062667755,0.8653846153846154,0.8333333333333334,0.010244745761156082,0.021520446985960007,-0.9728790521621704,0.4752495586872101,-0.14617684483528137,0.029892245307564735
71,3751,hard_negative_y,-1.7403857350349394,37,1,0.46389201283454895,0.039399098604917526,1.0,-2.022415366398171,0.8679245283018868,0.8333333333333334,0.010257254354655743,0.016189230605959892,-1.1506516933441162,0.45448583364486694,-0.15987347066402435,0.029895512387156487
72,3790,hard_negative_y,-2.4837611404061324,39,1,0.514723539352417,0.03971047326922417,1.0,-2.010727982515469,0.8703703703703703,0.8333333333333334,0.010280713438987732,0.02633829414844513,-1.2417035102844238,0.5606128573417664,-0.17974881827831268,0.029892245307564735
73,3827,hard_negative_y,-1.6461908358335489,37,1,0.4651228189468384,0.03995872661471367,1.0,-1.9539426029734315,0.8727272727272727,0.8333333333333334,0.010302566923201084,0.018656089901924133,-1.1209361553192139,0.45526570081710815,-0.162510946393013,0.029895445331931114
74,3866,hard_negative_y,-1.9794989287853237,39,1,0.48297736048698425,0.036975327879190445,1.0,-1.9588452513180674,0.875,0.8333333333333334,0.010324353352189064,0.01670754887163639,-0.8704400062561035,0.49076464772224426,-0.176589235663414,0.029892245307564735
75,3902,uniform,-1.2628541155159496,36,1,0.4428671598434448,0.033440347760915756,1.0,-1.889231368329376,0.875,0.8421052631578947,0.01034473441541195,0.035435110330581665,-0.9386388659477234,0.43932703137397766,0.10151325911283493,0.029892245307564735
76,3937,uniform,-1.2552366708219056,35,1,0.4474060833454132,0.036160919815301895,1.0,-1.862008630234748,0.875,0.85,0.010366920381784439,0.009920252487063408,-0.751401960849762,0.47568076848983765,0.05834803357720375,0.029892245307564735
77,3975,uniform,-1.8850478039681935,38,1,0.47179746627807617,0.03719724714756012,1.0,-1.8887035381458699,0.875,0.8571428571428571,0.010389125905930996,0.019114458933472633,-1.1140594482421875,0.45247548818588257,-0.18350592255592346,0.029893439263105392
78,4018,hard_negative_y,-2.8406544482707963,43,1,0.5146141648292542,0.038621459156274796,1.0,-1.960884098086506,0.8771929824561403,0.8571428571428571,0.010412584990262985,0.008845536038279533,-1.0691031217575073,0.5742475986480713,-0.1584164798259735,0.029892245307564735
79,4054,uniform,-1.2527235648036008,36,1,0.4470868408679962,0.03193589672446251,1.0,-1.9554998143129052,0.8771929824561403,0.8636363636363636,0.010434359312057495,0.020885644480586052,-1.3765482902526855,0.45007461309432983,0.10536020994186401,0.029892245307564735
80,4095,uniform,-2.829364215284584,41,1,0.5173510909080505,0.038459233939647675,1.0,-1.9904844038970768,0.8771929824561403,0.8695652173913043,0.010461915284395218,0.027827022597193718,-1.3931686878204346,0.5618016719818115,-0.18551839888095856,0.029892245307564735
81,4134,hard_negative_y,-2.188627088367939,39,1,0.48944413661956787,0.03430001065135002,1.0,-2.0102749979831276,0.8793103448275862,0.8695652173913043,0.010485167615115643,0.013918355107307434,-1.1530455350875854,0.49786102771759033,-0.18658502399921417,0.029892245307564735
82,4172,hard_negative_y,-1.9780013903975497,38,1,0.48135459423065186,0.03587604686617851,1.0,-2.0148797938190404,0.8813559322033898,0.8695652173913043,0.010504194535315037,0.02508728764951229,-1.0269111394882202,0.512561023235321,-0.1453748345375061,0.029892245307564735
83,4208,uniform,-1.4881307271122939,36,1,0.4676676094532013,0.03300728648900986,1.0,-1.952252075817436,0.8813559322033898,0.875,0.010525302961468697,0.021659962832927704,-1.0655183792114258,0.5061299800872803,0.10366729646921158,0.029892245307564735
84,4243,uniform,-1.5936538587510576,35,1,0.4689047932624817,0.0374126136302948,1.0,-1.896400922272354,0.8813559322033898,0.88,0.01054348610341549,0.011862548068165779,-1.3815815448760986,0.5227777361869812,-0.07070356607437134,0.029892245307564735
85,4281,hard_negative_y,-1.8780373479425903,38,1,0.48004087805747986,0.036613158881664276,1.0,-1.8937528116889293,0.8833333333333333,0.88,0.010567494668066502,0.012267496436834335,-1.360808253288269,0.489872545003891,-0.16936028003692627,0.029892245307564735
86,4318,hard_negative_y,-1.6878407058119764,37,1,0.4636278450489044,0.03313831612467766,1.0,-1.873869411263615,0.8852459016393442,0.88,0.010590562596917152,0.013592762872576714,-1.3360008001327515,0.46875643730163574,-0.1430763155221939,0.029892245307564735
87,4357,hard_negative_y,-1.9635366296768177,39,1,0.4685436487197876,0.039173778146505356,1.0,-1.8726007092483343,0.8870967741935484,0.88,0.010609137825667858,0.01277029700577259,-1.2908216714859009,0.45482757687568665,-0.17252054810523987,0.029894957318902016
88,4404,hard_negative_y,-3.267117266207933,47,1,0.5198458433151245,0.039045292884111404,1.0,-1.9586656850762665,0.8888888888888888,0.88,0.010629767552018166,0.015821825712919235,-1.12823486328125,0.5892433524131775,-0.14922568202018738,0.029892245307564735
89,4441,hard_negative_y,-1.7923688362538819,37,1,0.4720724821090698,0.036499034613370895,1.0,-1.9263561504259705,0.890625,0.88,0.010647258721292019,0.011945674195885658,-0.95099937915802,0.48020079731941223,-0.156651109457016,0.029892245307564735
90,4481,hard_negative_y,-2.2215107046067724,40,1,0.48430517315864563,0.03727900981903076,1.0,-1.961727100692689,0.8923076923076924,0.88,0.010670348070561886,0.01023122575134039,-1.3289848566055298,0.46923115849494934,-0.19979430735111237,0.029892245307564735
91,4516,uniform,-1.2572439150512205,35,1,0.4393780529499054,0.03840959072113037,1.0,-1.9375700096935033,0.8923076923076924,0.8846153846153846,0.010685140267014503,0.014106247574090958,-1.1962807178497314,0.45585381984710693,0.0507967509329319,0.029892245307564735
92,4555,hard_negative_y,-2.2013568754494175,39,1,0.4958213269710541,0.034921836107969284,1.0,-1.9234497964456678,0.8939393939393939,0.8846153846153846,0.010694452561438084,0.010253293439745903,-1.138014793395996,0.5164077877998352,-0.18350538611412048,0.029892245307564735
93,4608,hard_negative_y,-3.5920808191597438,53,1,0.5216088891029358,0.039575450122356415,1.0,-2.0207442956119777,0.8955223880597015,0.8846153846153846,0.010717174969613552,0.009244192391633987,-1.290664792060852,0.5815794467926025,-0.16843873262405396,0.029892245307564735
94,4651,hard_negative_y,-2.7995430725812893,43,1,0.5130382776260376,0.03996548056602478,1.0,-2.0617465028017756,0.8970588235294118,0.8846153846153846,0.010740553960204124,0.015281299129128456,-1.1759483814239502,0.5781239867210388,-0.14681552350521088,0.0300432238727808
95,4690,hard_negative_y,-2.51544711828232,39,1,0.5071679949760437,0.03685879707336426,1.0,-2.1243761529400937,0.8985507246376812,0.8846153846153846,0.010753857903182507,0.009941821917891502,-1.1258857250213623,0.5587588548660278,-0.159767284989357,0.029892245307564735
96,4728,hard_negative_y,-2.1492190487682823,38,1,0.49812960624694824,0.035567447543144226,1.0,-2.169075271837413,0.9,0.8846153846153846,0.01077236421406269,0.022289186716079712,-1.200254201889038,0.5415576696395874,-0.15749238431453705,0.029892245307564735
97,4766,hard_negative_y,-1.8783395448327083,38,1,0.46910685300827026,0.032474830746650696,1.0,-2.168739858880638,0.9014084507042254,0.8846153846153846,0.010786895640194416,0.00473265815526247,-0.5026187896728516,0.47359851002693176,-0.1548921763896942,0.029892245307564735
98,4815,hard_negative_y,-3.178885150849821,49,1,0.510595977306366,0.03953254967927933,1.0,-2.18565139400959,0.9027777777777778,0.8846153846153846,0.01081398967653513,0.009715958498418331,-1.072961688041687,0.578402042388916,-0.15015986561775208,0.03557697683572769
99,4853,hard_negative_y,-2.2803824970126136,38,1,0.5040007829666138,0.033756647258996964,1.0,-2.2370343406200406,0.9041095890410958,0.8846153846153846,0.010825464501976967,0.009099707007408142,-1.3987880945205688,0.5393993854522705,-0.17803175747394562,0.029892245307564735
100,4892,hard_negative_y,-2.3462131142616274,39,1,0.49129119515419006,0.0385592021048069,1.0,-2.2128767855688927,0.9054054054054054,0.8846153846153846,0.010839859955012798,0.007854925468564034,-1.3414276838302612,0.4888648986816406,-0.19994550943374634,0.029892245307564735
101,4930,hard_negative_y,-1.9301061815023424,38,1,0.47120335698127747,0.03798433765769005,1.0,-2.1999507402256127,0.9066666666666666,0.8846153846153846,0.010849814862012863,0.006650617346167564,-1.2289319038391113,0.47676989436149597,-0.15778563916683197,0.029892245307564735
102,4967,hard_negative_y,-1.8089804790914057,37,1,0.46459197998046875,0.03510090336203575,1.0,-2.1914996946603056,0.9078947368421053,0.8846153846153846,0.010858064517378807,0.01831119880080223,-1.3732781410217285,0.47252315282821655,-0.14189137518405914,0.029892245307564735
103,5004,hard_negative_y,-1.7530749718844891,37,1,0.47364887595176697,0.03438098356127739,1.0,-2.204746906898915,0.9090909090909091,0.8846153846153846,0.010860275477170944,0.008896833285689354,-1.4165043830871582,0.4803807735443115,-0.16114597022533417,0.029892245307564735
104,5055,uniform,-3.2630177274346366,51,1,0.5105710625648499,0.03837740793824196,1.0,-2.2882151003330944,0.9090909090909091,0.8888888888888888,0.010868843644857407,0.007360286079347134,-0.9003053903579712,0.5408451557159424,0.19413216412067413,0.029892245307564735
105,5092,hard_negative_y,-2.2574512919783585,37,1,0.5052056312561035,0.03601478785276413,1.0,-2.307185797534882,0.9102564102564102,0.8888888888888888,0.010875563137233257,0.01649782434105873,-1.0899014472961426,0.5495786070823669,-0.1675610989332199,0.029892245307564735
106,5130,hard_negative_y,-2.472574585825206,38,1,0.49963897466659546,0.039218779653310776,1.0,-2.3464224915355443,0.9113924050632911,0.8888888888888888,0.010881751775741577,0.00857175700366497,-0.9870270490646362,0.5200023651123047,-0.1896214634180069,0.029892245307564735
107,5180,hard_negative_y,-3.267708050161599,50,1,0.5208430290222168,0.03715439513325691,1.0,-2.4116310625597834,0.9125,0.8888888888888888,0.010889329947531223,0.009991900995373726,-1.1850992441177368,0.565542995929718,-0.1900579184293747,0.029892245307564735
108,5235,hard_negative_y,-4.013952619805937,55,1,0.5327739715576172,0.03989393636584282,1.0,-2.4489728302396836,0.9135802469135802,0.8888888888888888,0.010911290533840656,0.014648486860096455,-1.213026762008667,0.5827932953834534,-0.19868530333042145,0.029892245307564735
