episode,policy,object_x,object_y,object_z,pregrasp_success,initial_pregrasp_distance,final_pregrasp_distance,rl_steps,rl_reward,grasp_attempted,grasp_success,full_pipeline_success,alignment_error,descent_error,lift_tracking_error,object_lift_m,object_xy_motion_m,final_hand_object_distance_m,object_final_x,object_final_y,object_final_z
91,original,0.4320499897003174,0.009947794489562511,0.029892245307564735,1,0.4290136396884918,0.0316377729177475,37,-1.3405956679582607,1,1,1,0.00358713777856653,0.00533673645617715,0.014847348965167253,0.18376891873776913,0.0015191423015181514,0.11620835129791705,0.4307577311992645,0.010746456682682037,0.21366116404533386
92,targeted,0.5928379893302917,-0.12483175843954086,0.029892245307564735,1,0.5153603553771973,0.03937261551618576,39,-2.6223379817605013,1,1,1,0.008645999674441037,0.004630204367871882,0.014994674887844816,0.1838154699653387,0.0036775821766638697,0.11644763632025364,0.5919975638389587,-0.12125149369239807,0.21370771527290344
93,original,0.40197429060935974,-0.04450289532542229,0.029892245307564735,1,0.42345958948135376,0.03872121870517731,38,-1.6263212017714954,1,1,1,0.0066497295020415265,0.00588110019716,0.014953958616126403,0.18359904550015926,0.002174100299882162,0.116359413139542,0.4006827473640442,-0.042754001915454865,0.213491290807724
94,original,0.485309898853302,-0.08567409217357635,0.029892245307564735,1,0.45546528697013855,0.037813495844602585,36,-1.5042498491704448,1,1,1,0.006339741052217966,0.006647424744046517,0.015186136350246793,0.18398391269147396,0.0037019076665798134,0.11607443242308998,0.4842943847179413,-0.08211419731378555,0.2138761579990387
95,original,0.5834648013114929,0.14878030121326447,0.029892245307564735,1,0.5166029930114746,0.03826240822672844,48,-3.3207052113115765,1,1,1,0.006440608247477795,0.0038012976771330627,0.015657741853442347,0.18327862583100796,0.0011368578355318622,0.1162053982378495,0.5823351740837097,0.14865228533744812,0.2131708711385727
96,targeted,0.5009018182754517,-0.10504918545484543,0.029892245307564735,1,0.4657754600048065,0.039190154522657394,35,-1.4465089732408547,1,1,1,0.007003315972940215,0.007212761225017921,0.015096935751909265,0.18394058011472225,0.004022933608410115,0.1160351096607825,0.500596821308136,-0.10103783011436462,0.213832825422287
97,original,0.5323834419250488,-0.031801383942365646,0.029892245307564735,1,0.4691708981990814,0.03364000469446182,36,-1.5838012617826456,1,1,1,0.00777725340654873,0.005732287688008988,0.01521009773852503,0.18400987051427364,0.0032852054257010797,0.11590387999934776,0.5307483077049255,-0.028952013701200485,0.21390211582183838
98,original,0.49490949511528015,-0.07566270232200623,0.029892245307564735,1,0.45754626393318176,0.032254911959171295,36,-1.447093793898821,1,1,1,0.006170866169535182,0.006444119460632698,0.01524978288937764,0.18398027680814266,0.003512803035392182,0.11603942164715962,0.49372079968452454,-0.07235713303089142,0.2138725221157074
99,original,0.5934318900108337,0.12252309173345566,0.029892245307564735,1,0.5151359438896179,0.03913695365190506,47,-3.3196153981983665,1,1,1,0.006531213207410732,0.00379360383741959,0.015480864947289655,0.18344820104539394,0.001459179317439524,0.11619495946137637,0.5919754505157471,0.12261246889829636,0.21334044635295868
100,original,0.509613037109375,0.18724627792835236,0.029892245307564735,1,0.494394987821579,0.038730643689632416,37,-2.0508494319021695,1,1,1,0.008020771657924364,0.005827014568345015,0.01566756485001243,0.1834301706403494,0.0031490106178063883,0.11631740229595229,0.510362446308136,0.18418774008750916,0.21332241594791412
