episode,global_step,reward,length,success,final_distance,success_rate_20,mean_reward_20,alpha
40,3146,1.3075509087741382,28,1,0.03422623500227928,0.55,-3.4462640238408646,0.005771408788859844
41,3184,-0.7058886628597971,38,1,0.03307214379310608,0.55,-3.605907743033458,0.005752410273998976
42,3228,-0.9423081072792412,44,1,0.0341065488755703,0.6,-3.0800465202242773,0.005728891119360924
43,3252,1.8122244448959832,24,1,0.03381874039769173,0.65,-2.564007180054876,0.005717674270272255
44,3269,3.789341685473919,17,1,0.029665891081094742,0.7,-1.8363288262283604,0.00570948189124465
45,3389,-8.652208418811208,120,0,0.07537498325109482,0.7,-1.8060561594696192,0.005650253035128117
46,3427,0.05220930095762011,38,1,0.03257111459970474,0.75,-1.4203998733007759,0.005630455445498228
47,3547,-11.763503954522315,120,0,0.10149196535348892,0.75,-1.5469528987774104,0.005573271308094263
48,3578,0.904227192997932,31,1,0.033779777586460114,0.8,-0.974096670526866,0.005557865835726261
49,3593,3.9081485718488698,15,1,0.03040250949561596,0.8,-0.9484745098388233,0.00555046321824193
50,3620,1.0238613777607677,27,1,0.03481598198413849,0.8,-0.9885483994109967,0.00553572503849864
51,3740,-11.884121461389586,120,0,0.09142385423183441,0.75,-1.5821710928122923,0.005487590562552214
52,3757,3.8811386902630325,17,1,0.03384237363934517,0.8,-0.9778750921968606,0.005481376778334379
53,3777,3.0141592425107957,20,1,0.03278258070349693,0.8,-0.8892195083160189,0.005474165081977844
54,3816,-0.9112011104822164,39,1,0.032449010759592056,0.8,-1.080861615176895,0.005460032727569342
55,3844,0.9297339561581612,28,1,0.033109162002801895,0.8,-0.9590991071570901,0.0054526855237782
56,3877,0.42935876861214695,33,1,0.03452752158045769,0.85,-0.4120100303475048,0.005444742739200592
57,3904,1.4443330067396158,27,1,0.03178773075342178,0.85,-0.378428930958384,0.005438582506030798
58,3931,1.3421228748559955,27,1,0.034889236092567444,0.85,-0.39149039994704093,0.005437148734927177
59,4051,-9.56030869314447,120,0,0.0662153884768486,0.8,-1.0290565193319927,0.005423254799097776
60,4089,0.6184876213222728,38,1,0.03318396583199501,0.8,-1.063509683704586,0.005418676882982254
61,4112,2.2002274681627756,23,1,0.026276972144842148,0.8,-0.9182038771534573,0.005415254272520542
62,4232,-7.6249852678924785,120,0,0.05484671890735626,0.75,-1.2523377351841194,0.00541863264515996
63,4352,-7.684371353071185,120,0,0.055406585335731506,0.7,-1.7271675250824778,0.005428760312497616
64,4369,3.6264927040040487,17,1,0.034316286444664,0.7,-1.7353099741559714,0.005429073702543974
65,4489,-14.063556523835281,120,0,0.13170382380485535,0.7,-2.005877379407175,0.005435870960354805
66,4520,0.4248150151967973,31,1,0.032522786408662796,0.7,-1.9872470936952158,0.005439965054392815
67,4640,-9.6737506029848,120,0,0.07686406373977661,0.7,-1.88275942611834,0.005448687821626663
68,4661,2.984955833107233,21,1,0.03322073817253113,0.7,-1.778722994112875,0.005450626369565725
69,4685,1.877770270556212,24,1,0.030763760209083557,0.7,-1.8802419091775078,0.005453445017337799
70,4805,-14.221875193077143,120,0,0.09045199304819107,0.65,-2.6425287377194033,0.00547146936878562
71,4826,2.2499830803275107,21,1,0.03470796346664429,0.7,-1.9358235106335493,0.005474029574543238
72,4859,0.5374722256511442,33,1,0.034859899431467056,0.7,-2.1030068338641437,0.005481543950736523
73,4880,2.937721254229545,21,1,0.03385597839951515,0.7,-2.1068287332782054,0.005481520667672157
74,5000,-12.598653864082875,120,0,0.06474889814853668,0.65,-2.6912013709582387,0.0054949428886175156
75,5120,-12.682389436932274,120,0,0.09699614346027374,0.6,-3.3718075406127612,0.0055212341248989105
76,5240,-12.708491054031763,120,0,0.06457890570163727,0.55,-4.028700031744956,0.00556232500821352
77,5360,-7.8656540511827915,120,0,0.06471750140190125,0.5,-4.494199384641076,0.005601504817605019
78,5480,-10.126900065841623,120,0,0.05085587501525879,0.45,-5.067650531675957,0.005631782114505768
79,5600,-12.304789742110302,120,0,0.07263773679733276,0.45,-5.204874584124249,0.005651797167956829
80,5632,1.783600316643716,32,1,0.03309932351112366,0.45,-5.146618949358176,0.005655525717884302
81,5687,-3.468473734632137,55,1,0.03265600651502609,0.45,-5.430054009497923,0.005646261852234602
82,5807,-12.004096788589376,120,0,0.10523689538240433,0.45,-5.649009585532768,0.005647982005029917
83,5831,1.2798413330316545,24,1,0.03020472824573517,0.5,-5.200798951227625,0.0056482055224478245
84,5874,2.2360136840306217,43,1,0.03263593465089798,0.5,-5.2703229022262965,0.005654527340084314
85,5901,2.0193608897924427,27,1,0.032887160778045654,0.55,-4.466177031544911,0.005655226297676563
86,5930,1.145445681065321,29,1,0.034775540232658386,0.55,-4.430145498251484,0.005659183487296104
87,5979,-1.077047243863344,49,1,0.034335169941186905,0.6,-4.000310330295411,0.005676046945154667
88,6099,-13.867923549115662,120,0,0.12225686013698578,0.55,-4.842954299406555,0.005746792536228895
89,6219,-11.98415380280465,120,0,0.10054244101047516,0.5,-5.5360505030746,0.005816050339490175
90,6265,-1.680950072631239,46,1,0.033530909568071365,0.55,-4.909004247052303,0.005835612770169973
91,6385,-13.481979588798712,120,0,0.0565607026219368,0.5,-5.695602380508616,0.005903419107198715
92,6412,0.9864841228723522,27,1,0.03199860081076622,0.5,-5.673151785647554,0.005919742863625288
93,6532,-10.840612239893527,120,0,0.09127676486968994,0.45,-6.362068460353709,0.006002440117299557
94,6561,1.634805461019278,29,1,0.03317036107182503,0.5,-5.6503954940986,0.006016957573592663
95,6681,-14.61881992423907,120,0,0.10482759028673172,0.5,-5.747217018463941,0.006080190185457468
96,6801,-14.117035676613453,120,0,0.09955590218305588,0.5,-5.817644249593025,0.006146020721644163
97,6842,-0.7608477396518012,41,1,0.03361249715089798,0.55,-5.462403934016476,0.0061637032777071
98,6888,-0.7670368342567233,46,1,0.034789104014635086,0.6,-4.994410772437231,0.006174740847200155
99,6928,0.22238297913223448,40,1,0.034245654940605164,0.65,-4.368052136375104,0.006179665680974722
100,6976,-1.2013489305973062,48,1,0.03396816924214363,0.65,-4.517299598737155,0.006186207756400108
101,6994,3.3645454812049866,18,1,0.030168671160936356,0.65,-4.175648637945299,0.006187296472489834
102,7013,2.9321396714448924,19,1,0.032827530056238174,0.7,-3.4288368149435855,0.006188034079968929
103,7045,0.764468336701392,32,1,0.03188825398683548,0.7,-3.4546054647600983,0.006192686036229134
104,7084,0.9644167260080589,39,1,0.032693762332201004,0.7,-3.5181853126612266,0.006197052076458931
105,7101,3.5674057012796405,17,1,0.03206653147935867,0.7,-3.440783072086867,0.006201385520398617
106,7221,-11.177263314737937,120,0,0.10113593190908432,0.65,-4.056918521877029,0.006244325079023838
107,7251,1.4666634508967404,30,1,0.03415604680776596,0.65,-3.929732987139025,0.006254343781620264
108,7371,-10.35493131588213,120,0,0.07407241314649582,0.65,-3.754083375477348,0.006301674526184797
109,7426,-3.322544971671883,55,1,0.034812211990356445,0.7,-3.3210029339207106,0.006317831575870514
110,7475,-1.7663572333008055,49,1,0.033469974994659424,0.7,-3.325273291954189,0.006319193635135889
111,7504,0.08528185546398159,29,1,0.034126490354537964,0.75,-2.646910219741054,0.00631600059568882
112,7539,1.0832251528650514,35,1,0.03465964272618294,0.75,-2.642073168241419,0.006322602741420269
113,7588,0.27066867934540095,49,1,0.03319285809993744,0.8,-2.0865091222794723,0.006328194867819548
114,7631,-0.3434874757379287,43,1,0.03333498165011406,0.8,-2.1854237691173326,0.006330886390060186
115,7674,-1.7039089160412555,43,1,0.033618323504924774,0.85,-1.5396782187074423,0.006334752310067415
116,7712,1.1268789178133019,38,1,0.034719280898571014,0.9,-0.7774824889861045,0.006338571198284626
117,7746,1.4955163232982165,34,1,0.033687811344861984,0.9,-0.6646642858386036,0.006335041951388121
118,7773,1.5183074261248106,27,1,0.03450459614396095,0.9,-0.5503970728195269,0.00632722582668066
119,7796,2.602597468495369,23,1,0.034181226044893265,0.9,-0.43138634835137013,0.006328336428850889
120,7819,2.6280214621126654,23,1,0.03232063353061676,0.9,-0.23991782871587147,0.006332408636808395
121,7847,0.8540397281944756,28,1,0.027100007981061935,0.9,-0.3654431163663971,0.0063377912156283855
122,7879,0.6150101129710679,32,1,0.03270808979868889,0.9,-0.48129959429008834,0.006340143270790577
123,7899,3.368836789615452,20,1,0.03402867913246155,0.9,-0.3510811716443853,0.006339979823678732
124,7944,-0.32858101811259743,45,1,0.033535681664943695,0.9,-0.41573105885041806,0.0063322847709059715
125,7971,1.8034258258342746,27,1,0.034484703093767166,0.9,-0.5039300526226863,0.00633010221645236
126,8008,-0.7482920056581497,37,1,0.0324351042509079,0.95,0.017518512831302947,0.006333078723400831
127,8057,-1.051167751997708,49,1,0.03237108886241913,0.95,-0.1083730473134195,0.006327156443148851
128,8177,-8.727489824155347,120,0,0.08017048984766006,0.95,-0.027000972727080352,0.006327041890472174
129,8231,0.11056447807699499,54,1,0.03484199196100235,0.95,0.14465449976036346,0.006313401740044355
130,8351,-10.27668946609367,120,0,0.09164555370807648,0.9,-0.28086211187927973,0.0063222916796803474
131,8471,-7.684278935883198,120,0,0.04925212264060974,0.85,-0.6693401514466387,0.00633071456104517
132,8521,-1.8872848901152572,50,1,0.03358464315533638,0.85,-0.8178656535956541,0.0063373320735991
133,8550,2.283791554868221,29,1,0.03426747024059296,0.85,-0.7172095098195131,0.0063461256213486195
134,8580,0.5315001676976694,30,1,0.03467090427875519,0.85,-0.6734601276477331,0.006350881420075893
135,8600,3.3358809827268128,20,1,0.03190860152244568,0.85,-0.4214706327093296,0.006357844453305006
136,8661,-3.0051550522726025,61,1,0.03405052423477173,0.85,-0.6280723312136249,0.006384929176419973
137,8721,-1.6102231590263525,60,1,0.034672822803258896,0.85,-0.7833593053298533,0.006406090222299099
138,8744,2.132592211663723,23,1,0.02886999025940895,0.85,-0.7526450660529077,0.006413844879716635
139,8864,-11.326107630431657,120,0,0.06707175076007843,0.8,-1.449080320999259,0.006445564329624176
140,8882,3.8258298271894455,18,1,0.03337613865733147,0.8,-1.38918990274542,0.006454674992710352
141,8906,2.505734658390284,24,1,0.030861608684062958,0.8,-1.3066051562356296,0.006463696248829365
142,8977,-3.7109088893979782,71,1,0.034853581339120865,0.8,-1.5229011063540818,0.006490043364465237
143,8996,3.409829476177692,19,1,0.03417181596159935,0.8,-1.52085147202597,0.006493117194622755
144,9017,2.630538562685251,21,1,0.033332083374261856,0.8,-1.3728954929860777,0.006496564019471407
145,9052,0.9391020360589035,35,1,0.034268058836460114,0.8,-1.416111682474846,0.006501915864646435
146,9172,-9.555788411907844,120,0,0.04671092703938484,0.75,-1.856486502787331,0.006528783589601517
147,9224,-0.5086948210000974,52,1,0.034968193620443344,0.75,-1.8293628562374504,0.006539635360240936
148,9273,-0.8293206328153611,49,1,0.034182094037532806,0.8,-1.4344543966704513,0.0065591293387115
149,9312,1.178456578664481,39,1,0.03470684960484505,0.8,-1.381059791641077,0.00657948711887002
150,9349,-0.06508714273572025,37,1,0.034804072231054306,0.85,-0.8704796754731795,0.006600641645491123
151,9381,-0.1133505566604418,32,1,0.0333239808678627,0.9,-0.4919332565120417,0.006623155903071165
152,9414,0.9462469965219489,33,1,0.032260216772556305,0.9,-0.35025666218018126,0.006638522259891033
153,9456,0.08152318976819473,42,1,0.03375163674354553,0.9,-0.4603700804351824,0.006655469536781311
154,9474,3.320952565968037,18,1,0.031506408005952835,0.9,-0.3208974605216642,0.0066638910211622715
155,9502,1.4597008459269998,28,1,0.033406998962163925,0.9,-0.41470646736165484,0.006672103889286518
156,9525,2.4284086740016932,23,1,0.031054750084877014,0.9,-0.14302828104794,0.00668233772739768
157,9561,0.7073453347384921,36,1,0.031203389167785645,0.9,-0.027149856359697733,0.006697665434330702
158,9590,2.0870239876210688,29,1,0.03338892012834549,0.9,-0.0294282675618305,0.006705219391733408
159,9616,1.3268232591450202,26,1,0.032845765352249146,0.95,0.6032182769170035,0.006710100919008255
160,9648,1.1881799670308824,32,1,0.032042358070611954,0.95,0.47133578390907527,0.006709121633321047
161,9668,3.4044563110172747,20,1,0.033360131084918976,0.95,0.5162718665404249,0.0067113423720002174
162,9693,1.9897298361361022,25,1,0.030150843784213066,0.95,0.8013038028171289,0.006712615955621004
163,9787,-3.854760564710011,94,1,0.03351663053035736,0.95,0.4380743007727438,0.0067182136699557304
164,9830,-0.7299053907394413,43,1,0.03475552052259445,0.95,0.2700521031015091,0.006717851385474205
165,9950,-10.798538336660716,120,0,0.08825567364692688,0.9,-0.3168299155344719,0.00669496413320303
166,9978,0.8902732995152478,28,1,0.03204413503408432,0.95,0.20547317003668267,0.0066895997151732445
167,10016,-0.8830725563317516,38,1,0.03231222555041313,0.95,0.1867542832701,0.006679702550172806
168,10031,3.89300847530365,15,1,0.03322090581059456,0.95,0.42287073867605046,0.006675620563328266
169,10057,1.43530471086502,26,1,0.03334946930408478,0.95,0.43571314528607746,0.006673329044133425
170,10177,-6.337294866354206,120,0,0.049793969839811325,0.9,0.12210275910515316,0.006660835351794958
171,10209,0.9358921383321288,32,1,0.033752940595149994,0.9,0.17456489385478163,0.006651199422776699
172,10237,1.4507402972877035,28,1,0.0318380743265152,0.9,0.19978955889306943,0.006641359534114599
173,10295,-2.7344269545376294,58,1,0.034542348235845566,0.9,0.05899205167777821,0.006632649805396795
174,10318,2.180904966890812,23,1,0.028958341106772423,0.9,0.0019896717239169526,0.006629971321672201
175,10340,2.8277328877151016,22,1,0.034984998404979706,0.9,0.07039127381332203,0.006620257161557674
176,10361,3.334681248851121,21,1,0.03401816263794899,0.9,0.11570490255579342,0.0066129909828305244
177,10379,3.3209188017249107,18,1,0.03247923403978348,0.9,0.24638357590511442,0.006605008617043495
178,10417,-0.36735597558319366,38,1,0.03427824378013611,0.9,0.12366457774490132,0.006605392787605524
179,10444,1.6533858729898938,27,1,0.03424154594540596,0.9,0.139992708437145,0.006608218420296907
180,10472,1.1381986582279215,28,1,0.031933266669511795,0.9,0.13749364299699698,0.006606447976082563
181,10491,3.237846251130104,19,1,0.0330217182636261,0.9,0.1291631400026383,0.006603827700018883
182,10523,1.4216655170917503,32,1,0.03435443714261055,0.9,0.10075992405042086,0.006590539589524269
183,10558,0.03059830486774473,35,1,0.033824801445007324,0.9,0.29502786752930865,0.006591875571757555
184,10590,0.20651868566870668,32,1,0.031320229172706604,0.9,0.34184907134971604,0.00658461544662714
185,10611,2.7782234647870068,21,1,0.03041057474911213,0.95,1.020687161422102,0.006574901752173901
186,10645,-0.6811986640095702,34,1,0.030127832666039467,0.95,0.9421135632458613,0.006563202477991581
187,10660,4.021451510488986,15,1,0.027593392878770828,0.95,1.187339766586898,0.006560815032571554
188,10723,0.7305788988806308,63,1,0.03228747844696045,0.95,1.029218287765747,0.006544292904436588
189,10746,2.286133401840925,23,1,0.03106830269098282,0.95,1.0717597223145423,0.006538722198456526
190,10781,0.5929360783845192,35,1,0.034822992980480194,1.0,1.4182712695514785,0.00652859965339303
191,10811,1.7228333558887243,30,1,0.03348299115896225,1.0,1.4576183304293084,0.006518228445202112
192,10837,1.6760353863239281,26,1,0.03413477912545204,1.0,1.4688830848811194,0.006515136919915676
193,10957,-11.964093534294507,120,0,0.07432913035154343,0.95,1.007399755893276,0.0064932131208479404
194,10994,-0.20963628903031317,37,1,0.032654792070388794,0.95,0.8878726930972192,0.006482997443526983
195,11016,2.6230214709043502,22,1,0.03309914097189903,0.95,0.8776371222566821,0.006479245610535145
196,11045,1.8354155994951724,29,1,0.032275110483169556,0.95,0.8026738397888845,0.006477611139416695
197,11088,-1.518305605873464,43,1,0.029555916786193848,0.95,0.5607126194089658,0.006467423401772976
198,11123,-0.7399109376966946,35,1,0.033943843096494675,0.95,0.5420848713032906,0.006457812152802944
199,11144,2.7120673803985116,21,1,0.03358175978064537,0.95,0.5950189466737216,0.006455736700445414
200,11169,1.5553476639091972,25,1,0.027747411280870438,0.95,0.6158763969577854,0.00645196670666337
201,11289,-8.57432915254496,120,0,0.06539145112037659,0.9,0.02526762677403216,0.00643059890717268
202,11325,0.2523116101324563,36,1,0.034912724047899246,0.9,-0.03320006857393252,0.0064169010147452354
203,11355,1.4447993272915487,30,1,0.03448604419827461,0.9,0.03750998254725768,0.006413836032152176
204,11381,1.122073134481906,26,1,0.03413868322968483,0.9,0.08328770498791764,0.006408317480236292
205,11499,-1.8833120781648889,118,1,0.03336262330412865,0.9,-0.14978907215967702,0.006380083970725536
206,11518,2.8006595540046697,19,1,0.0337347686290741,0.9,0.024303838741034988,0.00637319078668952
207,11543,3.0886977942287928,25,1,0.03229786083102226,0.9,-0.022333847071974743,0.0063737924210727215
208,11593,-1.9016622285544873,50,1,0.033223994076251984,0.9,-0.15394590344373055,0.006366732995957136
209,11651,-4.047139168754221,58,1,0.03196108341217041,0.9,-0.47060953197348787,0.006340635474771261
210,11672,2.788529029786586,21,1,0.03169800341129303,0.9,-0.3608298844033845,0.006331427022814751
211,11722,-2.9342350910603994,50,1,0.03323076292872429,0.9,-0.5936833067508408,0.006309597287327051
212,11741,3.094299653321504,19,1,0.03266531601548195,0.9,-0.5227700934009618,0.0062990072183310986
213,11769,0.7803435096144664,28,1,0.032708171755075455,0.95,0.11445175879448669,0.006291292607784271
214,11806,-1.0849834360182316,37,1,0.03227578103542328,0.95,0.07068440144509074,0.006276008673012257
215,11835,2.2332250770926465,29,1,0.03335648402571678,0.95,0.05119458175450557,0.0062694912776350975
216,11852,3.9110793414711953,17,1,0.0308994073420763,0.95,0.15497776885330666,0.0062651848420500755
217,11892,-0.25210804983973745,40,1,0.03419867902994156,0.95,0.21828764665499306,0.006254829466342926
218,11924,-0.08889822512865031,32,1,0.03465200215578079,0.95,0.2508382822833952,0.0062354551628232
219,11961,0.4762927950918687,37,1,0.03314480185508728,0.95,0.13904955301806315,0.006224903278052807
220,11973,4.3834421487152575,12,1,0.03179079294204712,0.95,0.28045427725836597,0.006220697890967131
221,12000,2.5729183606803407,27,1,0.03225571662187576,1.0,0.8378166529196311,0.006212274078279734
222,12016,3.7215801429748527,16,1,0.033883385360240936,1.0,1.011280079561751,0.006208394654095173
223,12065,-1.2476036201417475,49,1,0.03499598056077957,1.0,0.8766599321900863,0.0062105413526296616
224,12085,3.218570357859134,20,1,0.031203676015138626,1.0,0.9814847933589477,0.006200575269758701
225,12124,0.8337113446742306,39,1,0.034430790692567825,1.0,1.1173359645009038,0.00619927141815424
226,12153,1.0502127072215077,29,1,0.03269333019852638,1.0,1.0298136221617455,0.006201743148267269
227,12195,-1.2864488781988639,42,1,0.03353818878531456,1.0,0.8110562885403626,0.006200338713824749
228,12227,0.3587168761342756,32,1,0.033056799322366714,1.0,0.9240752437748008,0.0061983997002244
229,12257,1.6250894553959365,30,1,0.03366643190383911,1.0,1.2076866749823085,0.006190716754645109
230,12292,1.1632197027653448,35,1,0.03388221934437752,1.0,1.1264212086312466,0.006187555845826864
231,12319,2.687749992758035,27,1,0.03170134127140045,1.0,1.4075204628221685,0.006183871999382973
232,12344,1.975389247536659,25,1,0.029271136969327927,1.0,1.3515749425329262,0.006179604213684797
233,12376,-0.1957455050945276,32,1,0.034817375242710114,1.0,1.3027704917974763,0.006174587644636631
234,12417,-0.9008307579159753,41,1,0.03443080186843872,1.0,1.311978125702589,0.006161525845527649
235,12454,1.1536619503051044,37,1,0.03495418280363083,1.0,1.2579999693632118,0.0061571854166686535
236,12483,0.5848239745199697,29,1,0.03025670535862446,1.0,1.0916872010156506,0.006150051951408386
237,12502,3.658847793191671,19,1,0.032759543508291245,1.0,1.2872349931672211,0.006140510551631451
238,12531,1.098206084221602,29,1,0.034793782979249954,1.0,1.3465902086347339,0.0061318352818489075
239,12582,-1.8229279617965224,51,1,0.034636277705430984,1.0,1.2316291707903142,0.006129005458205938
240,12618,1.2068513739109021,36,1,0.033493004739284515,1.0,1.0727996320500963,0.006117291282862425
241,12643,2.082210115641356,25,1,0.034883223474025726,1.0,1.048264219798147,0.006120918318629265
242,12685,-1.3417697882652302,42,1,0.03394715487957001,1.0,0.7950967232361432,0.0061152237467467785
243,12701,3.695440875142813,16,1,0.034251242876052856,1.0,1.0422489480003712,0.006111259572207928
244,12736,0.647923814058303,35,1,0.03304075077176094,1.0,0.9137166208103296,0.006109676789492369
245,12771,2.0757145987451073,35,1,0.032879848033189774,1.0,0.9758167835138736,0.006109517067670822
246,12789,3.3717335467040535,18,1,0.03461955115199089,1.0,1.0918928254880007,0.006110000424087048
247,12824,-0.8481552029401067,35,1,0.0346715971827507,1.0,1.1138075092509385,0.006108587607741356
248,12856,0.8642515854537489,32,1,0.0315348282456398,1.0,1.1390842447169125,0.006106610409915447
249,12885,0.7892486886680121,29,1,0.03395760431885719,1.0,1.0972922063805162,0.006106811109930277
250,12906,2.715636615604162,21,1,0.02954571135342121,1.0,1.1749130520224569,0.006107658613473177
251,12958,-3.429850932806727,52,1,0.03384361416101456,1.0,0.8690330057442187,0.006113080773502588
252,12976,3.3042614386975764,18,1,0.03154115378856659,1.0,0.9354766153022644,0.006119003985077143
253,12995,3.491847997158766,19,1,0.030929379165172577,1.0,1.1198562904149292,0.006118312478065491
254,13025,1.2121993808448313,30,1,0.03457827493548393,1.0,1.2255077973529693,0.006119835656136274
255,13060,2.0971747856959704,35,1,0.03093179501593113,1.0,1.2726834391225128,0.006143685430288315
256,13095,-0.31153484493494066,35,1,0.03146197274327278,1.0,1.2278654981497674,0.006161505822092295
257,13141,-0.5993805219978086,46,1,0.03392210230231285,1.0,1.0149540823902936,0.006186753511428833
258,13177,-0.16872821733355625,36,1,0.034654129296541214,1.0,0.9516073673125355,0.006200932897627354
259,13221,-1.2024183663725836,44,1,0.03258155658841133,1.0,0.9826328470837327,0.006207965314388275
260,13274,-2.988754086866974,53,1,0.03493134677410126,1.0,0.7728525740448385,0.006225748918950558
261,13302,2.4721858610212797,28,1,0.034346871078014374,1.0,0.7923513613138349,0.006224585231393576
262,13332,0.9404320286214363,30,1,0.03436317294836044,1.0,0.9064614521581682,0.006235211156308651
263,13359,1.406135128736496,27,1,0.0315827801823616,1.0,0.7919961648378524,0.006238218396902084
264,13381,2.5856386315822597,22,1,0.034118812531232834,1.0,0.8888819057140502,0.0062437355518341064
265,13409,0.5236700852215286,28,1,0.03331124410033226,1.0,0.8112796800378714,0.00626032892614603
266,13436,2.0138380062580112,27,1,0.033768147230148315,1.0,0.743384903015569,0.006269673816859722
267,13470,1.194356984794139,34,1,0.032630641013383865,1.0,0.8455105124022815,0.0062803528271615505
268,13508,0.2186272037029262,38,1,0.03482796251773834,1.0,0.8132292933147403,0.006288134027272463
269,13561,-2.519997371099892,53,1,0.0343962237238884,1.0,0.647766990326345,0.006298604886978865
270,13586,2.0859653420001267,25,1,0.0323464535176754,1.0,0.6162834266461432,0.006300881505012512
271,13616,0.5269219884276373,30,1,0.03305008262395859,1.0,0.8141220727078616,0.006307602860033512
272,13638,2.5595488050580024,22,1,0.03131679818034172,1.0,0.7768864410258828,0.0063145519234240055
273,13668,2.1050459723174573,30,1,0.034854255616664886,1.0,0.7075463397838174,0.00632051657885313
274,13685,3.271317976266145,17,1,0.03244731202721596,1.0,0.8105022695548829,0.006323742214590311
275,13725,0.8884904637932785,40,1,0.029541239142417908,1.0,0.7500680534597485,0.00633564917370677
276,13745,3.284567806720734,20,1,0.03385722264647484,1.0,0.929873186042532,0.00633885245770216
277,13781,1.1446332952380178,36,1,0.034697480499744415,1.0,1.0170738769043233,0.006346903275698423
278,13811,0.7069674518704412,30,1,0.03271293267607689,1.0,1.0608586603645231,0.006347563583403826
279,13842,0.49253505982458545,31,1,0.03435763716697693,1.0,1.1456063316743816,0.006351768970489502
280,13875,1.259376913383604,33,1,0.032468196004629135,1.0,1.3580128816869108,0.006363922730088234
281,13902,0.7190214094519609,27,1,0.030127782374620438,1.0,1.270354659108445,0.0063682785257697105
