episode,success,initial_distance_m,final_distance_m,steps,episode_reward,target_x,target_y,target_z,final_ee_x,final_ee_y,final_ee_z
49,1,0.4770614206790924,0.033115848898887634,41,-2.32595928668976,0.6390454173088074,-0.14173825085163116,0.27840951085090637,0.6115449070930481,-0.1277465969324112,0.2904351055622101
50,1,0.37159910798072815,0.029414882883429527,24,1.5713953334093098,0.46030381321907043,-0.1995096057653427,0.31679973006248474,0.466806024312973,-0.18211983144283295,0.3396153450012207
51,1,0.38269779086112976,0.032892659306526184,35,-0.3455916598439215,0.624336838722229,-0.09060896188020706,0.39647236466407776,0.5931566953659058,-0.10104294866323471,0.3955462574958801
52,1,0.3395164906978607,0.03394026681780815,33,0.9273907077312469,0.4216234087944031,0.08398996293544769,0.281914085149765,0.43126916885375977,0.10052008181810379,0.30994364619255066
53,1,0.4080268442630768,0.034200794994831085,37,-0.6845917902886844,0.5869427919387817,-0.038526978343725204,0.2959150969982147,0.5563172698020935,-0.04032483324408531,0.2807975709438324
54,1,0.35653969645500183,0.032575011253356934,31,0.624730708599091,0.57747483253479,0.0271412692964077,0.3595362603664398,0.5454937219619751,0.023354798555374146,0.36443549394607544
55,1,0.3082704544067383,0.030313758179545403,25,2.264277283400297,0.42218780517578125,0.14068295061588287,0.34132125973701477,0.4302006661891937,0.14480897784233093,0.3702642023563385
56,1,0.4097878336906433,0.034714460372924805,31,-0.01946473419666095,0.3629271984100342,0.2326846420764923,0.25761619210243225,0.3787495791912079,0.22261765599250793,0.28682923316955566
57,1,0.29945382475852966,0.0314192995429039,29,1.681140901446343,0.38614070415496826,-0.017093734815716743,0.301963746547699,0.3839401602745056,0.0025714298244565725,0.32636889815330505
58,1,0.17861129343509674,0.032838087528944016,19,3.7874450304359195,0.4505405128002167,0.03378261998295784,0.4894604980945587,0.41949689388275146,0.030744509771466255,0.47919386625289917
59,1,0.4079211354255676,0.03073791041970253,38,-0.8919283874332908,0.6308936476707458,-0.21305201947689056,0.46332842111587524,0.6047629117965698,-0.19803769886493683,0.4693760573863983
60,1,0.32219699025154114,0.032974082976579666,26,1.9249611611664297,0.4003470838069916,0.1557164341211319,0.3240868151187897,0.41235387325286865,0.15911121666431427,0.3546089828014374
61,1,0.3082081377506256,0.034812986850738525,31,1.465753476768731,0.5653502941131592,0.10939659923315048,0.4626378118991852,0.530967652797699,0.11190231889486313,0.4674854278564453
62,1,0.3995521068572998,0.03404637798666954,37,-0.9284221865236768,0.6438877582550049,-0.11225957423448563,0.4070771038532257,0.6103860139846802,-0.1148952916264534,0.41253986954689026
63,1,0.38044115900993347,0.03268412500619888,30,0.6701197211444372,0.5717782378196716,-0.21018533408641815,0.41574034094810486,0.5435174703598022,-0.1944207400083542,0.41115137934684753
64,1,0.2987675070762634,0.029346536844968796,20,2.7969178590178494,0.44645464420318604,-0.169265478849411,0.3873679041862488,0.44664883613586426,-0.14494767785072327,0.4037942886352539
65,1,0.2583962082862854,0.030342280864715576,21,2.936219775229692,0.488565057516098,0.03853991627693176,0.4104793965816498,0.45956987142562866,0.029603898525238037,0.41076356172561646
66,1,0.4069601595401764,0.033645566552877426,30,0.5399362333118898,0.4996006488800049,0.20257535576820374,0.29447853565216064,0.46989673376083374,0.18751946091651917,0.2992766201496124
67,1,0.2085237205028534,0.03499697893857956,18,3.6492362881451843,0.4366374909877777,-0.07188917696475983,0.4435954988002777,0.41251054406166077,-0.053797006607055664,0.4613536596298218
68,1,0.3197602331638336,0.033878393471241,26,1.8179450565576558,0.5456294417381287,-0.14678865671157837,0.4361104667186737,0.516578197479248,-0.15069536864757538,0.41912493109703064
69,1,0.4431806206703186,0.03457828611135483,38,-1.0724596586823463,0.5814610719680786,0.13512073457241058,0.2695932388305664,0.5532327890396118,0.13124752044677734,0.2891845703125
70,1,0.2548520267009735,0.03273540735244751,20,3.192174732238054,0.41364172101020813,0.19769251346588135,0.4698580205440521,0.4105524718761444,0.17012245953083038,0.45248115062713623
71,1,0.29498547315597534,0.032992370426654816,26,2.0362407462298875,0.41167178750038147,0.02568782866001129,0.31567081809043884,0.41080471873283386,0.03573531284928322,0.34708407521247864
72,1,0.39794519543647766,0.032682470977306366,26,1.0122988943755624,0.47488540410995483,-0.23952758312225342,0.32044005393981934,0.4774686396121979,-0.20742282271385193,0.32598578929901123
73,1,0.3109588921070099,0.02871142327785492,22,2.5507052095234397,0.43120425939559937,0.20956525206565857,0.396992564201355,0.42811188101768494,0.1811191737651825,0.3993597626686096
74,1,0.24016118049621582,0.0318140871822834,24,2.963032356351613,0.4032549262046814,-0.03621773049235344,0.3732340335845947,0.385664701461792,-0.019155528396368027,0.3935219943523407
75,1,0.33217841386795044,0.03257622942328453,28,1.3439353320002558,0.541208028793335,0.016223924234509468,0.35524818301200867,0.512642502784729,0.007119790650904179,0.3425070643424988
76,1,0.1709900200366974,0.03470300883054733,17,3.923826202303171,0.44323790073394775,0.03749975562095642,0.4939579963684082,0.40939295291900635,0.0317649319767952,0.48886585235595703
77,1,0.44076478481292725,0.03369995206594467,35,-0.5396713642776012,0.5158960819244385,0.19350607693195343,0.2538180947303772,0.4844498336315155,0.18409927189350128,0.2614556550979614
78,1,0.28848928213119507,0.03128925710916519,20,2.9023098957538602,0.41092920303344727,0.18238398432731628,0.39236822724342346,0.4148934483528137,0.16063174605369568,0.4145073890686035
79,1,0.3333393335342407,0.02895646169781685,24,1.8325835593044757,0.4962674081325531,-0.06559785455465317,0.3238164186477661,0.4810868799686432,-0.08600835502147675,0.3376525938510895
80,1,0.34482890367507935,0.031723491847515106,30,1.1234993477165705,0.5536489486694336,-0.06713247299194336,0.3588086664676666,0.5319390892982483,-0.08263278752565384,0.34163886308670044
81,1,0.36660945415496826,0.03485901281237602,53,-0.7925956186652199,0.5830544829368591,0.2230914831161499,0.49841421842575073,0.5504610538482666,0.22546780109405518,0.4862827658653259
82,1,0.42406076192855835,0.02590128965675831,29,0.25259180471301157,0.49547454714775085,-0.1809154748916626,0.256230890750885,0.490809828042984,-0.17833729088306427,0.2815778851509094
83,1,0.42203840613365173,0.03238794952630997,27,0.4959637446701528,0.49839699268341064,-0.211822509765625,0.27942827343940735,0.48760244250297546,-0.19604776799678802,0.30557429790496826
84,1,0.4039909541606903,0.03136115148663521,28,0.648350148200989,0.42045170068740845,0.24599654972553253,0.2905571460723877,0.42202889919281006,0.22079163789749146,0.30915141105651855
85,1,0.28837570548057556,0.03032178059220314,21,2.7975445672869683,0.3830396234989166,0.20796188712120056,0.40551742911338806,0.3975054919719696,0.18212392926216125,0.4120403826236725
86,1,0.2947593629360199,0.03155892342329025,31,1.3629863430559643,0.5719701647758484,-0.0726332738995552,0.48345813155174255,0.5557022094726562,-0.08279859274625778,0.4583984911441803
87,1,0.3498234152793884,0.03498542308807373,47,-1.033742498084905,0.6428301930427551,0.02922785095870495,0.49671006202697754,0.6123021841049194,0.025209465995430946,0.5133194923400879
88,1,0.2439950704574585,0.03218524530529976,26,2.727901186197996,0.5017383098602295,-0.03012985736131668,0.44635850191116333,0.4879150688648224,-0.020953552797436714,0.4187794625759125
89,1,0.35069039463996887,0.03459182754158974,26,1.507636241316796,0.5432742834091187,-0.14973482489585876,0.378734827041626,0.5093355178833008,-0.15389664471149445,0.3734970986843109
90,1,0.28188857436180115,0.03443114832043648,21,2.7975517201423648,0.3549378216266632,0.18782992660999298,0.38561147451400757,0.3784887492656708,0.17401091754436493,0.40658509731292725
91,0,0.2435418963432312,0.06525363028049469,120,-8.411878894232212,0.36385610699653625,0.21887946128845215,0.49985912442207336,0.3992496728897095,0.1941567063331604,0.4509294033050537
92,1,0.3286174237728119,0.03052673675119877,31,1.0112337513267984,0.5711916089057922,-0.034338273108005524,0.39785483479499817,0.548491895198822,-0.043854210525751114,0.37979793548583984
93,0,0.32674911618232727,0.0429547056555748,120,-8.953434507534839,0.35306957364082336,-0.1957753449678421,0.3327498733997345,0.3573837876319885,-0.15977536141872406,0.3557823598384857
94,1,0.3641586899757385,0.034306496381759644,28,1.1165886214375491,0.47338059544563293,0.12797442078590393,0.2926824390888214,0.46717843413352966,0.1303998827934265,0.3263363540172577
95,1,0.1725933849811554,0.0335824079811573,13,4.232165295481682,0.38483139872550964,0.09873196482658386,0.47200801968574524,0.3758898973464966,0.08338772505521774,0.5005103349685669
96,1,0.3430942893028259,0.03491978347301483,56,-0.7498240095004434,0.6139001250267029,0.12095809727907181,0.49589183926582336,0.5791427493095398,0.1214643195271492,0.49256619811058044
97,1,0.338172972202301,0.03345538675785065,25,1.841057768464088,0.50662761926651,0.1372343897819519,0.3542943596839905,0.481557697057724,0.1314350962638855,0.3756749629974365
98,1,0.3442111909389496,0.033815331757068634,23,2.0156843854486945,0.4559766948223114,0.20541104674339294,0.35767674446105957,0.44679802656173706,0.17757081985473633,0.3745335042476654
99,1,0.41076570749282837,0.03496234491467476,38,-0.8188642261922361,0.5739412903785706,-0.0014886921271681786,0.2780532240867615,0.5435211062431335,0.002989639760926366,0.26141223311424255
100,1,0.18241950869560242,0.03260123357176781,18,3.809629042595625,0.38806280493736267,0.0050612930208444595,0.42691946029663086,0.37161701917648315,0.017605196684598923,0.45211920142173767
